Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Industria;Horas pactadas;2012T4;162,4
Industria;Horas pactadas;2012T3;162,7
Industria;Horas pactadas;2012T2;162,7
Industria;Horas pactadas;2012T1;162,9
Industria;Horas pactadas;2011T4;162,9
Industria;Horas pactadas;2011T3;163,2
Industria;Horas pactadas;2011T2;163
Industria;Horas pactadas;2011T1;163,1
Industria;Horas pactadas;2010T4;163,4
Industria;Horas pactadas;2010T3;163,5
Industria;Horas pactadas;2010T2;163,3
Industria;Horas pactadas;2010T1;163,2
Industria;Horas pactadas;2009T4;163,6
Industria;Horas pactadas;2009T3;163,6
Industria;Horas pactadas;2009T2;163,7
Industria;Horas pactadas;2009T1;163,8
Industria;Horas pactadas;2008T4;164,4
Industria;Horas pactadas;2008T3;164,6
Industria;Horas pactadas;2008T2;164,7
Industria;Horas pactadas;2008T1;165
Industria;Horas pagadas;2024T4;165,9
Industria;Horas pagadas;2024T3;166
Industria;Horas pagadas;2024T2;165,8
Industria;Horas pagadas;2024T1;165,9
Industria;Horas pagadas;2023T4;165,6
Industria;Horas pagadas;2023T3;165,6
Industria;Horas pagadas;2023T2;165,5
Industria;Horas pagadas;2023T1;165,6
Industria;Horas pagadas;2022T4;165,6
Industria;Horas pagadas;2022T3;165,8
Industria;Horas pagadas;2022T2;165,6
Industria;Horas pagadas;2022T1;165,4
Industria;Horas pagadas;2021T4;165,4
Industria;Horas pagadas;2021T3;165,2
Industria;Horas pagadas;2021T2;164,8
Industria;Horas pagadas;2021T1;164,6
Industria;Horas pagadas;2020T4;165,1
Industria;Horas pagadas;2020T3;164,8
Industria;Horas pagadas;2020T2;164,2
Industria;Horas pagadas;2020T1;164,2
Industria;Horas pagadas;2019T4;164,6
Industria;Horas pagadas;2019T3;164,9
Industria;Horas pagadas;2019T2;164,4
Industria;Horas pagadas;2019T1;164,3
Industria;Horas pagadas;2018T4;164,9
Industria;Horas pagadas;2018T3;164,7
Industria;Horas pagadas;2018T2;164,6
Industria;Horas pagadas;2018T1;164,4
Industria;Horas pagadas;2017T4;164,3
Industria;Horas pagadas;2017T3;164,4
Industria;Horas pagadas;2017T2;164
Industria;Horas pagadas;2017T1;163,8
Industria;Horas pagadas;2016T4;164,1
Industria;Horas pagadas;2016T3;164,4
Industria;Horas pagadas;2016T2;164
Industria;Horas pagadas;2016T1;163,8
Industria;Horas pagadas;2015T4;164,1
Industria;Horas pagadas;2015T3;164,2
Industria;Horas pagadas;2015T2;163,8
Industria;Horas pagadas;2015T1;163,6
Industria;Horas pagadas;2014T4;164
Industria;Horas pagadas;2014T3;164,1
Industria;Horas pagadas;2014T2;163,8
Industria;Horas pagadas;2014T1;163,5
Industria;Horas pagadas;2013T4;163,6
Industria;Horas pagadas;2013T3;163,6
Industria;Horas pagadas;2013T2;163,3
Industria;Horas pagadas;2013T1;163,1
Industria;Horas pagadas;2012T4;162,9
Industria;Horas pagadas;2012T3;163
Industria;Horas pagadas;2012T2;163,2
Industria;Horas pagadas;2012T1;163,1
Industria;Horas pagadas;2011T4;163,8
Industria;Horas pagadas;2011T3;164
Industria;Horas pagadas;2011T2;163,8
Industria;Horas pagadas;2011T1;163,9
Industria;Horas pagadas;2010T4;164,3
Industria;Horas pagadas;2010T3;163,9
Industria;Horas pagadas;2010T2;164
Industria;Horas pagadas;2010T1;164
Industria;Horas pagadas;2009T4;164,3
Industria;Horas pagadas;2009T3;164,2
Industria;Horas pagadas;2009T2;164,1
Industria;Horas pagadas;2009T1;164,5
Industria;Horas pagadas;2008T4;165,1
Industria;Horas pagadas;2008T3;165,5
Industria;Horas pagadas;2008T2;165,8
Industria;Horas pagadas;2008T1;166,2
Industria;Horas efectivas;2024T4;135,8
Industria;Horas efectivas;2024T3;125,3
Industria;Horas efectivas;2024T2;144,3
Industria;Horas efectivas;2024T1;141,7
Industria;Horas efectivas;2023T4;135
Industria;Horas efectivas;2023T3;126,1
Industria;Horas efectivas;2023T2;141
Industria;Horas efectivas;2023T1;146,9
Industria;Horas efectivas;2022T4;136
Industria;Horas efectivas;2022T3;126,1
Industria;Horas efectivas;2022T2;142,6
Industria;Horas efectivas;2022T1;144,5
Industria;Horas efectivas;2021T4;135,6
Industria;Horas efectivas;2021T3;126,8
Industria;Horas efectivas;2021T2;139,6
Industria;Horas efectivas;2021T1;141,7
Industria;Horas efectivas;2020T4;134,8
Industria;Horas efectivas;2020T3;123,2
Industria;Horas efectivas;2020T2;117,9
Industria;Horas efectivas;2020T1;142,2
Industria;Horas efectivas;2019T4;138,5
Industria;Horas efectivas;2019T3;126,1
Industria;Horas efectivas;2019T2;142,5
Industria;Horas efectivas;2019T1;147,9
Industria;Horas efectivas;2018T4;138,4
Industria;Horas efectivas;2018T3;126,8
Industria;Horas efectivas;2018T2;147,8
Industria;Horas efectivas;2018T1;144,8
Industria;Horas efectivas;2017T4;137,6
Industria;Horas efectivas;2017T3;128,3
Industria;Horas efectivas;2017T2;143
Industria;Horas efectivas;2017T1;149,1
Industria;Horas efectivas;2016T4;138,1
Industria;Horas efectivas;2016T3;128,1
Industria;Horas efectivas;2016T2;149,9
Industria;Horas efectivas;2016T1;142
Industria;Horas efectivas;2015T4;139,4
Industria;Horas efectivas;2015T3;128,3
Industria;Horas efectivas;2015T2;143,5
Industria;Horas efectivas;2015T1;146,2
Industria;Horas efectivas;2014T4;140
Industria;Horas efectivas;2014T3;127,5
Industria;Horas efectivas;2014T2;142,4
Industria;Horas efectivas;2014T1;146,9
Industria;Horas efectivas;2013T4;138,1
Industria;Horas efectivas;2013T3;125,8
Industria;Horas efectivas;2013T2;145,9
Industria;Horas efectivas;2013T1;142,6
Industria;Horas efectivas;2012T4;136,2
Industria;Horas efectivas;2012T3;124,9
Industria;Horas efectivas;2012T2;141,9
Industria;Horas efectivas;2012T1;147,3
Industria;Horas efectivas;2011T4;137,7
Industria;Horas efectivas;2011T3;125,3
Industria;Horas efectivas;2011T2;143,2
Industria;Horas efectivas;2011T1;147,7
Industria;Horas efectivas;2010T4;138,4
Industria;Horas efectivas;2010T3;127,6
Industria;Horas efectivas;2010T2;142,5
Industria;Horas efectivas;2010T1;143,9
Industria;Horas efectivas;2009T4;138
Industria;Horas efectivas;2009T3;123,7
Industria;Horas efectivas;2009T2;139,4
Industria;Horas efectivas;2009T1;143,7
Industria;Horas efectivas;2008T4;141,2
Industria;Horas efectivas;2008T3;125,6
Industria;Horas efectivas;2008T2;149,3
Industria;Horas efectivas;2008T1;144,4
Industria;Horas no trabajadas;2024T4;30,5
Industria;Horas no trabajadas;2024T3;41
Industria;Horas no trabajadas;2024T2;22
Industria;Horas no trabajadas;2024T1;24,4
Industria;Horas no trabajadas;2023T4;30,9
Industria;Horas no trabajadas;2023T3;39,7
Industria;Horas no trabajadas;2023T2;24,8
Industria;Horas no trabajadas;2023T1;18,9
Industria;Horas no trabajadas;2022T4;29,9
Industria;Horas no trabajadas;2022T3;39,9
Industria;Horas no trabajadas;2022T2;23,3
Industria;Horas no trabajadas;2022T1;21,2
Industria;Horas no trabajadas;2021T4;30,1
Industria;Horas no trabajadas;2021T3;38,7
Industria;Horas no trabajadas;2021T2;25,5
Industria;Horas no trabajadas;2021T1;23,2
Industria;Horas no trabajadas;2020T4;30,6
Industria;Horas no trabajadas;2020T3;41,9
Industria;Horas no trabajadas;2020T2;46,7
Industria;Horas no trabajadas;2020T1;22,3
Industria;Horas no trabajadas;2019T4;26,4
Industria;Horas no trabajadas;2019T3;39,1
Industria;Horas no trabajadas;2019T2;22,2
Industria;Horas no trabajadas;2019T1;16,7
Industria;Horas no trabajadas;2018T4;26,8
Industria;Horas no trabajadas;2018T3;38,3
Industria;Horas no trabajadas;2018T2;17,3
Industria;Horas no trabajadas;2018T1;19,9
Industria;Horas no trabajadas;2017T4;27,1
Industria;Horas no trabajadas;2017T3;36,3
Industria;Horas no trabajadas;2017T2;21,3
Industria;Horas no trabajadas;2017T1;15
Industria;Horas no trabajadas;2016T4;26,3
Industria;Horas no trabajadas;2016T3;36,6
Industria;Horas no trabajadas;2016T2;14,4
Industria;Horas no trabajadas;2016T1;22,1
Industria;Horas no trabajadas;2015T4;25
Industria;Horas no trabajadas;2015T3;36,2
Industria;Horas no trabajadas;2015T2;20,6
Industria;Horas no trabajadas;2015T1;17,7
Industria;Horas no trabajadas;2014T4;24,4
Industria;Horas no trabajadas;2014T3;36,9
Industria;Horas no trabajadas;2014T2;21,7
Industria;Horas no trabajadas;2014T1;17,1
Industria;Horas no trabajadas;2013T4;25,9
Industria;Horas no trabajadas;2013T3;38,1
Industria;Horas no trabajadas;2013T2;17,9
Industria;Horas no trabajadas;2013T1;20,9
Industria;Horas no trabajadas;2012T4;27,2
Industria;Horas no trabajadas;2012T3;38,7
Industria;Horas no trabajadas;2012T2;21,7
Industria;Horas no trabajadas;2012T1;19
Industria;Horas no trabajadas;2011T4;26,4
Industria;Horas no trabajadas;2011T3;38,9
Industria;Horas no trabajadas;2011T2;20,9
Industria;Horas no trabajadas;2011T1;16,5
Industria;Horas no trabajadas;2010T4;26,2
Industria;Horas no trabajadas;2010T3;36,9
Industria;Horas no trabajadas;2010T2;21,9
Industria;Horas no trabajadas;2010T1;20,4
Industria;Horas no trabajadas;2009T4;26,6
Industria;Horas no trabajadas;2009T3;40,9
Industria;Horas no trabajadas;2009T2;25,2
Industria;Horas no trabajadas;2009T1;21,2
Industria;Horas no trabajadas;2008T4;24,2
Industria;Horas no trabajadas;2008T3;40,1
Industria;Horas no trabajadas;2008T2;16,9
Industria;Horas no trabajadas;2008T1;22
Industria;Horas no trabajadas y pagadas;2024T4;30,2
Industria;Horas no trabajadas y pagadas;2024T3;40,7
Industria;Horas no trabajadas y pagadas;2024T2;21,6
Industria;Horas no trabajadas y pagadas;2024T1;24,2
Industria;Horas no trabajadas y pagadas;2023T4;30,6
Industria;Horas no trabajadas y pagadas;2023T3;39,5
Industria;Horas no trabajadas y pagadas;2023T2;24,5
Industria;Horas no trabajadas y pagadas;2023T1;18,7
Industria;Horas no trabajadas y pagadas;2022T4;29,6
Industria;Horas no trabajadas y pagadas;2022T3;39,7
Industria;Horas no trabajadas y pagadas;2022T2;23
Industria;Horas no trabajadas y pagadas;2022T1;21
Industria;Horas no trabajadas y pagadas;2021T4;29,8
Industria;Horas no trabajadas y pagadas;2021T3;38,5
Industria;Horas no trabajadas y pagadas;2021T2;25,2
Industria;Horas no trabajadas y pagadas;2021T1;22,9
Industria;Horas no trabajadas y pagadas;2020T4;30,4
Industria;Horas no trabajadas y pagadas;2020T3;41,6
Industria;Horas no trabajadas y pagadas;2020T2;46,4
Industria;Horas no trabajadas y pagadas;2020T1;22,1
Industria;Horas no trabajadas y pagadas;2019T4;26,2
Industria;Horas no trabajadas y pagadas;2019T3;38,9
Industria;Horas no trabajadas y pagadas;2019T2;21,9
Industria;Horas no trabajadas y pagadas;2019T1;16,4
Industria;Horas no trabajadas y pagadas;2018T4;26,5
Industria;Horas no trabajadas y pagadas;2018T3;38
Industria;Horas no trabajadas y pagadas;2018T2;16,9
Industria;Horas no trabajadas y pagadas;2018T1;19,6
Industria;Horas no trabajadas y pagadas;2017T4;26,8
Industria;Horas no trabajadas y pagadas;2017T3;36,1
Industria;Horas no trabajadas y pagadas;2017T2;21,1
Industria;Horas no trabajadas y pagadas;2017T1;14,7
Industria;Horas no trabajadas y pagadas;2016T4;26
Industria;Horas no trabajadas y pagadas;2016T3;36,3
Industria;Horas no trabajadas y pagadas;2016T2;14,2
Industria;Horas no trabajadas y pagadas;2016T1;21,9
Industria;Horas no trabajadas y pagadas;2015T4;24,8
Industria;Horas no trabajadas y pagadas;2015T3;36
Industria;Horas no trabajadas y pagadas;2015T2;20,4
Industria;Horas no trabajadas y pagadas;2015T1;17,6
Industria;Horas no trabajadas y pagadas;2014T4;24,1
Industria;Horas no trabajadas y pagadas;2014T3;36,6
Industria;Horas no trabajadas y pagadas;2014T2;21,5
Industria;Horas no trabajadas y pagadas;2014T1;16,7
Industria;Horas no trabajadas y pagadas;2013T4;25,6
Industria;Horas no trabajadas y pagadas;2013T3;37,9
Industria;Horas no trabajadas y pagadas;2013T2;17,5
Industria;Horas no trabajadas y pagadas;2013T1;20,6
Industria;Horas no trabajadas y pagadas;2012T4;26,8
Industria;Horas no trabajadas y pagadas;2012T3;38,2
Industria;Horas no trabajadas y pagadas;2012T2;21,3
Industria;Horas no trabajadas y pagadas;2012T1;18,5
Industria;Horas no trabajadas y pagadas;2011T4;26,2
Industria;Horas no trabajadas y pagadas;2011T3;38,8
Industria;Horas no trabajadas y pagadas;2011T2;20,7
Industria;Horas no trabajadas y pagadas;2011T1;16,3
Industria;Horas no trabajadas y pagadas;2010T4;26
Industria;Horas no trabajadas y pagadas;2010T3;36,4
Industria;Horas no trabajadas y pagadas;2010T2;21,6
Industria;Horas no trabajadas y pagadas;2010T1;20,2
Industria;Horas no trabajadas y pagadas;2009T4;26,4
Industria;Horas no trabajadas y pagadas;2009T3;40,6
Industria;Horas no trabajadas y pagadas;2009T2;24,8
Industria;Horas no trabajadas y pagadas;2009T1;20,9
Industria;Horas no trabajadas y pagadas;2008T4;23,9
Industria;Horas no trabajadas y pagadas;2008T3;39,9
Industria;Horas no trabajadas y pagadas;2008T2;16,6
Industria;Horas no trabajadas y pagadas;2008T1;21,8
Industria;Horas no trabajadas y no pagadas;2024T4;0,3
Industria;Horas no trabajadas y no pagadas;2024T3;0,2
Industria;Horas no trabajadas y no pagadas;2024T2;0,4
Industria;Horas no trabajadas y no pagadas;2024T1;0,3
Industria;Horas no trabajadas y no pagadas;2023T4;0,3
Industria;Horas no trabajadas y no pagadas;2023T3;0,2
Industria;Horas no trabajadas y no pagadas;2023T2;0,3
Industria;Horas no trabajadas y no pagadas;2023T1;0,2
Industria;Horas no trabajadas y no pagadas;2022T4;0,3
Industria;Horas no trabajadas y no pagadas;2022T3;0,2
Industria;Horas no trabajadas y no pagadas;2022T2;0,3
Industria;Horas no trabajadas y no pagadas;2022T1;0,3
Industria;Horas no trabajadas y no pagadas;2021T4;0,2
Industria;Horas no trabajadas y no pagadas;2021T3;0,2
Industria;Horas no trabajadas y no pagadas;2021T2;0,3
Industria;Horas no trabajadas y no pagadas;2021T1;0,3
Industria;Horas no trabajadas y no pagadas;2020T4;0,2
Industria;Horas no trabajadas y no pagadas;2020T3;0,2
Industria;Horas no trabajadas y no pagadas;2020T2;0,3
Industria;Horas no trabajadas y no pagadas;2020T1;0,3
Industria;Horas no trabajadas y no pagadas;2019T4;0,3
Industria;Horas no trabajadas y no pagadas;2019T3;0,2
Industria;Horas no trabajadas y no pagadas;2019T2;0,3
Industria;Horas no trabajadas y no pagadas;2019T1;0,3
Industria;Horas no trabajadas y no pagadas;2018T4;0,3
Industria;Horas no trabajadas y no pagadas;2018T3;0,3
Industria;Horas no trabajadas y no pagadas;2018T2;0,3
Industria;Horas no trabajadas y no pagadas;2018T1;0,3
Industria;Horas no trabajadas y no pagadas;2017T4;0,3
Industria;Horas no trabajadas y no pagadas;2017T3;0,2
Industria;Horas no trabajadas y no pagadas;2017T2;0,2
Industria;Horas no trabajadas y no pagadas;2017T1;0,2
Industria;Horas no trabajadas y no pagadas;2016T4;0,3
Industria;Horas no trabajadas y no pagadas;2016T3;0,2
Industria;Horas no trabajadas y no pagadas;2016T2;0,2
Industria;Horas no trabajadas y no pagadas;2016T1;0,3
Industria;Horas no trabajadas y no pagadas;2015T4;0,2
Industria;Horas no trabajadas y no pagadas;2015T3;0,2
Industria;Horas no trabajadas y no pagadas;2015T2;0,2
Industria;Horas no trabajadas y no pagadas;2015T1;0,2
Industria;Horas no trabajadas y no pagadas;2014T4;0,2
Industria;Horas no trabajadas y no pagadas;2014T3;0,2
Industria;Horas no trabajadas y no pagadas;2014T2;0,3
Industria;Horas no trabajadas y no pagadas;2014T1;0,3
Industria;Horas no trabajadas y no pagadas;2013T4;0,3
Industria;Horas no trabajadas y no pagadas;2013T3;0,2
Industria;Horas no trabajadas y no pagadas;2013T2;0,4
Industria;Horas no trabajadas y no pagadas;2013T1;0,3
Industria;Horas no trabajadas y no pagadas;2012T4;0,5
Industria;Horas no trabajadas y no pagadas;2012T3;0,5
Industria;Horas no trabajadas y no pagadas;2012T2;0,4
Industria;Horas no trabajadas y no pagadas;2012T1;0,5
Industria;Horas no trabajadas y no pagadas;2011T4;0,2
Industria;Horas no trabajadas y no pagadas;2011T3;0,2
Industria;Horas no trabajadas y no pagadas;2011T2;0,2
Industria;Horas no trabajadas y no pagadas;2011T1;0,2
Industria;Horas no trabajadas y no pagadas;2010T4;0,2
Industria;Horas no trabajadas y no pagadas;2010T3;0,5
Industria;Horas no trabajadas y no pagadas;2010T2;0,3
Industria;Horas no trabajadas y no pagadas;2010T1;0,2
Industria;Horas no trabajadas y no pagadas;2009T4;0,2
Industria;Horas no trabajadas y no pagadas;2009T3;0,2
Industria;Horas no trabajadas y no pagadas;2009T2;0,4
Industria;Horas no trabajadas y no pagadas;2009T1;0,2
Industria;Horas no trabajadas y no pagadas;2008T4;0,2
Industria;Horas no trabajadas y no pagadas;2008T3;0,2
Industria;Horas no trabajadas y no pagadas;2008T2;0,2
Industria;Horas no trabajadas y no pagadas;2008T1;0,2
Industria;Horas no trabajadas por vacaciones;2024T4;6,8
Industria;Horas no trabajadas por vacaciones;2024T3;24,7
Industria;Horas no trabajadas por vacaciones;2024T2;3,6
Industria;Horas no trabajadas por vacaciones;2024T1;4,1
Industria;Horas no trabajadas por vacaciones;2023T4;6,1
Industria;Horas no trabajadas por vacaciones;2023T3;24,4
Industria;Horas no trabajadas por vacaciones;2023T2;3,6
Industria;Horas no trabajadas por vacaciones;2023T1;3,3
Industria;Horas no trabajadas por vacaciones;2022T4;7,1
Industria;Horas no trabajadas por vacaciones;2022T3;25,2
Industria;Horas no trabajadas por vacaciones;2022T2;3,7
Industria;Horas no trabajadas por vacaciones;2022T1;3,6
Industria;Horas no trabajadas por vacaciones;2021T4;6,8
Industria;Horas no trabajadas por vacaciones;2021T3;24,6
Industria;Horas no trabajadas por vacaciones;2021T2;3,2
Industria;Horas no trabajadas por vacaciones;2021T1;3,4
Industria;Horas no trabajadas por vacaciones;2020T4;5,9
Industria;Horas no trabajadas por vacaciones;2020T3;22,8
Industria;Horas no trabajadas por vacaciones;2020T2;3,2
Industria;Horas no trabajadas por vacaciones;2020T1;3,6
Industria;Horas no trabajadas por vacaciones;2019T4;6,4
Industria;Horas no trabajadas por vacaciones;2019T3;26,4
Industria;Horas no trabajadas por vacaciones;2019T2;3,7
Industria;Horas no trabajadas por vacaciones;2019T1;3
Industria;Horas no trabajadas por vacaciones;2018T4;6,3
Industria;Horas no trabajadas por vacaciones;2018T3;26,2
Industria;Horas no trabajadas por vacaciones;2018T2;3,2
Industria;Horas no trabajadas por vacaciones;2018T1;3,1
Industria;Horas no trabajadas por vacaciones;2017T4;5,7
Industria;Horas no trabajadas por vacaciones;2017T3;24,6
Industria;Horas no trabajadas por vacaciones;2017T2;3,5
Industria;Horas no trabajadas por vacaciones;2017T1;2,7
Industria;Horas no trabajadas por vacaciones;2016T4;6,3
Industria;Horas no trabajadas por vacaciones;2016T3;25,1
Industria;Horas no trabajadas por vacaciones;2016T2;2,8
Industria;Horas no trabajadas por vacaciones;2016T1;3,3
Industria;Horas no trabajadas por vacaciones;2015T4;6,5
Industria;Horas no trabajadas por vacaciones;2015T3;25,4
Industria;Horas no trabajadas por vacaciones;2015T2;3,2
Industria;Horas no trabajadas por vacaciones;2015T1;3,1
Industria;Horas no trabajadas por vacaciones;2014T4;6,4
Industria;Horas no trabajadas por vacaciones;2014T3;25,6
Industria;Horas no trabajadas por vacaciones;2014T2;3,5
Industria;Horas no trabajadas por vacaciones;2014T1;2,8
Industria;Horas no trabajadas por vacaciones;2013T4;6,2
Industria;Horas no trabajadas por vacaciones;2013T3;26,7
Industria;Horas no trabajadas por vacaciones;2013T2;2,9
Industria;Horas no trabajadas por vacaciones;2013T1;3
Industria;Horas no trabajadas por vacaciones;2012T4;6
Industria;Horas no trabajadas por vacaciones;2012T3;26,6
Industria;Horas no trabajadas por vacaciones;2012T2;3,4
Industria;Horas no trabajadas por vacaciones;2012T1;2,6
Industria;Horas no trabajadas por vacaciones;2011T4;6
Industria;Horas no trabajadas por vacaciones;2011T3;27
Industria;Horas no trabajadas por vacaciones;2011T2;3,4
Industria;Horas no trabajadas por vacaciones;2011T1;2,8
Industria;Horas no trabajadas por vacaciones;2010T4;6
Industria;Horas no trabajadas por vacaciones;2010T3;26,4
Industria;Horas no trabajadas por vacaciones;2010T2;3
Industria;Horas no trabajadas por vacaciones;2010T1;3
Industria;Horas no trabajadas por vacaciones;2009T4;6
Industria;Horas no trabajadas por vacaciones;2009T3;27,3
Industria;Horas no trabajadas por vacaciones;2009T2;3,5
Industria;Horas no trabajadas por vacaciones;2009T1;3,4
Industria;Horas no trabajadas por vacaciones;2008T4;6,5
Industria;Horas no trabajadas por vacaciones;2008T3;27,5
Industria;Horas no trabajadas por vacaciones;2008T2;2,7
Industria;Horas no trabajadas por vacaciones;2008T1;2,7
Industria;Horas no trabajadas por fiestas;2024T4;11,5
Industria;Horas no trabajadas por fiestas;2024T3;4,7
Industria;Horas no trabajadas por fiestas;2024T2;6,4
Industria;Horas no trabajadas por fiestas;2024T1;8,6
Industria;Horas no trabajadas por fiestas;2023T4;13,2
Industria;Horas no trabajadas por fiestas;2023T3;4,5
Industria;Horas no trabajadas por fiestas;2023T2;10,1
Industria;Horas no trabajadas por fiestas;2023T1;4,6
Industria;Horas no trabajadas por fiestas;2022T4;11,8
Industria;Horas no trabajadas por fiestas;2022T3;4,5
Industria;Horas no trabajadas por fiestas;2022T2;8,9
Industria;Horas no trabajadas por fiestas;2022T1;5,1
Industria;Horas no trabajadas por fiestas;2021T4;11,8
Industria;Horas no trabajadas por fiestas;2021T3;2,4
Industria;Horas no trabajadas por fiestas;2021T2;9,8
Industria;Horas no trabajadas por fiestas;2021T1;6,8
Industria;Horas no trabajadas por fiestas;2020T4;10,6
Industria;Horas no trabajadas por fiestas;2020T3;3,7
Industria;Horas no trabajadas por fiestas;2020T2;9,7
Industria;Horas no trabajadas por fiestas;2020T1;6,8
Industria;Horas no trabajadas por fiestas;2019T4;11,2
Industria;Horas no trabajadas por fiestas;2019T3;4,4
Industria;Horas no trabajadas por fiestas;2019T2;9,9
Industria;Horas no trabajadas por fiestas;2019T1;5,3
Industria;Horas no trabajadas por fiestas;2018T4;12,2
Industria;Horas no trabajadas por fiestas;2018T3;4,3
Industria;Horas no trabajadas por fiestas;2018T2;5,8
Industria;Horas no trabajadas por fiestas;2018T1;8,6
Industria;Horas no trabajadas por fiestas;2017T4;13,4
Industria;Horas no trabajadas por fiestas;2017T3;4,5
Industria;Horas no trabajadas por fiestas;2017T2;10
Industria;Horas no trabajadas por fiestas;2017T1;4,5
Industria;Horas no trabajadas por fiestas;2016T4;12,4
Industria;Horas no trabajadas por fiestas;2016T3;4,2
Industria;Horas no trabajadas por fiestas;2016T2;4
Industria;Horas no trabajadas por fiestas;2016T1;11,3
Industria;Horas no trabajadas por fiestas;2015T4;10,7
Industria;Horas no trabajadas por fiestas;2015T3;3,8
Industria;Horas no trabajadas por fiestas;2015T2;10
Industria;Horas no trabajadas por fiestas;2015T1;7
Industria;Horas no trabajadas por fiestas;2014T4;10,5
Industria;Horas no trabajadas por fiestas;2014T3;4,4
Industria;Horas no trabajadas por fiestas;2014T2;10,6
Industria;Horas no trabajadas por fiestas;2014T1;6,3
Industria;Horas no trabajadas por fiestas;2013T4;11,9
Industria;Horas no trabajadas por fiestas;2013T3;4,3
Industria;Horas no trabajadas por fiestas;2013T2;6,5
Industria;Horas no trabajadas por fiestas;2013T1;9,5
Industria;Horas no trabajadas por fiestas;2012T4;12,4
Industria;Horas no trabajadas por fiestas;2012T3;4,1
Industria;Horas no trabajadas por fiestas;2012T2;9,9
Industria;Horas no trabajadas por fiestas;2012T1;4,8
Industria;Horas no trabajadas por fiestas;2011T4;12,1
Industria;Horas no trabajadas por fiestas;2011T3;4,4
Industria;Horas no trabajadas por fiestas;2011T2;9,3
Industria;Horas no trabajadas por fiestas;2011T1;4,9
Industria;Horas no trabajadas por fiestas;2010T4;11,9
Industria;Horas no trabajadas por fiestas;2010T3;2,2
Industria;Horas no trabajadas por fiestas;2010T2;9,3
Industria;Horas no trabajadas por fiestas;2010T1;7,4
Industria;Horas no trabajadas por fiestas;2009T4;10,2
Industria;Horas no trabajadas por fiestas;2009T3;3,9
Industria;Horas no trabajadas por fiestas;2009T2;10,7
Industria;Horas no trabajadas por fiestas;2009T1;7,9
Industria;Horas no trabajadas por fiestas;2008T4;8,9
Industria;Horas no trabajadas por fiestas;2008T3;5
Industria;Horas no trabajadas por fiestas;2008T2;5,3
Industria;Horas no trabajadas por fiestas;2008T1;10,7
Industria;Horas no trabajadas por I.T;2024T4;9,1
Industria;Horas no trabajadas por I.T;2024T3;8,7
Industria;Horas no trabajadas por I.T;2024T2;8,8
Industria;Horas no trabajadas por I.T;2024T1;8,7
Industria;Horas no trabajadas por I.T;2023T4;8,6
Industria;Horas no trabajadas por I.T;2023T3;8,1
Industria;Horas no trabajadas por I.T;2023T2;8,2
Industria;Horas no trabajadas por I.T;2023T1;8,2
Industria;Horas no trabajadas por I.T;2022T4;7,9
Industria;Horas no trabajadas por I.T;2022T3;7,4
Industria;Horas no trabajadas por I.T;2022T2;7,7
Industria;Horas no trabajadas por I.T;2022T1;9,2
Industria;Horas no trabajadas por I.T;2021T4;7,4
Industria;Horas no trabajadas por I.T;2021T3;7,2
Industria;Horas no trabajadas por I.T;2021T2;7,4
Industria;Horas no trabajadas por I.T;2021T1;7,6
Industria;Horas no trabajadas por I.T;2020T4;7,7
Industria;Horas no trabajadas por I.T;2020T3;7,1
Industria;Horas no trabajadas por I.T;2020T2;8
Industria;Horas no trabajadas por I.T;2020T1;6,7
Industria;Horas no trabajadas por I.T;2019T4;6,4
Industria;Horas no trabajadas por I.T;2019T3;6
Industria;Horas no trabajadas por I.T;2019T2;6,3
Industria;Horas no trabajadas por I.T;2019T1;6,1
Industria;Horas no trabajadas por I.T;2018T4;5,8
Industria;Horas no trabajadas por I.T;2018T3;5,6
Industria;Horas no trabajadas por I.T;2018T2;5,8
Industria;Horas no trabajadas por I.T;2018T1;5,8
Industria;Horas no trabajadas por I.T;2017T4;5,6
Industria;Horas no trabajadas por I.T;2017T3;5,1
Industria;Horas no trabajadas por I.T;2017T2;5,6
Industria;Horas no trabajadas por I.T;2017T1;5,5
Industria;Horas no trabajadas por I.T;2016T4;5,4
Industria;Horas no trabajadas por I.T;2016T3;5,1
Industria;Horas no trabajadas por I.T;2016T2;5,3
Industria;Horas no trabajadas por I.T;2016T1;5,3
Industria;Horas no trabajadas por I.T;2015T4;5
Industria;Horas no trabajadas por I.T;2015T3;4,6
Industria;Horas no trabajadas por I.T;2015T2;4,9
Industria;Horas no trabajadas por I.T;2015T1;4,8
Industria;Horas no trabajadas por I.T;2014T4;4,5
Industria;Horas no trabajadas por I.T;2014T3;4
Industria;Horas no trabajadas por I.T;2014T2;4,5
Industria;Horas no trabajadas por I.T;2014T1;4,3
Industria;Horas no trabajadas por I.T;2013T4;4,2
Industria;Horas no trabajadas por I.T;2013T3;3,7
Industria;Horas no trabajadas por I.T;2013T2;4,1
Industria;Horas no trabajadas por I.T;2013T1;4,1
Industria;Horas no trabajadas por I.T;2012T4;3,9
Industria;Horas no trabajadas por I.T;2012T3;3,6
Industria;Horas no trabajadas por I.T;2012T2;4
Industria;Horas no trabajadas por I.T;2012T1;4,7
Industria;Horas no trabajadas por I.T;2011T4;4,6
Industria;Horas no trabajadas por I.T;2011T3;4,4
