Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2015T1;12,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T4;15,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T3;10,35
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T2;9,97
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T1;8,36
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T4;13,03
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T3;9,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T2;10,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T1;9,51
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T4;14,13
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T3;14,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T2;20,94
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T1;20,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T4;23,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T3;19,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T2;19,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T1;19,03
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T4;23,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T3;19,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T2;19,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T1;18,33
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T4;22,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T3;19,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T2;18,98
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T1;17,86
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T4;21,12
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T3;17,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T2;17,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T1;18,35
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T4;16,26
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T3;15,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T2;12,96
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T1;16,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T4;17,04
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T3;11,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T2;17,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T1;19,09
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T4;11,48
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T3;9,34
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T2;12,01
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T1;15,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T4;16,68
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T3;13,49
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T2;19,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T1;18,97
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T4;17,53
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T3;13,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T2;8,55
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T1;11,43
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T4;14,22
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T3;11,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T2;14,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T1;15,14
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T4;15,11
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T3;15,94
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T2;15,72
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T1;17,27
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T4;18,77
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T3;13,71
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T2;12,52
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T1;20,29
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T4;17,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T3;15,12
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T2;20,84
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T1;19,51
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T4;20,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T3;19,35
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T2;21,61
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T1;21,76
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T4;24,14
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T3;24,19
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T2;24,83
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T1;35,73
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T4;35,33
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T3;36,56
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T2;31,53
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T1;43,74
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T4;37,21
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T3;32,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T2;35,98
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T1;50,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T4;48,45
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T3;39,18
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T2;41,23
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T1;47,93
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T4;36,51
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T3;25,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T2;31,23
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T1;44,59
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T4;36,85
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T3;32,19
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T2;37,18
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T1;54,61
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T4;39,17
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T3;25,49
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T2;27,39
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T1;20,63
Industria;Coste laboral total;2024T4;3.780,68
Industria;Coste laboral total;2024T3;3.477,51
Industria;Coste laboral total;2024T2;3.690,94
Industria;Coste laboral total;2024T1;3.490,46
Industria;Coste laboral total;2023T4;3.645,38
Industria;Coste laboral total;2023T3;3.314,28
Industria;Coste laboral total;2023T2;3.524,2
Industria;Coste laboral total;2023T1;3.355,42
Industria;Coste laboral total;2022T4;3.448,88
Industria;Coste laboral total;2022T3;3.172,87
Industria;Coste laboral total;2022T2;3.353,36
Industria;Coste laboral total;2022T1;3.145,22
Industria;Coste laboral total;2021T4;3.341,64
Industria;Coste laboral total;2021T3;3.060,22
Industria;Coste laboral total;2021T2;3.224,74
Industria;Coste laboral total;2021T1;3.100,44
Industria;Coste laboral total;2020T4;3.295,05
Industria;Coste laboral total;2020T3;2.976,35
Industria;Coste laboral total;2020T2;2.886,28
Industria;Coste laboral total;2020T1;3.039,95
Industria;Coste laboral total;2019T4;3.291,96
Industria;Coste laboral total;2019T3;3.015,57
Industria;Coste laboral total;2019T2;3.191,69
Industria;Coste laboral total;2019T1;3.030,03
Industria;Coste laboral total;2018T4;3.252,05
Industria;Coste laboral total;2018T3;2.975,11
Industria;Coste laboral total;2018T2;3.134,89
Industria;Coste laboral total;2018T1;2.976,84
Industria;Coste laboral total;2017T4;3.243,97
Industria;Coste laboral total;2017T3;2.943,56
Industria;Coste laboral total;2017T2;3.105,82
Industria;Coste laboral total;2017T1;2.967,8
Industria;Coste laboral total;2016T4;3.209,81
Industria;Coste laboral total;2016T3;2.935,66
Industria;Coste laboral total;2016T2;3.092
Industria;Coste laboral total;2016T1;2.942,5
Industria;Coste laboral total;2015T4;3.190,73
Industria;Coste laboral total;2015T3;2.935,58
Industria;Coste laboral total;2015T2;3.081,44
Industria;Coste laboral total;2015T1;2.927,36
Industria;Coste laboral total;2014T4;3.202,56
Industria;Coste laboral total;2014T3;2.946,97
Industria;Coste laboral total;2014T2;3.094,71
Industria;Coste laboral total;2014T1;2.935,28
Industria;Coste laboral total;2013T4;3.157,73
Industria;Coste laboral total;2013T3;2.918,15
Industria;Coste laboral total;2013T2;3.041,06
Industria;Coste laboral total;2013T1;2.906,8
Industria;Coste laboral total;2012T4;3.115,18
Industria;Coste laboral total;2012T3;2.847,04
Industria;Coste laboral total;2012T2;2.986,66
Industria;Coste laboral total;2012T1;2.863,67
Industria;Coste laboral total;2011T4;3.092,36
Industria;Coste laboral total;2011T3;2.796,76
Industria;Coste laboral total;2011T2;2.911,71
Industria;Coste laboral total;2011T1;2.790,77
Industria;Coste laboral total;2010T4;3.038,1
Industria;Coste laboral total;2010T3;2.735,53
Industria;Coste laboral total;2010T2;2.866,95
Industria;Coste laboral total;2010T1;2.755,07
Industria;Coste laboral total;2009T4;2.969,63
Industria;Coste laboral total;2009T3;2.680,32
Industria;Coste laboral total;2009T2;2.796,45
Industria;Coste laboral total;2009T1;2.697,5
Industria;Coste laboral total;2008T4;2.892,03
Industria;Coste laboral total;2008T3;2.606,02
Industria;Coste laboral total;2008T2;2.711,3
Industria;Coste laboral total;2008T1;2.599,82
Industria;Coste salarial total;2024T4;2.811,38
Industria;Coste salarial total;2024T3;2.517,75
Industria;Coste salarial total;2024T2;2.729,72
Industria;Coste salarial total;2024T1;2.531,56
Industria;Coste salarial total;2023T4;2.722,58
Industria;Coste salarial total;2023T3;2.407,18
Industria;Coste salarial total;2023T2;2.603,57
Industria;Coste salarial total;2023T1;2.439,33
Industria;Coste salarial total;2022T4;2.586,64
Industria;Coste salarial total;2022T3;2.325,8
Industria;Coste salarial total;2022T2;2.501,54
Industria;Coste salarial total;2022T1;2.292,32
Industria;Coste salarial total;2021T4;2.488,9
Industria;Coste salarial total;2021T3;2.228,07
Industria;Coste salarial total;2021T2;2.373,53
Industria;Coste salarial total;2021T1;2.248,24
Industria;Coste salarial total;2020T4;2.442,35
Industria;Coste salarial total;2020T3;2.168,52
Industria;Coste salarial total;2020T2;2.098,44
Industria;Coste salarial total;2020T1;2.217,62
Industria;Coste salarial total;2019T4;2.466,09
Industria;Coste salarial total;2019T3;2.207,71
Industria;Coste salarial total;2019T2;2.373,5
Industria;Coste salarial total;2019T1;2.213,39
Industria;Coste salarial total;2018T4;2.448,34
Industria;Coste salarial total;2018T3;2.184,57
Industria;Coste salarial total;2018T2;2.341,44
Industria;Coste salarial total;2018T1;2.182,76
Industria;Coste salarial total;2017T4;2.453,26
Industria;Coste salarial total;2017T3;2.166,46
Industria;Coste salarial total;2017T2;2.319,07
Industria;Coste salarial total;2017T1;2.178,73
Industria;Coste salarial total;2016T4;2.428,02
Industria;Coste salarial total;2016T3;2.161,7
Industria;Coste salarial total;2016T2;2.312,65
Industria;Coste salarial total;2016T1;2.161,76
Industria;Coste salarial total;2015T4;2.416,2
Industria;Coste salarial total;2015T3;2.166,59
Industria;Coste salarial total;2015T2;2.304,29
Industria;Coste salarial total;2015T1;2.141,04
Industria;Coste salarial total;2014T4;2.400,78
Industria;Coste salarial total;2014T3;2.161,58
Industria;Coste salarial total;2014T2;2.300,07
Industria;Coste salarial total;2014T1;2.128,11
Industria;Coste salarial total;2013T4;2.379,41
Industria;Coste salarial total;2013T3;2.126,34
Industria;Coste salarial total;2013T2;2.251,74
Industria;Coste salarial total;2013T1;2.098,55
Industria;Coste salarial total;2012T4;2.325,22
Industria;Coste salarial total;2012T3;2.082,45
Industria;Coste salarial total;2012T2;2.211,73
Industria;Coste salarial total;2012T1;2.069,19
Industria;Coste salarial total;2011T4;2.330,65
Industria;Coste salarial total;2011T3;2.061,57
Industria;Coste salarial total;2011T2;2.165,68
Industria;Coste salarial total;2011T1;2.031,26
Industria;Coste salarial total;2010T4;2.277,28
Industria;Coste salarial total;2010T3;2.005,01
Industria;Coste salarial total;2010T2;2.100,67
Industria;Coste salarial total;2010T1;1.971,46
Industria;Coste salarial total;2009T4;2.215,34
Industria;Coste salarial total;2009T3;1.948,19
Industria;Coste salarial total;2009T2;2.038,81
Industria;Coste salarial total;2009T1;1.918,6
Industria;Coste salarial total;2008T4;2.160,83
Industria;Coste salarial total;2008T3;1.909,6
Industria;Coste salarial total;2008T2;1.990,71
Industria;Coste salarial total;2008T1;1.895,69
Industria;Coste salarial ordinario;2024T4;2.250,62
Industria;Coste salarial ordinario;2024T3;2.237,21
Industria;Coste salarial ordinario;2024T2;2.232,87
Industria;Coste salarial ordinario;2024T1;2.217,19
Industria;Coste salarial ordinario;2023T4;2.157,49
Industria;Coste salarial ordinario;2023T3;2.142,83
Industria;Coste salarial ordinario;2023T2;2.130,68
Industria;Coste salarial ordinario;2023T1;2.130,3
Industria;Coste salarial ordinario;2022T4;2.063,4
Industria;Coste salarial ordinario;2022T3;2.052,1
Industria;Coste salarial ordinario;2022T2;2.039
Industria;Coste salarial ordinario;2022T1;2.007
Industria;Coste salarial ordinario;2021T4;1.982
Industria;Coste salarial ordinario;2021T3;1.977,84
Industria;Coste salarial ordinario;2021T2;1.961,16
Industria;Coste salarial ordinario;2021T1;1.972,7
Industria;Coste salarial ordinario;2020T4;1.947,62
Industria;Coste salarial ordinario;2020T3;1.909,96
Industria;Coste salarial ordinario;2020T2;1.703,32
Industria;Coste salarial ordinario;2020T1;1.953,11
Industria;Coste salarial ordinario;2019T4;1.957,99
Industria;Coste salarial ordinario;2019T3;1.947,74
Industria;Coste salarial ordinario;2019T2;1.946,79
Industria;Coste salarial ordinario;2019T1;1.942,75
Industria;Coste salarial ordinario;2018T4;1.935,51
Industria;Coste salarial ordinario;2018T3;1.925
Industria;Coste salarial ordinario;2018T2;1.925,72
Industria;Coste salarial ordinario;2018T1;1.916,34
Industria;Coste salarial ordinario;2017T4;1.919,86
Industria;Coste salarial ordinario;2017T3;1.909,4
Industria;Coste salarial ordinario;2017T2;1.904,41
Industria;Coste salarial ordinario;2017T1;1.902,01
Industria;Coste salarial ordinario;2016T4;1.899,63
Industria;Coste salarial ordinario;2016T3;1.898
Industria;Coste salarial ordinario;2016T2;1.898,47
Industria;Coste salarial ordinario;2016T1;1.895,54
Industria;Coste salarial ordinario;2015T4;1.893,2
Industria;Coste salarial ordinario;2015T3;1.897,32
Industria;Coste salarial ordinario;2015T2;1.894,26
Industria;Coste salarial ordinario;2015T1;1.891,75
Industria;Coste salarial ordinario;2014T4;1.894,35
Industria;Coste salarial ordinario;2014T3;1.898,82
Industria;Coste salarial ordinario;2014T2;1.891,1
Industria;Coste salarial ordinario;2014T1;1.887,85
Industria;Coste salarial ordinario;2013T4;1.863,52
Industria;Coste salarial ordinario;2013T3;1.870,54
Industria;Coste salarial ordinario;2013T2;1.854,56
Industria;Coste salarial ordinario;2013T1;1.853,27
Industria;Coste salarial ordinario;2012T4;1.833,38
Industria;Coste salarial ordinario;2012T3;1.834,79
Industria;Coste salarial ordinario;2012T2;1.831,34
Industria;Coste salarial ordinario;2012T1;1.827,09
Industria;Coste salarial ordinario;2011T4;1.816,88
Industria;Coste salarial ordinario;2011T3;1.819,66
Industria;Coste salarial ordinario;2011T2;1.807,15
Industria;Coste salarial ordinario;2011T1;1.790,12
Industria;Coste salarial ordinario;2010T4;1.786,34
Industria;Coste salarial ordinario;2010T3;1.779,39
Industria;Coste salarial ordinario;2010T2;1.764,68
Industria;Coste salarial ordinario;2010T1;1.753,83
Industria;Coste salarial ordinario;2009T4;1.740,83
Industria;Coste salarial ordinario;2009T3;1.734,15
Industria;Coste salarial ordinario;2009T2;1.723,12
Industria;Coste salarial ordinario;2009T1;1.724,92
Industria;Coste salarial ordinario;2008T4;1.707,23
Industria;Coste salarial ordinario;2008T3;1.704,94
Industria;Coste salarial ordinario;2008T2;1.691,45
Industria;Coste salarial ordinario;2008T1;1.673,29
Industria;Coste salarial pagos extraordinarios;2024T4;525,87
Industria;Coste salarial pagos extraordinarios;2024T3;251,55
Industria;Coste salarial pagos extraordinarios;2024T2;462,03
Industria;Coste salarial pagos extraordinarios;2024T1;268,39
Industria;Coste salarial pagos extraordinarios;2023T4;529,8
Industria;Coste salarial pagos extraordinarios;2023T3;238,3
Industria;Coste salarial pagos extraordinarios;2023T2;431,2
Industria;Coste salarial pagos extraordinarios;2023T1;251,17
Industria;Coste salarial pagos extraordinarios;2022T4;485,58
Industria;Coste salarial pagos extraordinarios;2022T3;229,88
Industria;Coste salarial pagos extraordinarios;2022T2;426,44
Industria;Coste salarial pagos extraordinarios;2022T1;246,59
Industria;Coste salarial pagos extraordinarios;2021T4;483,49
Industria;Coste salarial pagos extraordinarios;2021T3;230,83
Industria;Coste salarial pagos extraordinarios;2021T2;384,16
Industria;Coste salarial pagos extraordinarios;2021T1;251,43
Industria;Coste salarial pagos extraordinarios;2020T4;469,35
Industria;Coste salarial pagos extraordinarios;2020T3;236,83
Industria;Coste salarial pagos extraordinarios;2020T2;365,9
Industria;Coste salarial pagos extraordinarios;2020T1;238,06
Industria;Coste salarial pagos extraordinarios;2019T4;482,21
Industria;Coste salarial pagos extraordinarios;2019T3;236,57
Industria;Coste salarial pagos extraordinarios;2019T2;400,45
Industria;Coste salarial pagos extraordinarios;2019T1;242,83
Industria;Coste salarial pagos extraordinarios;2018T4;487,79
Industria;Coste salarial pagos extraordinarios;2018T3;232,97
Industria;Coste salarial pagos extraordinarios;2018T2;390,64
Industria;Coste salarial pagos extraordinarios;2018T1;240,64
Industria;Coste salarial pagos extraordinarios;2017T4;509,82
Industria;Coste salarial pagos extraordinarios;2017T3;234,74
Industria;Coste salarial pagos extraordinarios;2017T2;391,02
Industria;Coste salarial pagos extraordinarios;2017T1;250,99
Industria;Coste salarial pagos extraordinarios;2016T4;508,59
Industria;Coste salarial pagos extraordinarios;2016T3;241,56
Industria;Coste salarial pagos extraordinarios;2016T2;388,93
Industria;Coste salarial pagos extraordinarios;2016T1;243,37
Industria;Coste salarial pagos extraordinarios;2015T4;501,47
Industria;Coste salarial pagos extraordinarios;2015T3;242,26
Industria;Coste salarial pagos extraordinarios;2015T2;387,98
Industria;Coste salarial pagos extraordinarios;2015T1;227,07
Industria;Coste salarial pagos extraordinarios;2014T4;486,68
Industria;Coste salarial pagos extraordinarios;2014T3;243,85
Industria;Coste salarial pagos extraordinarios;2014T2;386,9
Industria;Coste salarial pagos extraordinarios;2014T1;219,11
Industria;Coste salarial pagos extraordinarios;2013T4;492,72
Industria;Coste salarial pagos extraordinarios;2013T3;237,79
Industria;Coste salarial pagos extraordinarios;2013T2;371,18
Industria;Coste salarial pagos extraordinarios;2013T1;210,24
Industria;Coste salarial pagos extraordinarios;2012T4;469,11
Industria;Coste salarial pagos extraordinarios;2012T3;227,5
Industria;Coste salarial pagos extraordinarios;2012T2;352,23
Industria;Coste salarial pagos extraordinarios;2012T1;203,54
Industria;Coste salarial pagos extraordinarios;2011T4;486,04
Industria;Coste salarial pagos extraordinarios;2011T3;217,21
Industria;Coste salarial pagos extraordinarios;2011T2;327,35
Industria;Coste salarial pagos extraordinarios;2011T1;192,37
Industria;Coste salarial pagos extraordinarios;2010T4;468,51
Industria;Coste salarial pagos extraordinarios;2010T3;207,19
Industria;Coste salarial pagos extraordinarios;2010T2;312,13
Industria;Coste salarial pagos extraordinarios;2010T1;189,75
Industria;Coste salarial pagos extraordinarios;2009T4;450,41
Industria;Coste salarial pagos extraordinarios;2009T3;195,09
Industria;Coste salarial pagos extraordinarios;2009T2;289,58
Industria;Coste salarial pagos extraordinarios;2009T1;170,93
Industria;Coste salarial pagos extraordinarios;2008T4;426,95
Industria;Coste salarial pagos extraordinarios;2008T3;184,36
Industria;Coste salarial pagos extraordinarios;2008T2;271,29
Industria;Coste salarial pagos extraordinarios;2008T1;172,54
Industria;Coste salarial pagos atrasados;2024T4;34,89
Industria;Coste salarial pagos atrasados;2024T3;28,98
Industria;Coste salarial pagos atrasados;2024T2;34,82
Industria;Coste salarial pagos atrasados;2024T1;45,97
Industria;Coste salarial pagos atrasados;2023T4;35,28
Industria;Coste salarial pagos atrasados;2023T3;26,06
Industria;Coste salarial pagos atrasados;2023T2;41,7
Industria;Coste salarial pagos atrasados;2023T1;57,86
Industria;Coste salarial pagos atrasados;2022T4;37,66
Industria;Coste salarial pagos atrasados;2022T3;43,82
Industria;Coste salarial pagos atrasados;2022T2;36,1
Industria;Coste salarial pagos atrasados;2022T1;38,73
