Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2016T2;11,82
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2016T1;10,09
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2015T4;16,21
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2015T3;11,38
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2015T2;11,36
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2015T1;9,81
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2014T4;15,39
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2014T3;8,67
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2014T2;9,21
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2014T1;7,92
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2013T4;12,2
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2013T3;7,36
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2013T2;10,07
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2013T1;8,51
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2012T4;13,86
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2012T3;11,44
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2012T2;17,24
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2012T1;19,81
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2011T4;24,67
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2011T3;17,2
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2011T2;17,65
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2011T1;15,9
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2010T4;19,58
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2010T3;18,23
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2010T2;17,93
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2010T1;18,29
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2009T4;20,64
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2009T3;17,5
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2009T2;17,52
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2009T1;16,52
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2008T4;19,06
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2008T3;16,89
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2008T2;17,43
De 1 a 49;Construcción;Subvenciones y bonificaciones de la S.Social;2008T1;16,99
De 1 a 49;Servicios;Coste laboral total;2024T4;2.590,73
De 1 a 49;Servicios;Coste laboral total;2024T3;2.463,95
De 1 a 49;Servicios;Coste laboral total;2024T2;2.487,74
De 1 a 49;Servicios;Coste laboral total;2024T1;2.419,28
De 1 a 49;Servicios;Coste laboral total;2023T4;2.525,57
De 1 a 49;Servicios;Coste laboral total;2023T3;2.375,75
De 1 a 49;Servicios;Coste laboral total;2023T2;2.390,83
De 1 a 49;Servicios;Coste laboral total;2023T1;2.328,16
De 1 a 49;Servicios;Coste laboral total;2022T4;2.394,26
De 1 a 49;Servicios;Coste laboral total;2022T3;2.266,75
De 1 a 49;Servicios;Coste laboral total;2022T2;2.275,98
De 1 a 49;Servicios;Coste laboral total;2022T1;2.202,07
De 1 a 49;Servicios;Coste laboral total;2021T4;2.295,77
De 1 a 49;Servicios;Coste laboral total;2021T3;2.151,62
De 1 a 49;Servicios;Coste laboral total;2021T2;2.125,17
De 1 a 49;Servicios;Coste laboral total;2021T1;2.018,77
De 1 a 49;Servicios;Coste laboral total;2020T4;2.099,99
De 1 a 49;Servicios;Coste laboral total;2020T3;1.973,32
De 1 a 49;Servicios;Coste laboral total;2020T2;1.722,47
De 1 a 49;Servicios;Coste laboral total;2020T1;2.008,11
De 1 a 49;Servicios;Coste laboral total;2019T4;2.152,16
De 1 a 49;Servicios;Coste laboral total;2019T3;2.043,79
De 1 a 49;Servicios;Coste laboral total;2019T2;2.066,16
De 1 a 49;Servicios;Coste laboral total;2019T1;2.004,62
De 1 a 49;Servicios;Coste laboral total;2018T4;2.094,7
De 1 a 49;Servicios;Coste laboral total;2018T3;1.999,65
De 1 a 49;Servicios;Coste laboral total;2018T2;2.020,91
De 1 a 49;Servicios;Coste laboral total;2018T1;1.949,14
De 1 a 49;Servicios;Coste laboral total;2017T4;2.098,65
De 1 a 49;Servicios;Coste laboral total;2017T3;1.956,57
De 1 a 49;Servicios;Coste laboral total;2017T2;1.993,11
De 1 a 49;Servicios;Coste laboral total;2017T1;1.933,17
De 1 a 49;Servicios;Coste laboral total;2016T4;2.049,87
De 1 a 49;Servicios;Coste laboral total;2016T3;1.924,16
De 1 a 49;Servicios;Coste laboral total;2016T2;1.992,25
De 1 a 49;Servicios;Coste laboral total;2016T1;1.919,17
De 1 a 49;Servicios;Coste laboral total;2015T4;2.081,88
De 1 a 49;Servicios;Coste laboral total;2015T3;1.942,02
De 1 a 49;Servicios;Coste laboral total;2015T2;2.005,11
De 1 a 49;Servicios;Coste laboral total;2015T1;1.956,26
De 1 a 49;Servicios;Coste laboral total;2014T4;2.050,56
De 1 a 49;Servicios;Coste laboral total;2014T3;1.937,23
De 1 a 49;Servicios;Coste laboral total;2014T2;2.006,51
De 1 a 49;Servicios;Coste laboral total;2014T1;1.947,46
De 1 a 49;Servicios;Coste laboral total;2013T4;2.083,78
De 1 a 49;Servicios;Coste laboral total;2013T3;1.967,36
De 1 a 49;Servicios;Coste laboral total;2013T2;2.022,15
De 1 a 49;Servicios;Coste laboral total;2013T1;1.970,75
De 1 a 49;Servicios;Coste laboral total;2012T4;2.104,88
De 1 a 49;Servicios;Coste laboral total;2012T3;1.982,33
De 1 a 49;Servicios;Coste laboral total;2012T2;2.040,51
De 1 a 49;Servicios;Coste laboral total;2012T1;2.022,07
De 1 a 49;Servicios;Coste laboral total;2011T4;2.158,98
De 1 a 49;Servicios;Coste laboral total;2011T3;2.004,21
De 1 a 49;Servicios;Coste laboral total;2011T2;2.077,21
De 1 a 49;Servicios;Coste laboral total;2011T1;1.996,19
De 1 a 49;Servicios;Coste laboral total;2010T4;2.142,31
De 1 a 49;Servicios;Coste laboral total;2010T3;1.969,73
De 1 a 49;Servicios;Coste laboral total;2010T2;2.069,12
De 1 a 49;Servicios;Coste laboral total;2010T1;1.994,02
De 1 a 49;Servicios;Coste laboral total;2009T4;2.135,77
De 1 a 49;Servicios;Coste laboral total;2009T3;1.997,17
De 1 a 49;Servicios;Coste laboral total;2009T2;2.038,67
De 1 a 49;Servicios;Coste laboral total;2009T1;1.964,49
De 1 a 49;Servicios;Coste laboral total;2008T4;2.096,26
De 1 a 49;Servicios;Coste laboral total;2008T3;1.925,44
De 1 a 49;Servicios;Coste laboral total;2008T2;1.959
De 1 a 49;Servicios;Coste laboral total;2008T1;1.875,08
De 1 a 49;Servicios;Coste salarial total;2024T4;1.933,34
De 1 a 49;Servicios;Coste salarial total;2024T3;1.800,34
De 1 a 49;Servicios;Coste salarial total;2024T2;1.839,18
De 1 a 49;Servicios;Coste salarial total;2024T1;1.777,22
De 1 a 49;Servicios;Coste salarial total;2023T4;1.884,51
De 1 a 49;Servicios;Coste salarial total;2023T3;1.748,61
De 1 a 49;Servicios;Coste salarial total;2023T2;1.766,47
De 1 a 49;Servicios;Coste salarial total;2023T1;1.708,55
De 1 a 49;Servicios;Coste salarial total;2022T4;1.808,91
De 1 a 49;Servicios;Coste salarial total;2022T3;1.678,14
De 1 a 49;Servicios;Coste salarial total;2022T2;1.697,38
De 1 a 49;Servicios;Coste salarial total;2022T1;1.626,98
De 1 a 49;Servicios;Coste salarial total;2021T4;1.726,8
De 1 a 49;Servicios;Coste salarial total;2021T3;1.595,56
De 1 a 49;Servicios;Coste salarial total;2021T2;1.578,45
De 1 a 49;Servicios;Coste salarial total;2021T1;1.469,16
De 1 a 49;Servicios;Coste salarial total;2020T4;1.560,08
De 1 a 49;Servicios;Coste salarial total;2020T3;1.462,97
De 1 a 49;Servicios;Coste salarial total;2020T2;1.257,7
De 1 a 49;Servicios;Coste salarial total;2020T1;1.473,87
De 1 a 49;Servicios;Coste salarial total;2019T4;1.613,58
De 1 a 49;Servicios;Coste salarial total;2019T3;1.506,85
De 1 a 49;Servicios;Coste salarial total;2019T2;1.536,58
De 1 a 49;Servicios;Coste salarial total;2019T1;1.473,57
De 1 a 49;Servicios;Coste salarial total;2018T4;1.575,98
De 1 a 49;Servicios;Coste salarial total;2018T3;1.469,69
De 1 a 49;Servicios;Coste salarial total;2018T2;1.501,92
De 1 a 49;Servicios;Coste salarial total;2018T1;1.432,06
De 1 a 49;Servicios;Coste salarial total;2017T4;1.574,32
De 1 a 49;Servicios;Coste salarial total;2017T3;1.439,55
De 1 a 49;Servicios;Coste salarial total;2017T2;1.481,36
De 1 a 49;Servicios;Coste salarial total;2017T1;1.409,65
De 1 a 49;Servicios;Coste salarial total;2016T4;1.542,85
De 1 a 49;Servicios;Coste salarial total;2016T3;1.413,84
De 1 a 49;Servicios;Coste salarial total;2016T2;1.471,9
De 1 a 49;Servicios;Coste salarial total;2016T1;1.403,81
De 1 a 49;Servicios;Coste salarial total;2015T4;1.565,65
De 1 a 49;Servicios;Coste salarial total;2015T3;1.430,7
De 1 a 49;Servicios;Coste salarial total;2015T2;1.485,62
De 1 a 49;Servicios;Coste salarial total;2015T1;1.433,49
De 1 a 49;Servicios;Coste salarial total;2014T4;1.532,98
De 1 a 49;Servicios;Coste salarial total;2014T3;1.409,87
De 1 a 49;Servicios;Coste salarial total;2014T2;1.478,87
De 1 a 49;Servicios;Coste salarial total;2014T1;1.414,82
De 1 a 49;Servicios;Coste salarial total;2013T4;1.543,44
De 1 a 49;Servicios;Coste salarial total;2013T3;1.434,35
De 1 a 49;Servicios;Coste salarial total;2013T2;1.493,54
De 1 a 49;Servicios;Coste salarial total;2013T1;1.424,22
De 1 a 49;Servicios;Coste salarial total;2012T4;1.564,57
De 1 a 49;Servicios;Coste salarial total;2012T3;1.440,1
De 1 a 49;Servicios;Coste salarial total;2012T2;1.505,93
De 1 a 49;Servicios;Coste salarial total;2012T1;1.469,94
De 1 a 49;Servicios;Coste salarial total;2011T4;1.597,57
De 1 a 49;Servicios;Coste salarial total;2011T3;1.452,84
De 1 a 49;Servicios;Coste salarial total;2011T2;1.530,16
De 1 a 49;Servicios;Coste salarial total;2011T1;1.455,11
De 1 a 49;Servicios;Coste salarial total;2010T4;1.599,58
De 1 a 49;Servicios;Coste salarial total;2010T3;1.439,12
De 1 a 49;Servicios;Coste salarial total;2010T2;1.533,65
De 1 a 49;Servicios;Coste salarial total;2010T1;1.447,02
De 1 a 49;Servicios;Coste salarial total;2009T4;1.598,29
De 1 a 49;Servicios;Coste salarial total;2009T3;1.449,86
De 1 a 49;Servicios;Coste salarial total;2009T2;1.502,67
De 1 a 49;Servicios;Coste salarial total;2009T1;1.412,98
De 1 a 49;Servicios;Coste salarial total;2008T4;1.562,15
De 1 a 49;Servicios;Coste salarial total;2008T3;1.405,92
De 1 a 49;Servicios;Coste salarial total;2008T2;1.438,11
De 1 a 49;Servicios;Coste salarial total;2008T1;1.364
De 1 a 49;Servicios;Coste salarial ordinario;2024T4;1.657,27
De 1 a 49;Servicios;Coste salarial ordinario;2024T3;1.666,76
De 1 a 49;Servicios;Coste salarial ordinario;2024T2;1.638,63
De 1 a 49;Servicios;Coste salarial ordinario;2024T1;1.617,35
De 1 a 49;Servicios;Coste salarial ordinario;2023T4;1.593,43
De 1 a 49;Servicios;Coste salarial ordinario;2023T3;1.604,85
De 1 a 49;Servicios;Coste salarial ordinario;2023T2;1.574,88
De 1 a 49;Servicios;Coste salarial ordinario;2023T1;1.550,99
De 1 a 49;Servicios;Coste salarial ordinario;2022T4;1.520,22
De 1 a 49;Servicios;Coste salarial ordinario;2022T3;1.536,22
De 1 a 49;Servicios;Coste salarial ordinario;2022T2;1.493,38
De 1 a 49;Servicios;Coste salarial ordinario;2022T1;1.469,21
De 1 a 49;Servicios;Coste salarial ordinario;2021T4;1.467,14
De 1 a 49;Servicios;Coste salarial ordinario;2021T3;1.459,64
De 1 a 49;Servicios;Coste salarial ordinario;2021T2;1.395,83
De 1 a 49;Servicios;Coste salarial ordinario;2021T1;1.346,21
De 1 a 49;Servicios;Coste salarial ordinario;2020T4;1.328,49
De 1 a 49;Servicios;Coste salarial ordinario;2020T3;1.338,69
De 1 a 49;Servicios;Coste salarial ordinario;2020T2;1.090,92
De 1 a 49;Servicios;Coste salarial ordinario;2020T1;1.349,46
De 1 a 49;Servicios;Coste salarial ordinario;2019T4;1.373,95
De 1 a 49;Servicios;Coste salarial ordinario;2019T3;1.390,94
De 1 a 49;Servicios;Coste salarial ordinario;2019T2;1.363,58
De 1 a 49;Servicios;Coste salarial ordinario;2019T1;1.359,59
De 1 a 49;Servicios;Coste salarial ordinario;2018T4;1.340,38
De 1 a 49;Servicios;Coste salarial ordinario;2018T3;1.354,63
De 1 a 49;Servicios;Coste salarial ordinario;2018T2;1.321,55
De 1 a 49;Servicios;Coste salarial ordinario;2018T1;1.323,9
De 1 a 49;Servicios;Coste salarial ordinario;2017T4;1.322,8
De 1 a 49;Servicios;Coste salarial ordinario;2017T3;1.331,18
De 1 a 49;Servicios;Coste salarial ordinario;2017T2;1.305,16
De 1 a 49;Servicios;Coste salarial ordinario;2017T1;1.305,1
De 1 a 49;Servicios;Coste salarial ordinario;2016T4;1.299,84
De 1 a 49;Servicios;Coste salarial ordinario;2016T3;1.311,04
De 1 a 49;Servicios;Coste salarial ordinario;2016T2;1.294,01
De 1 a 49;Servicios;Coste salarial ordinario;2016T1;1.299,11
De 1 a 49;Servicios;Coste salarial ordinario;2015T4;1.310,46
De 1 a 49;Servicios;Coste salarial ordinario;2015T3;1.318,55
De 1 a 49;Servicios;Coste salarial ordinario;2015T2;1.304,05
De 1 a 49;Servicios;Coste salarial ordinario;2015T1;1.307,88
De 1 a 49;Servicios;Coste salarial ordinario;2014T4;1.300,52
De 1 a 49;Servicios;Coste salarial ordinario;2014T3;1.310,76
De 1 a 49;Servicios;Coste salarial ordinario;2014T2;1.302,27
De 1 a 49;Servicios;Coste salarial ordinario;2014T1;1.299,12
De 1 a 49;Servicios;Coste salarial ordinario;2013T4;1.299,72
De 1 a 49;Servicios;Coste salarial ordinario;2013T3;1.321,68
De 1 a 49;Servicios;Coste salarial ordinario;2013T2;1.311,69
De 1 a 49;Servicios;Coste salarial ordinario;2013T1;1.311,95
De 1 a 49;Servicios;Coste salarial ordinario;2012T4;1.320,2
De 1 a 49;Servicios;Coste salarial ordinario;2012T3;1.324,42
De 1 a 49;Servicios;Coste salarial ordinario;2012T2;1.320,22
De 1 a 49;Servicios;Coste salarial ordinario;2012T1;1.331,45
De 1 a 49;Servicios;Coste salarial ordinario;2011T4;1.321,87
De 1 a 49;Servicios;Coste salarial ordinario;2011T3;1.330,59
De 1 a 49;Servicios;Coste salarial ordinario;2011T2;1.323,56
De 1 a 49;Servicios;Coste salarial ordinario;2011T1;1.318,82
De 1 a 49;Servicios;Coste salarial ordinario;2010T4;1.310,56
De 1 a 49;Servicios;Coste salarial ordinario;2010T3;1.322,89
De 1 a 49;Servicios;Coste salarial ordinario;2010T2;1.321,31
De 1 a 49;Servicios;Coste salarial ordinario;2010T1;1.323,22
De 1 a 49;Servicios;Coste salarial ordinario;2009T4;1.314,13
De 1 a 49;Servicios;Coste salarial ordinario;2009T3;1.322,6
De 1 a 49;Servicios;Coste salarial ordinario;2009T2;1.312,7
De 1 a 49;Servicios;Coste salarial ordinario;2009T1;1.310,75
De 1 a 49;Servicios;Coste salarial ordinario;2008T4;1.278,02
De 1 a 49;Servicios;Coste salarial ordinario;2008T3;1.282,71
De 1 a 49;Servicios;Coste salarial ordinario;2008T2;1.263,18
De 1 a 49;Servicios;Coste salarial ordinario;2008T1;1.256,14
De 1 a 49;Servicios;Otros costes;2024T4;657,39
De 1 a 49;Servicios;Otros costes;2024T3;663,61
De 1 a 49;Servicios;Otros costes;2024T2;648,56
De 1 a 49;Servicios;Otros costes;2024T1;642,06
De 1 a 49;Servicios;Otros costes;2023T4;641,06
De 1 a 49;Servicios;Otros costes;2023T3;627,14
De 1 a 49;Servicios;Otros costes;2023T2;624,36
De 1 a 49;Servicios;Otros costes;2023T1;619,61
De 1 a 49;Servicios;Otros costes;2022T4;585,35
De 1 a 49;Servicios;Otros costes;2022T3;588,61
De 1 a 49;Servicios;Otros costes;2022T2;578,6
De 1 a 49;Servicios;Otros costes;2022T1;575,09
De 1 a 49;Servicios;Otros costes;2021T4;568,97
De 1 a 49;Servicios;Otros costes;2021T3;556,06
De 1 a 49;Servicios;Otros costes;2021T2;546,72
De 1 a 49;Servicios;Otros costes;2021T1;549,61
De 1 a 49;Servicios;Otros costes;2020T4;539,91
De 1 a 49;Servicios;Otros costes;2020T3;510,35
De 1 a 49;Servicios;Otros costes;2020T2;464,77
De 1 a 49;Servicios;Otros costes;2020T1;534,24
De 1 a 49;Servicios;Otros costes;2019T4;538,58
De 1 a 49;Servicios;Otros costes;2019T3;536,94
De 1 a 49;Servicios;Otros costes;2019T2;529,58
De 1 a 49;Servicios;Otros costes;2019T1;531,05
De 1 a 49;Servicios;Otros costes;2018T4;518,72
De 1 a 49;Servicios;Otros costes;2018T3;529,96
De 1 a 49;Servicios;Otros costes;2018T2;518,99
De 1 a 49;Servicios;Otros costes;2018T1;517,08
De 1 a 49;Servicios;Otros costes;2017T4;524,33
De 1 a 49;Servicios;Otros costes;2017T3;517,02
De 1 a 49;Servicios;Otros costes;2017T2;511,75
De 1 a 49;Servicios;Otros costes;2017T1;523,52
De 1 a 49;Servicios;Otros costes;2016T4;507,02
De 1 a 49;Servicios;Otros costes;2016T3;510,32
De 1 a 49;Servicios;Otros costes;2016T2;520,35
De 1 a 49;Servicios;Otros costes;2016T1;515,36
De 1 a 49;Servicios;Otros costes;2015T4;516,23
De 1 a 49;Servicios;Otros costes;2015T3;511,32
De 1 a 49;Servicios;Otros costes;2015T2;519,49
De 1 a 49;Servicios;Otros costes;2015T1;522,77
De 1 a 49;Servicios;Otros costes;2014T4;517,58
De 1 a 49;Servicios;Otros costes;2014T3;527,36
De 1 a 49;Servicios;Otros costes;2014T2;527,64
De 1 a 49;Servicios;Otros costes;2014T1;532,64
De 1 a 49;Servicios;Otros costes;2013T4;540,34
De 1 a 49;Servicios;Otros costes;2013T3;533,01
De 1 a 49;Servicios;Otros costes;2013T2;528,61
De 1 a 49;Servicios;Otros costes;2013T1;546,53
De 1 a 49;Servicios;Otros costes;2012T4;540,31
De 1 a 49;Servicios;Otros costes;2012T3;542,23
De 1 a 49;Servicios;Otros costes;2012T2;534,58
De 1 a 49;Servicios;Otros costes;2012T1;552,13
De 1 a 49;Servicios;Otros costes;2011T4;561,41
De 1 a 49;Servicios;Otros costes;2011T3;551,37
De 1 a 49;Servicios;Otros costes;2011T2;547,05
De 1 a 49;Servicios;Otros costes;2011T1;541,08
De 1 a 49;Servicios;Otros costes;2010T4;542,73
De 1 a 49;Servicios;Otros costes;2010T3;530,61
De 1 a 49;Servicios;Otros costes;2010T2;535,47
De 1 a 49;Servicios;Otros costes;2010T1;547
De 1 a 49;Servicios;Otros costes;2009T4;537,48
De 1 a 49;Servicios;Otros costes;2009T3;547,31
De 1 a 49;Servicios;Otros costes;2009T2;536
De 1 a 49;Servicios;Otros costes;2009T1;551,51
De 1 a 49;Servicios;Otros costes;2008T4;534,11
De 1 a 49;Servicios;Otros costes;2008T3;519,52
De 1 a 49;Servicios;Otros costes;2008T2;520,89
De 1 a 49;Servicios;Otros costes;2008T1;511,08
De 1 a 49;Servicios;Coste por percepciones no salariales;2024T4;61,22
De 1 a 49;Servicios;Coste por percepciones no salariales;2024T3;60,87
De 1 a 49;Servicios;Coste por percepciones no salariales;2024T2;57,17
De 1 a 49;Servicios;Coste por percepciones no salariales;2024T1;59,42
De 1 a 49;Servicios;Coste por percepciones no salariales;2023T4;69,27
De 1 a 49;Servicios;Coste por percepciones no salariales;2023T3;53,16
De 1 a 49;Servicios;Coste por percepciones no salariales;2023T2;61,37
De 1 a 49;Servicios;Coste por percepciones no salariales;2023T1;59,6
De 1 a 49;Servicios;Coste por percepciones no salariales;2022T4;51,87
De 1 a 49;Servicios;Coste por percepciones no salariales;2022T3;48,28
De 1 a 49;Servicios;Coste por percepciones no salariales;2022T2;52,95
De 1 a 49;Servicios;Coste por percepciones no salariales;2022T1;51,14
De 1 a 49;Servicios;Coste por percepciones no salariales;2021T4;56,13
De 1 a 49;Servicios;Coste por percepciones no salariales;2021T3;54
De 1 a 49;Servicios;Coste por percepciones no salariales;2021T2;58,59
De 1 a 49;Servicios;Coste por percepciones no salariales;2021T1;65,63
De 1 a 49;Servicios;Coste por percepciones no salariales;2020T4;56,63
De 1 a 49;Servicios;Coste por percepciones no salariales;2020T3;52,67
De 1 a 49;Servicios;Coste por percepciones no salariales;2020T2;62,89
De 1 a 49;Servicios;Coste por percepciones no salariales;2020T1;55,38
De 1 a 49;Servicios;Coste por percepciones no salariales;2019T4;55,87
De 1 a 49;Servicios;Coste por percepciones no salariales;2019T3;49,02
De 1 a 49;Servicios;Coste por percepciones no salariales;2019T2;52,06
De 1 a 49;Servicios;Coste por percepciones no salariales;2019T1;55,3
De 1 a 49;Servicios;Coste por percepciones no salariales;2018T4;53,56
De 1 a 49;Servicios;Coste por percepciones no salariales;2018T3;59,02
De 1 a 49;Servicios;Coste por percepciones no salariales;2018T2;58,59
De 1 a 49;Servicios;Coste por percepciones no salariales;2018T1;56,65
De 1 a 49;Servicios;Coste por percepciones no salariales;2017T4;62,38
De 1 a 49;Servicios;Coste por percepciones no salariales;2017T3;51,59
De 1 a 49;Servicios;Coste por percepciones no salariales;2017T2;54,71
De 1 a 49;Servicios;Coste por percepciones no salariales;2017T1;68,51
De 1 a 49;Servicios;Coste por percepciones no salariales;2016T4;56,85
De 1 a 49;Servicios;Coste por percepciones no salariales;2016T3;54,51
De 1 a 49;Servicios;Coste por percepciones no salariales;2016T2;69,34
De 1 a 49;Servicios;Coste por percepciones no salariales;2016T1;63,8
De 1 a 49;Servicios;Coste por percepciones no salariales;2015T4;62,46
De 1 a 49;Servicios;Coste por percepciones no salariales;2015T3;51,07
De 1 a 49;Servicios;Coste por percepciones no salariales;2015T2;62,75
De 1 a 49;Servicios;Coste por percepciones no salariales;2015T1;65,28
De 1 a 49;Servicios;Coste por percepciones no salariales;2014T4;62,98
De 1 a 49;Servicios;Coste por percepciones no salariales;2014T3;67,42
De 1 a 49;Servicios;Coste por percepciones no salariales;2014T2;70,48
De 1 a 49;Servicios;Coste por percepciones no salariales;2014T1;72,93
De 1 a 49;Servicios;Coste por percepciones no salariales;2013T4;88,29
De 1 a 49;Servicios;Coste por percepciones no salariales;2013T3;75,04
De 1 a 49;Servicios;Coste por percepciones no salariales;2013T2;73,99
De 1 a 49;Servicios;Coste por percepciones no salariales;2013T1;90,38
De 1 a 49;Servicios;Coste por percepciones no salariales;2012T4;85,85
De 1 a 49;Servicios;Coste por percepciones no salariales;2012T3;85,95
De 1 a 49;Servicios;Coste por percepciones no salariales;2012T2;88,33
De 1 a 49;Servicios;Coste por percepciones no salariales;2012T1;103,42
De 1 a 49;Servicios;Coste por percepciones no salariales;2011T4;114,39
De 1 a 49;Servicios;Coste por percepciones no salariales;2011T3;98,48
De 1 a 49;Servicios;Coste por percepciones no salariales;2011T2;97,39
De 1 a 49;Servicios;Coste por percepciones no salariales;2011T1;92,18
De 1 a 49;Servicios;Coste por percepciones no salariales;2010T4;98,59
De 1 a 49;Servicios;Coste por percepciones no salariales;2010T3;80,21
De 1 a 49;Servicios;Coste por percepciones no salariales;2010T2;87,89
De 1 a 49;Servicios;Coste por percepciones no salariales;2010T1;97,58
De 1 a 49;Servicios;Coste por percepciones no salariales;2009T4;88,74
De 1 a 49;Servicios;Coste por percepciones no salariales;2009T3;94,94
De 1 a 49;Servicios;Coste por percepciones no salariales;2009T2;87,79
De 1 a 49;Servicios;Coste por percepciones no salariales;2009T1;107,47
De 1 a 49;Servicios;Coste por percepciones no salariales;2008T4;96,06
De 1 a 49;Servicios;Coste por percepciones no salariales;2008T3;79,18
De 1 a 49;Servicios;Coste por percepciones no salariales;2008T2;82,08
De 1 a 49;Servicios;Coste por percepciones no salariales;2008T1;75,19
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2024T4;609,68
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2024T3;613,25
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2024T2;601,98
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2024T1;593,37
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2023T4;586,98
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2023T3;587,82
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2023T2;577
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2023T1;572,35
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2022T4;548,63
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2022T3;551,31
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2022T2;538,23
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2022T1;537,32
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2021T4;526,31
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2021T3;512,19
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2021T2;498,31
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2021T1;492,94
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2020T4;497,65
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2020T3;467,97
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2020T2;412,49
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2020T1;488,76
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2019T4;496,84
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2019T3;498,69
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2019T2;489,34
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2019T1;487,49
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2018T4;479,45
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2018T3;482,37
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2018T2;472,21
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2018T1;471,48
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2017T4;476,73
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2017T3;477,28
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2017T2;469,25
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2017T1;467,89
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2016T4;468,31
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2016T3;470,6
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2016T2;466,83
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2016T1;466,71
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2015T4;473,53
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2015T3;474,72
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2015T2;471,55
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2015T1;471,69
