Secciones de actividad;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
I Hostelería;Elevado coste de contratación;2020T1;2,5
I Hostelería;Elevado coste de contratación;2019T4;6,5
I Hostelería;Elevado coste de contratación;2019T3;5,9
I Hostelería;Elevado coste de contratación;2019T2;4,6
I Hostelería;Elevado coste de contratación;2019T1;3,7
I Hostelería;Elevado coste de contratación;2018T4;6,3
I Hostelería;Elevado coste de contratación;2018T3;4,5
I Hostelería;Elevado coste de contratación;2018T2;4,2
I Hostelería;Elevado coste de contratación;2018T1;4,8
I Hostelería;Elevado coste de contratación;2017T4;4,8
I Hostelería;Elevado coste de contratación;2017T3;4,7
I Hostelería;Elevado coste de contratación;2017T2;5,7
I Hostelería;Elevado coste de contratación;2017T1;8,2
I Hostelería;Elevado coste de contratación;2016T4;7,3
I Hostelería;Elevado coste de contratación;2016T3;7
I Hostelería;Elevado coste de contratación;2016T2;7,5
I Hostelería;Elevado coste de contratación;2016T1;6,9
I Hostelería;Elevado coste de contratación;2015T4;10
I Hostelería;Elevado coste de contratación;2015T3;8,6
I Hostelería;Elevado coste de contratación;2015T2;9,6
I Hostelería;Elevado coste de contratación;2015T1;9,5
I Hostelería;Elevado coste de contratación;2014T4;10,1
I Hostelería;Elevado coste de contratación;2014T3;7,8
I Hostelería;Elevado coste de contratación;2014T2;9,1
I Hostelería;Elevado coste de contratación;2014T1;8,7
I Hostelería;Elevado coste de contratación;2013T4;""
I Hostelería;Elevado coste de contratación;2013T3;8
I Hostelería;Otros;2024T4;3,7
I Hostelería;Otros;2024T3;4
I Hostelería;Otros;2024T2;3,9
I Hostelería;Otros;2024T1;6,2
I Hostelería;Otros;2023T4;4
I Hostelería;Otros;2023T3;4,5
I Hostelería;Otros;2023T2;2,8
I Hostelería;Otros;2023T1;2,3
I Hostelería;Otros;2022T4;1,3
I Hostelería;Otros;2022T3;2,5
I Hostelería;Otros;2022T2;4,5
I Hostelería;Otros;2022T1;2,5
I Hostelería;Otros;2021T4;2,6
I Hostelería;Otros;2021T3;1,7
I Hostelería;Otros;2021T2;4,3
I Hostelería;Otros;2021T1;3,1
I Hostelería;Otros;2020T4;1,5
I Hostelería;Otros;2020T3;4,2
I Hostelería;Otros;2020T2;3,7
I Hostelería;Otros;2020T1;2,8
I Hostelería;Otros;2019T4;4,5
I Hostelería;Otros;2019T3;2,5
I Hostelería;Otros;2019T2;3,2
I Hostelería;Otros;2019T1;1,8
I Hostelería;Otros;2018T4;1,4
I Hostelería;Otros;2018T3;2,1
I Hostelería;Otros;2018T2;2,1
I Hostelería;Otros;2018T1;0,9
I Hostelería;Otros;2017T4;2
I Hostelería;Otros;2017T3;1,5
I Hostelería;Otros;2017T2;0,6
I Hostelería;Otros;2017T1;0,9
I Hostelería;Otros;2016T4;1,3
I Hostelería;Otros;2016T3;1,7
I Hostelería;Otros;2016T2;2,1
I Hostelería;Otros;2016T1;2,5
I Hostelería;Otros;2015T4;1,9
I Hostelería;Otros;2015T3;1,3
I Hostelería;Otros;2015T2;3,4
I Hostelería;Otros;2015T1;1,4
I Hostelería;Otros;2014T4;2
I Hostelería;Otros;2014T3;0,6
I Hostelería;Otros;2014T2;0,9
I Hostelería;Otros;2014T1;1,6
I Hostelería;Otros;2013T4;""
I Hostelería;Otros;2013T3;1,8
J Información y comunicaciones;Total;2024T4;100
J Información y comunicaciones;Total;2024T3;100
J Información y comunicaciones;Total;2024T2;100
J Información y comunicaciones;Total;2024T1;100
J Información y comunicaciones;Total;2023T4;100
J Información y comunicaciones;Total;2023T3;100
J Información y comunicaciones;Total;2023T2;100
J Información y comunicaciones;Total;2023T1;100
J Información y comunicaciones;Total;2022T4;100
J Información y comunicaciones;Total;2022T3;100
J Información y comunicaciones;Total;2022T2;100
J Información y comunicaciones;Total;2022T1;100
J Información y comunicaciones;Total;2021T4;100
J Información y comunicaciones;Total;2021T3;100
J Información y comunicaciones;Total;2021T2;100
J Información y comunicaciones;Total;2021T1;100
J Información y comunicaciones;Total;2020T4;100
J Información y comunicaciones;Total;2020T3;100
J Información y comunicaciones;Total;2020T2;100
J Información y comunicaciones;Total;2020T1;100
J Información y comunicaciones;Total;2019T4;100
J Información y comunicaciones;Total;2019T3;100
J Información y comunicaciones;Total;2019T2;100
J Información y comunicaciones;Total;2019T1;100
J Información y comunicaciones;Total;2018T4;100
J Información y comunicaciones;Total;2018T3;100
J Información y comunicaciones;Total;2018T2;100
J Información y comunicaciones;Total;2018T1;100
J Información y comunicaciones;Total;2017T4;100
J Información y comunicaciones;Total;2017T3;100
J Información y comunicaciones;Total;2017T2;100
J Información y comunicaciones;Total;2017T1;100
J Información y comunicaciones;Total;2016T4;100
J Información y comunicaciones;Total;2016T3;100
J Información y comunicaciones;Total;2016T2;100
J Información y comunicaciones;Total;2016T1;100
J Información y comunicaciones;Total;2015T4;100
J Información y comunicaciones;Total;2015T3;100
J Información y comunicaciones;Total;2015T2;100
J Información y comunicaciones;Total;2015T1;100
J Información y comunicaciones;Total;2014T4;100
J Información y comunicaciones;Total;2014T3;100
J Información y comunicaciones;Total;2014T2;100
J Información y comunicaciones;Total;2014T1;100
J Información y comunicaciones;Total;2013T4;""
J Información y comunicaciones;Total;2013T3;100
J Información y comunicaciones;No se necesita ningún trabajador;2024T4;92,3
J Información y comunicaciones;No se necesita ningún trabajador;2024T3;92
J Información y comunicaciones;No se necesita ningún trabajador;2024T2;89,6
J Información y comunicaciones;No se necesita ningún trabajador;2024T1;89,5
J Información y comunicaciones;No se necesita ningún trabajador;2023T4;92,4
J Información y comunicaciones;No se necesita ningún trabajador;2023T3;92
J Información y comunicaciones;No se necesita ningún trabajador;2023T2;92,8
J Información y comunicaciones;No se necesita ningún trabajador;2023T1;92,5
J Información y comunicaciones;No se necesita ningún trabajador;2022T4;92,9
J Información y comunicaciones;No se necesita ningún trabajador;2022T3;91,3
J Información y comunicaciones;No se necesita ningún trabajador;2022T2;92,6
J Información y comunicaciones;No se necesita ningún trabajador;2022T1;92,3
J Información y comunicaciones;No se necesita ningún trabajador;2021T4;92,9
J Información y comunicaciones;No se necesita ningún trabajador;2021T3;91,7
J Información y comunicaciones;No se necesita ningún trabajador;2021T2;93,5
J Información y comunicaciones;No se necesita ningún trabajador;2021T1;92,2
J Información y comunicaciones;No se necesita ningún trabajador;2020T4;93,1
J Información y comunicaciones;No se necesita ningún trabajador;2020T3;92,5
J Información y comunicaciones;No se necesita ningún trabajador;2020T2;92,3
J Información y comunicaciones;No se necesita ningún trabajador;2020T1;93,2
J Información y comunicaciones;No se necesita ningún trabajador;2019T4;93,7
J Información y comunicaciones;No se necesita ningún trabajador;2019T3;92,2
J Información y comunicaciones;No se necesita ningún trabajador;2019T2;92,2
J Información y comunicaciones;No se necesita ningún trabajador;2019T1;92,4
J Información y comunicaciones;No se necesita ningún trabajador;2018T4;92,7
J Información y comunicaciones;No se necesita ningún trabajador;2018T3;96,1
J Información y comunicaciones;No se necesita ningún trabajador;2018T2;93,7
J Información y comunicaciones;No se necesita ningún trabajador;2018T1;93,6
J Información y comunicaciones;No se necesita ningún trabajador;2017T4;90,7
J Información y comunicaciones;No se necesita ningún trabajador;2017T3;91,7
J Información y comunicaciones;No se necesita ningún trabajador;2017T2;92,3
J Información y comunicaciones;No se necesita ningún trabajador;2017T1;91,7
J Información y comunicaciones;No se necesita ningún trabajador;2016T4;92,8
J Información y comunicaciones;No se necesita ningún trabajador;2016T3;93,1
J Información y comunicaciones;No se necesita ningún trabajador;2016T2;91,8
J Información y comunicaciones;No se necesita ningún trabajador;2016T1;93,9
J Información y comunicaciones;No se necesita ningún trabajador;2015T4;93,1
J Información y comunicaciones;No se necesita ningún trabajador;2015T3;95,8
J Información y comunicaciones;No se necesita ningún trabajador;2015T2;95,9
J Información y comunicaciones;No se necesita ningún trabajador;2015T1;95,2
J Información y comunicaciones;No se necesita ningún trabajador;2014T4;93,2
J Información y comunicaciones;No se necesita ningún trabajador;2014T3;94
J Información y comunicaciones;No se necesita ningún trabajador;2014T2;92,4
J Información y comunicaciones;No se necesita ningún trabajador;2014T1;92,3
J Información y comunicaciones;No se necesita ningún trabajador;2013T4;""
J Información y comunicaciones;No se necesita ningún trabajador;2013T3;91,5
J Información y comunicaciones;Elevado coste de contratación;2024T4;4,9
J Información y comunicaciones;Elevado coste de contratación;2024T3;3,4
J Información y comunicaciones;Elevado coste de contratación;2024T2;4,1
J Información y comunicaciones;Elevado coste de contratación;2024T1;3,9
J Información y comunicaciones;Elevado coste de contratación;2023T4;2,9
J Información y comunicaciones;Elevado coste de contratación;2023T3;2,6
J Información y comunicaciones;Elevado coste de contratación;2023T2;3
J Información y comunicaciones;Elevado coste de contratación;2023T1;3,3
J Información y comunicaciones;Elevado coste de contratación;2022T4;3,2
J Información y comunicaciones;Elevado coste de contratación;2022T3;6
J Información y comunicaciones;Elevado coste de contratación;2022T2;4,2
J Información y comunicaciones;Elevado coste de contratación;2022T1;4,4
J Información y comunicaciones;Elevado coste de contratación;2021T4;4,1
J Información y comunicaciones;Elevado coste de contratación;2021T3;4,7
J Información y comunicaciones;Elevado coste de contratación;2021T2;3,8
J Información y comunicaciones;Elevado coste de contratación;2021T1;3
J Información y comunicaciones;Elevado coste de contratación;2020T4;4,2
J Información y comunicaciones;Elevado coste de contratación;2020T3;3,6
J Información y comunicaciones;Elevado coste de contratación;2020T2;4,7
J Información y comunicaciones;Elevado coste de contratación;2020T1;3,4
J Información y comunicaciones;Elevado coste de contratación;2019T4;3,4
J Información y comunicaciones;Elevado coste de contratación;2019T3;4,6
J Información y comunicaciones;Elevado coste de contratación;2019T2;3,8
J Información y comunicaciones;Elevado coste de contratación;2019T1;3,6
J Información y comunicaciones;Elevado coste de contratación;2018T4;3,4
J Información y comunicaciones;Elevado coste de contratación;2018T3;1,8
J Información y comunicaciones;Elevado coste de contratación;2018T2;3,2
J Información y comunicaciones;Elevado coste de contratación;2018T1;2,4
J Información y comunicaciones;Elevado coste de contratación;2017T4;5,8
J Información y comunicaciones;Elevado coste de contratación;2017T3;4,7
J Información y comunicaciones;Elevado coste de contratación;2017T2;5,3
J Información y comunicaciones;Elevado coste de contratación;2017T1;5,4
J Información y comunicaciones;Elevado coste de contratación;2016T4;5
J Información y comunicaciones;Elevado coste de contratación;2016T3;6,1
J Información y comunicaciones;Elevado coste de contratación;2016T2;4,7
J Información y comunicaciones;Elevado coste de contratación;2016T1;3,5
J Información y comunicaciones;Elevado coste de contratación;2015T4;4,9
J Información y comunicaciones;Elevado coste de contratación;2015T3;2,7
J Información y comunicaciones;Elevado coste de contratación;2015T2;2,5
J Información y comunicaciones;Elevado coste de contratación;2015T1;2,6
J Información y comunicaciones;Elevado coste de contratación;2014T4;5,2
J Información y comunicaciones;Elevado coste de contratación;2014T3;3,2
J Información y comunicaciones;Elevado coste de contratación;2014T2;5,6
J Información y comunicaciones;Elevado coste de contratación;2014T1;5,7
J Información y comunicaciones;Elevado coste de contratación;2013T4;""
J Información y comunicaciones;Elevado coste de contratación;2013T3;5,2
J Información y comunicaciones;Otros;2024T4;2,8
J Información y comunicaciones;Otros;2024T3;4,6
J Información y comunicaciones;Otros;2024T2;6,3
J Información y comunicaciones;Otros;2024T1;6,6
J Información y comunicaciones;Otros;2023T4;4,7
J Información y comunicaciones;Otros;2023T3;5,4
J Información y comunicaciones;Otros;2023T2;4,2
J Información y comunicaciones;Otros;2023T1;4,2
J Información y comunicaciones;Otros;2022T4;3,9
J Información y comunicaciones;Otros;2022T3;2,7
J Información y comunicaciones;Otros;2022T2;3,2
J Información y comunicaciones;Otros;2022T1;3,3
J Información y comunicaciones;Otros;2021T4;3
J Información y comunicaciones;Otros;2021T3;3,6
J Información y comunicaciones;Otros;2021T2;2,7
J Información y comunicaciones;Otros;2021T1;4,8
J Información y comunicaciones;Otros;2020T4;2,7
J Información y comunicaciones;Otros;2020T3;3,9
J Información y comunicaciones;Otros;2020T2;3
J Información y comunicaciones;Otros;2020T1;3,4
J Información y comunicaciones;Otros;2019T4;2,9
J Información y comunicaciones;Otros;2019T3;3,2
J Información y comunicaciones;Otros;2019T2;4
J Información y comunicaciones;Otros;2019T1;4
J Información y comunicaciones;Otros;2018T4;3,9
J Información y comunicaciones;Otros;2018T3;2,1
J Información y comunicaciones;Otros;2018T2;3,1
J Información y comunicaciones;Otros;2018T1;4
J Información y comunicaciones;Otros;2017T4;3,5
J Información y comunicaciones;Otros;2017T3;3,6
J Información y comunicaciones;Otros;2017T2;2,4
J Información y comunicaciones;Otros;2017T1;2,9
J Información y comunicaciones;Otros;2016T4;2,2
J Información y comunicaciones;Otros;2016T3;0,8
J Información y comunicaciones;Otros;2016T2;3,5
J Información y comunicaciones;Otros;2016T1;2,6
J Información y comunicaciones;Otros;2015T4;2
J Información y comunicaciones;Otros;2015T3;1,5
J Información y comunicaciones;Otros;2015T2;1,6
J Información y comunicaciones;Otros;2015T1;2,2
J Información y comunicaciones;Otros;2014T4;1,6
J Información y comunicaciones;Otros;2014T3;2,8
J Información y comunicaciones;Otros;2014T2;2
J Información y comunicaciones;Otros;2014T1;2
J Información y comunicaciones;Otros;2013T4;""
J Información y comunicaciones;Otros;2013T3;3,3
K Actividades financieras y de seguros;Total;2024T4;100
K Actividades financieras y de seguros;Total;2024T3;100
K Actividades financieras y de seguros;Total;2024T2;100
K Actividades financieras y de seguros;Total;2024T1;100
K Actividades financieras y de seguros;Total;2023T4;100
K Actividades financieras y de seguros;Total;2023T3;100
K Actividades financieras y de seguros;Total;2023T2;100
K Actividades financieras y de seguros;Total;2023T1;100
K Actividades financieras y de seguros;Total;2022T4;100
K Actividades financieras y de seguros;Total;2022T3;100
K Actividades financieras y de seguros;Total;2022T2;100
K Actividades financieras y de seguros;Total;2022T1;100
K Actividades financieras y de seguros;Total;2021T4;100
K Actividades financieras y de seguros;Total;2021T3;100
K Actividades financieras y de seguros;Total;2021T2;100
K Actividades financieras y de seguros;Total;2021T1;100
K Actividades financieras y de seguros;Total;2020T4;100
K Actividades financieras y de seguros;Total;2020T3;100
K Actividades financieras y de seguros;Total;2020T2;100
K Actividades financieras y de seguros;Total;2020T1;100
K Actividades financieras y de seguros;Total;2019T4;100
K Actividades financieras y de seguros;Total;2019T3;100
K Actividades financieras y de seguros;Total;2019T2;100
K Actividades financieras y de seguros;Total;2019T1;100
K Actividades financieras y de seguros;Total;2018T4;100
K Actividades financieras y de seguros;Total;2018T3;100
K Actividades financieras y de seguros;Total;2018T2;100
K Actividades financieras y de seguros;Total;2018T1;100
K Actividades financieras y de seguros;Total;2017T4;100
K Actividades financieras y de seguros;Total;2017T3;100
K Actividades financieras y de seguros;Total;2017T2;100
K Actividades financieras y de seguros;Total;2017T1;100
K Actividades financieras y de seguros;Total;2016T4;100
K Actividades financieras y de seguros;Total;2016T3;100
K Actividades financieras y de seguros;Total;2016T2;100
K Actividades financieras y de seguros;Total;2016T1;100
K Actividades financieras y de seguros;Total;2015T4;100
K Actividades financieras y de seguros;Total;2015T3;100
K Actividades financieras y de seguros;Total;2015T2;100
K Actividades financieras y de seguros;Total;2015T1;100
K Actividades financieras y de seguros;Total;2014T4;100
K Actividades financieras y de seguros;Total;2014T3;100
K Actividades financieras y de seguros;Total;2014T2;100
K Actividades financieras y de seguros;Total;2014T1;100
K Actividades financieras y de seguros;Total;2013T4;""
K Actividades financieras y de seguros;Total;2013T3;100
K Actividades financieras y de seguros;No se necesita ningún trabajador;2024T4;92,5
K Actividades financieras y de seguros;No se necesita ningún trabajador;2024T3;92,6
K Actividades financieras y de seguros;No se necesita ningún trabajador;2024T2;93,9
K Actividades financieras y de seguros;No se necesita ningún trabajador;2024T1;94,9
K Actividades financieras y de seguros;No se necesita ningún trabajador;2023T4;93,4
K Actividades financieras y de seguros;No se necesita ningún trabajador;2023T3;94,5
K Actividades financieras y de seguros;No se necesita ningún trabajador;2023T2;95,8
K Actividades financieras y de seguros;No se necesita ningún trabajador;2023T1;96,2
K Actividades financieras y de seguros;No se necesita ningún trabajador;2022T4;96,2
K Actividades financieras y de seguros;No se necesita ningún trabajador;2022T3;96,3
K Actividades financieras y de seguros;No se necesita ningún trabajador;2022T2;93,7
K Actividades financieras y de seguros;No se necesita ningún trabajador;2022T1;94,1
K Actividades financieras y de seguros;No se necesita ningún trabajador;2021T4;93,7
K Actividades financieras y de seguros;No se necesita ningún trabajador;2021T3;94,6
K Actividades financieras y de seguros;No se necesita ningún trabajador;2021T2;93,2
K Actividades financieras y de seguros;No se necesita ningún trabajador;2021T1;95,6
K Actividades financieras y de seguros;No se necesita ningún trabajador;2020T4;95,3
K Actividades financieras y de seguros;No se necesita ningún trabajador;2020T3;93,5
K Actividades financieras y de seguros;No se necesita ningún trabajador;2020T2;93,8
K Actividades financieras y de seguros;No se necesita ningún trabajador;2020T1;93,8
K Actividades financieras y de seguros;No se necesita ningún trabajador;2019T4;93,4
K Actividades financieras y de seguros;No se necesita ningún trabajador;2019T3;92,8
K Actividades financieras y de seguros;No se necesita ningún trabajador;2019T2;93,1
K Actividades financieras y de seguros;No se necesita ningún trabajador;2019T1;92,9
K Actividades financieras y de seguros;No se necesita ningún trabajador;2018T4;94,2
K Actividades financieras y de seguros;No se necesita ningún trabajador;2018T3;95,1
K Actividades financieras y de seguros;No se necesita ningún trabajador;2018T2;95,1
K Actividades financieras y de seguros;No se necesita ningún trabajador;2018T1;94
K Actividades financieras y de seguros;No se necesita ningún trabajador;2017T4;94
K Actividades financieras y de seguros;No se necesita ningún trabajador;2017T3;93,7
K Actividades financieras y de seguros;No se necesita ningún trabajador;2017T2;92,8
K Actividades financieras y de seguros;No se necesita ningún trabajador;2017T1;90
K Actividades financieras y de seguros;No se necesita ningún trabajador;2016T4;89,2
K Actividades financieras y de seguros;No se necesita ningún trabajador;2016T3;94,1
K Actividades financieras y de seguros;No se necesita ningún trabajador;2016T2;95,7
K Actividades financieras y de seguros;No se necesita ningún trabajador;2016T1;94,5
K Actividades financieras y de seguros;No se necesita ningún trabajador;2015T4;93,4
K Actividades financieras y de seguros;No se necesita ningún trabajador;2015T3;93,1
K Actividades financieras y de seguros;No se necesita ningún trabajador;2015T2;93
K Actividades financieras y de seguros;No se necesita ningún trabajador;2015T1;91,8
K Actividades financieras y de seguros;No se necesita ningún trabajador;2014T4;93,9
K Actividades financieras y de seguros;No se necesita ningún trabajador;2014T3;94,2
K Actividades financieras y de seguros;No se necesita ningún trabajador;2014T2;94,3
K Actividades financieras y de seguros;No se necesita ningún trabajador;2014T1;94,1
K Actividades financieras y de seguros;No se necesita ningún trabajador;2013T4;""
K Actividades financieras y de seguros;No se necesita ningún trabajador;2013T3;95
K Actividades financieras y de seguros;Elevado coste de contratación;2024T4;4,5
K Actividades financieras y de seguros;Elevado coste de contratación;2024T3;4,2
K Actividades financieras y de seguros;Elevado coste de contratación;2024T2;3,3
K Actividades financieras y de seguros;Elevado coste de contratación;2024T1;2,3
K Actividades financieras y de seguros;Elevado coste de contratación;2023T4;4,5
K Actividades financieras y de seguros;Elevado coste de contratación;2023T3;2,4
K Actividades financieras y de seguros;Elevado coste de contratación;2023T2;2,5
K Actividades financieras y de seguros;Elevado coste de contratación;2023T1;2,5
K Actividades financieras y de seguros;Elevado coste de contratación;2022T4;2,3
K Actividades financieras y de seguros;Elevado coste de contratación;2022T3;2,1
K Actividades financieras y de seguros;Elevado coste de contratación;2022T2;3,4
K Actividades financieras y de seguros;Elevado coste de contratación;2022T1;4,1
K Actividades financieras y de seguros;Elevado coste de contratación;2021T4;4,1
K Actividades financieras y de seguros;Elevado coste de contratación;2021T3;2,6
K Actividades financieras y de seguros;Elevado coste de contratación;2021T2;4,1
K Actividades financieras y de seguros;Elevado coste de contratación;2021T1;2,4
K Actividades financieras y de seguros;Elevado coste de contratación;2020T4;2,1
K Actividades financieras y de seguros;Elevado coste de contratación;2020T3;3,1
K Actividades financieras y de seguros;Elevado coste de contratación;2020T2;3,5
K Actividades financieras y de seguros;Elevado coste de contratación;2020T1;3,7
K Actividades financieras y de seguros;Elevado coste de contratación;2019T4;4,1
K Actividades financieras y de seguros;Elevado coste de contratación;2019T3;4,2
K Actividades financieras y de seguros;Elevado coste de contratación;2019T2;4
K Actividades financieras y de seguros;Elevado coste de contratación;2019T1;4,4
K Actividades financieras y de seguros;Elevado coste de contratación;2018T4;3,2
K Actividades financieras y de seguros;Elevado coste de contratación;2018T3;2,5
K Actividades financieras y de seguros;Elevado coste de contratación;2018T2;2,3
K Actividades financieras y de seguros;Elevado coste de contratación;2018T1;3,8
K Actividades financieras y de seguros;Elevado coste de contratación;2017T4;2,1
K Actividades financieras y de seguros;Elevado coste de contratación;2017T3;1,4
K Actividades financieras y de seguros;Elevado coste de contratación;2017T2;2,1
K Actividades financieras y de seguros;Elevado coste de contratación;2017T1;2,7
K Actividades financieras y de seguros;Elevado coste de contratación;2016T4;4,6
K Actividades financieras y de seguros;Elevado coste de contratación;2016T3;4,5
K Actividades financieras y de seguros;Elevado coste de contratación;2016T2;3,1
K Actividades financieras y de seguros;Elevado coste de contratación;2016T1;2,3
K Actividades financieras y de seguros;Elevado coste de contratación;2015T4;3
K Actividades financieras y de seguros;Elevado coste de contratación;2015T3;3,1
K Actividades financieras y de seguros;Elevado coste de contratación;2015T2;3,1
K Actividades financieras y de seguros;Elevado coste de contratación;2015T1;4
K Actividades financieras y de seguros;Elevado coste de contratación;2014T4;2,5
K Actividades financieras y de seguros;Elevado coste de contratación;2014T3;3,4
K Actividades financieras y de seguros;Elevado coste de contratación;2014T2;2,5
K Actividades financieras y de seguros;Elevado coste de contratación;2014T1;4,1
K Actividades financieras y de seguros;Elevado coste de contratación;2013T4;""
K Actividades financieras y de seguros;Elevado coste de contratación;2013T3;3,1
K Actividades financieras y de seguros;Otros;2024T4;3
K Actividades financieras y de seguros;Otros;2024T3;3,2
K Actividades financieras y de seguros;Otros;2024T2;2,8
K Actividades financieras y de seguros;Otros;2024T1;2,8
K Actividades financieras y de seguros;Otros;2023T4;2,1
K Actividades financieras y de seguros;Otros;2023T3;3,1
K Actividades financieras y de seguros;Otros;2023T2;1,7
K Actividades financieras y de seguros;Otros;2023T1;1,3
K Actividades financieras y de seguros;Otros;2022T4;1,5
K Actividades financieras y de seguros;Otros;2022T3;1,6
K Actividades financieras y de seguros;Otros;2022T2;2,9
K Actividades financieras y de seguros;Otros;2022T1;1,8
K Actividades financieras y de seguros;Otros;2021T4;2,2
K Actividades financieras y de seguros;Otros;2021T3;2,8
K Actividades financieras y de seguros;Otros;2021T2;2,7
K Actividades financieras y de seguros;Otros;2021T1;2
K Actividades financieras y de seguros;Otros;2020T4;2,6
K Actividades financieras y de seguros;Otros;2020T3;3,4
K Actividades financieras y de seguros;Otros;2020T2;2,7
K Actividades financieras y de seguros;Otros;2020T1;2,5
K Actividades financieras y de seguros;Otros;2019T4;2,5
K Actividades financieras y de seguros;Otros;2019T3;3
K Actividades financieras y de seguros;Otros;2019T2;2,9
K Actividades financieras y de seguros;Otros;2019T1;2,7
K Actividades financieras y de seguros;Otros;2018T4;2,6
K Actividades financieras y de seguros;Otros;2018T3;2,4
K Actividades financieras y de seguros;Otros;2018T2;2,6
K Actividades financieras y de seguros;Otros;2018T1;2,2
K Actividades financieras y de seguros;Otros;2017T4;3,9
K Actividades financieras y de seguros;Otros;2017T3;4,9
K Actividades financieras y de seguros;Otros;2017T2;5,1
K Actividades financieras y de seguros;Otros;2017T1;7,3
K Actividades financieras y de seguros;Otros;2016T4;6,2
K Actividades financieras y de seguros;Otros;2016T3;1,4
K Actividades financieras y de seguros;Otros;2016T2;1,2
K Actividades financieras y de seguros;Otros;2016T1;3,2
K Actividades financieras y de seguros;Otros;2015T4;3,6
K Actividades financieras y de seguros;Otros;2015T3;3,8
K Actividades financieras y de seguros;Otros;2015T2;3,9
K Actividades financieras y de seguros;Otros;2015T1;4,2
K Actividades financieras y de seguros;Otros;2014T4;3,6
K Actividades financieras y de seguros;Otros;2014T3;2,4
K Actividades financieras y de seguros;Otros;2014T2;3,2
K Actividades financieras y de seguros;Otros;2014T1;1,9
K Actividades financieras y de seguros;Otros;2013T4;""
K Actividades financieras y de seguros;Otros;2013T3;1,8
L Actividades inmobiliarias;Total;2024T4;100
L Actividades inmobiliarias;Total;2024T3;100
L Actividades inmobiliarias;Total;2024T2;100
L Actividades inmobiliarias;Total;2024T1;100
L Actividades inmobiliarias;Total;2023T4;100
L Actividades inmobiliarias;Total;2023T3;100
L Actividades inmobiliarias;Total;2023T2;100
L Actividades inmobiliarias;Total;2023T1;100
L Actividades inmobiliarias;Total;2022T4;100
L Actividades inmobiliarias;Total;2022T3;100
L Actividades inmobiliarias;Total;2022T2;100
L Actividades inmobiliarias;Total;2022T1;100
L Actividades inmobiliarias;Total;2021T4;100
L Actividades inmobiliarias;Total;2021T3;100
L Actividades inmobiliarias;Total;2021T2;100
L Actividades inmobiliarias;Total;2021T1;100
L Actividades inmobiliarias;Total;2020T4;100
L Actividades inmobiliarias;Total;2020T3;100
L Actividades inmobiliarias;Total;2020T2;100
L Actividades inmobiliarias;Total;2020T1;100
L Actividades inmobiliarias;Total;2019T4;100
L Actividades inmobiliarias;Total;2019T3;100
L Actividades inmobiliarias;Total;2019T2;100
L Actividades inmobiliarias;Total;2019T1;100
L Actividades inmobiliarias;Total;2018T4;100
L Actividades inmobiliarias;Total;2018T3;100
L Actividades inmobiliarias;Total;2018T2;100
L Actividades inmobiliarias;Total;2018T1;100
L Actividades inmobiliarias;Total;2017T4;100
L Actividades inmobiliarias;Total;2017T3;100
L Actividades inmobiliarias;Total;2017T2;100
L Actividades inmobiliarias;Total;2017T1;100
L Actividades inmobiliarias;Total;2016T4;100
L Actividades inmobiliarias;Total;2016T3;100
L Actividades inmobiliarias;Total;2016T2;100
L Actividades inmobiliarias;Total;2016T1;100
L Actividades inmobiliarias;Total;2015T4;100
L Actividades inmobiliarias;Total;2015T3;100
L Actividades inmobiliarias;Total;2015T2;100
L Actividades inmobiliarias;Total;2015T1;100
L Actividades inmobiliarias;Total;2014T4;100
L Actividades inmobiliarias;Total;2014T3;100
L Actividades inmobiliarias;Total;2014T2;100
L Actividades inmobiliarias;Total;2014T1;100
L Actividades inmobiliarias;Total;2013T4;""
L Actividades inmobiliarias;Total;2013T3;100
L Actividades inmobiliarias;No se necesita ningún trabajador;2024T4;96,9
L Actividades inmobiliarias;No se necesita ningún trabajador;2024T3;96,2
L Actividades inmobiliarias;No se necesita ningún trabajador;2024T2;97,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2024T1;97,4
L Actividades inmobiliarias;No se necesita ningún trabajador;2023T4;96,4
L Actividades inmobiliarias;No se necesita ningún trabajador;2023T3;96,3
L Actividades inmobiliarias;No se necesita ningún trabajador;2023T2;97,5
L Actividades inmobiliarias;No se necesita ningún trabajador;2023T1;96,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2022T4;95,7
L Actividades inmobiliarias;No se necesita ningún trabajador;2022T3;94,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2022T2;95,4
L Actividades inmobiliarias;No se necesita ningún trabajador;2022T1;95,3
L Actividades inmobiliarias;No se necesita ningún trabajador;2021T4;97,1
L Actividades inmobiliarias;No se necesita ningún trabajador;2021T3;97,2
L Actividades inmobiliarias;No se necesita ningún trabajador;2021T2;96,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2021T1;97,7
L Actividades inmobiliarias;No se necesita ningún trabajador;2020T4;97
L Actividades inmobiliarias;No se necesita ningún trabajador;2020T3;95,7
L Actividades inmobiliarias;No se necesita ningún trabajador;2020T2;96,9
L Actividades inmobiliarias;No se necesita ningún trabajador;2020T1;96,8
L Actividades inmobiliarias;No se necesita ningún trabajador;2019T4;96,4
