Secciones de la CNAE-09;Componentes del coste;Periodo;Total
K Actividades financieras y de seguros;Coste laboral total por hora;2014T3;38,06
K Actividades financieras y de seguros;Coste laboral total por hora;2014T2;33,64
K Actividades financieras y de seguros;Coste laboral total por hora;2014T1;36,62
K Actividades financieras y de seguros;Coste laboral total por hora;2013T4;35,7
K Actividades financieras y de seguros;Coste laboral total por hora;2013T3;39,48
K Actividades financieras y de seguros;Coste laboral total por hora;2013T2;31,36
K Actividades financieras y de seguros;Coste laboral total por hora;2013T1;36,59
K Actividades financieras y de seguros;Coste laboral total por hora;2012T4;34,99
K Actividades financieras y de seguros;Coste laboral total por hora;2012T3;37,04
K Actividades financieras y de seguros;Coste laboral total por hora;2012T2;32,62
K Actividades financieras y de seguros;Coste laboral total por hora;2012T1;38,16
K Actividades financieras y de seguros;Coste laboral total por hora;2011T4;35,2
K Actividades financieras y de seguros;Coste laboral total por hora;2011T3;37,07
K Actividades financieras y de seguros;Coste laboral total por hora;2011T2;33,49
K Actividades financieras y de seguros;Coste laboral total por hora;2011T1;36,35
K Actividades financieras y de seguros;Coste laboral total por hora;2010T4;34,6
K Actividades financieras y de seguros;Coste laboral total por hora;2010T3;34,41
K Actividades financieras y de seguros;Coste laboral total por hora;2010T2;30,88
K Actividades financieras y de seguros;Coste laboral total por hora;2010T1;35,46
K Actividades financieras y de seguros;Coste laboral total por hora;2009T4;33,09
K Actividades financieras y de seguros;Coste laboral total por hora;2009T3;33,96
K Actividades financieras y de seguros;Coste laboral total por hora;2009T2;30,16
K Actividades financieras y de seguros;Coste laboral total por hora;2009T1;34,85
K Actividades financieras y de seguros;Coste laboral total por hora;2008T4;31,98
K Actividades financieras y de seguros;Coste laboral total por hora;2008T3;31,97
K Actividades financieras y de seguros;Coste laboral total por hora;2008T2;28,49
K Actividades financieras y de seguros;Coste laboral total por hora;2008T1;36,06
K Actividades financieras y de seguros;Coste salarial total por hora;2024T4;32,72
K Actividades financieras y de seguros;Coste salarial total por hora;2024T3;33,01
K Actividades financieras y de seguros;Coste salarial total por hora;2024T2;31,92
K Actividades financieras y de seguros;Coste salarial total por hora;2024T1;36,33
K Actividades financieras y de seguros;Coste salarial total por hora;2023T4;30,65
K Actividades financieras y de seguros;Coste salarial total por hora;2023T3;31,39
K Actividades financieras y de seguros;Coste salarial total por hora;2023T2;30,81
K Actividades financieras y de seguros;Coste salarial total por hora;2023T1;33,65
K Actividades financieras y de seguros;Coste salarial total por hora;2022T4;29,73
K Actividades financieras y de seguros;Coste salarial total por hora;2022T3;30,42
K Actividades financieras y de seguros;Coste salarial total por hora;2022T2;28,62
K Actividades financieras y de seguros;Coste salarial total por hora;2022T1;35,18
K Actividades financieras y de seguros;Coste salarial total por hora;2021T4;29,09
K Actividades financieras y de seguros;Coste salarial total por hora;2021T3;30,53
K Actividades financieras y de seguros;Coste salarial total por hora;2021T2;29,9
K Actividades financieras y de seguros;Coste salarial total por hora;2021T1;32,16
K Actividades financieras y de seguros;Coste salarial total por hora;2020T4;29,43
K Actividades financieras y de seguros;Coste salarial total por hora;2020T3;29,62
K Actividades financieras y de seguros;Coste salarial total por hora;2020T2;28,75
K Actividades financieras y de seguros;Coste salarial total por hora;2020T1;31,82
K Actividades financieras y de seguros;Coste salarial total por hora;2019T4;28,46
K Actividades financieras y de seguros;Coste salarial total por hora;2019T3;29,83
K Actividades financieras y de seguros;Coste salarial total por hora;2019T2;28,31
K Actividades financieras y de seguros;Coste salarial total por hora;2019T1;30,34
K Actividades financieras y de seguros;Coste salarial total por hora;2018T4;28,73
K Actividades financieras y de seguros;Coste salarial total por hora;2018T3;30,07
K Actividades financieras y de seguros;Coste salarial total por hora;2018T2;27,75
K Actividades financieras y de seguros;Coste salarial total por hora;2018T1;32,9
K Actividades financieras y de seguros;Coste salarial total por hora;2017T4;28,67
K Actividades financieras y de seguros;Coste salarial total por hora;2017T3;27,84
K Actividades financieras y de seguros;Coste salarial total por hora;2017T2;27,06
K Actividades financieras y de seguros;Coste salarial total por hora;2017T1;29,67
K Actividades financieras y de seguros;Coste salarial total por hora;2016T4;27,5
K Actividades financieras y de seguros;Coste salarial total por hora;2016T3;28,4
K Actividades financieras y de seguros;Coste salarial total por hora;2016T2;24,51
K Actividades financieras y de seguros;Coste salarial total por hora;2016T1;29,77
K Actividades financieras y de seguros;Coste salarial total por hora;2015T4;27,07
K Actividades financieras y de seguros;Coste salarial total por hora;2015T3;27,71
K Actividades financieras y de seguros;Coste salarial total por hora;2015T2;25,56
K Actividades financieras y de seguros;Coste salarial total por hora;2015T1;28,72
K Actividades financieras y de seguros;Coste salarial total por hora;2014T4;26,77
K Actividades financieras y de seguros;Coste salarial total por hora;2014T3;28,24
K Actividades financieras y de seguros;Coste salarial total por hora;2014T2;25,33
K Actividades financieras y de seguros;Coste salarial total por hora;2014T1;27,31
K Actividades financieras y de seguros;Coste salarial total por hora;2013T4;26,57
K Actividades financieras y de seguros;Coste salarial total por hora;2013T3;27,97
K Actividades financieras y de seguros;Coste salarial total por hora;2013T2;24,09
K Actividades financieras y de seguros;Coste salarial total por hora;2013T1;27,98
K Actividades financieras y de seguros;Coste salarial total por hora;2012T4;27,52
K Actividades financieras y de seguros;Coste salarial total por hora;2012T3;28,48
K Actividades financieras y de seguros;Coste salarial total por hora;2012T2;25,2
K Actividades financieras y de seguros;Coste salarial total por hora;2012T1;29,98
K Actividades financieras y de seguros;Coste salarial total por hora;2011T4;27,61
K Actividades financieras y de seguros;Coste salarial total por hora;2011T3;27,35
K Actividades financieras y de seguros;Coste salarial total por hora;2011T2;24,48
K Actividades financieras y de seguros;Coste salarial total por hora;2011T1;28,17
K Actividades financieras y de seguros;Coste salarial total por hora;2010T4;27,26
K Actividades financieras y de seguros;Coste salarial total por hora;2010T3;26,44
K Actividades financieras y de seguros;Coste salarial total por hora;2010T2;23,96
K Actividades financieras y de seguros;Coste salarial total por hora;2010T1;28,68
K Actividades financieras y de seguros;Coste salarial total por hora;2009T4;26,17
K Actividades financieras y de seguros;Coste salarial total por hora;2009T3;26
K Actividades financieras y de seguros;Coste salarial total por hora;2009T2;23,38
K Actividades financieras y de seguros;Coste salarial total por hora;2009T1;28,07
K Actividades financieras y de seguros;Coste salarial total por hora;2008T4;25,34
K Actividades financieras y de seguros;Coste salarial total por hora;2008T3;24,79
K Actividades financieras y de seguros;Coste salarial total por hora;2008T2;22,15
K Actividades financieras y de seguros;Coste salarial total por hora;2008T1;29,32
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2024T4;26,2
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2024T3;29,99
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2024T2;24,82
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2024T1;25,24
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2023T4;25,25
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2023T3;28,6
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2023T2;24,88
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2023T1;23,58
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2022T4;24,47
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2022T3;27,56
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2022T2;23,31
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2022T1;23,16
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2021T4;24,36
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2021T3;28,16
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2021T2;23,63
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2021T1;23,64
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2020T4;24,18
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2020T3;27,62
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2020T2;23,05
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2020T1;23,04
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2019T4;23,62
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2019T3;27,62
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2019T2;22,9
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2019T1;21,89
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2018T4;23,82
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2018T3;26,65
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2018T2;22,44
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2018T1;23,7
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2017T4;23,2
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2017T3;25,87
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2017T2;22,02
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2017T1;21,49
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2016T4;22,45
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2016T3;25,35
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2016T2;20,87
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2016T1;21,75
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2015T4;21,99
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2015T3;24,79
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2015T2;21,92
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2015T1;21,14
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2014T4;21,91
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2014T3;25,32
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2014T2;21,7
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2014T1;20,54
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2013T4;21,72
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2013T3;24,68
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2013T2;20,68
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2013T1;20,99
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2012T4;21,76
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2012T3;24,11
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2012T2;20,85
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2012T1;20,24
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2011T4;21,86
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2011T3;23,98
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2011T2;20,8
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2011T1;19,71
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2010T4;21,09
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2010T3;22,7
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2010T2;20,08
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2010T1;19,6
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2009T4;20,24
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2009T3;22,46
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2009T2;19,66
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2009T1;19,2
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2008T4;19,43
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2008T3;21,31
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2008T2;18,47
K Actividades financieras y de seguros;Coste salarial ordinario por hora;2008T1;18,91
K Actividades financieras y de seguros;Otros costes por hora;2024T4;9,82
K Actividades financieras y de seguros;Otros costes por hora;2024T3;11,21
K Actividades financieras y de seguros;Otros costes por hora;2024T2;9,26
K Actividades financieras y de seguros;Otros costes por hora;2024T1;9,31
K Actividades financieras y de seguros;Otros costes por hora;2023T4;9,42
K Actividades financieras y de seguros;Otros costes por hora;2023T3;10,68
K Actividades financieras y de seguros;Otros costes por hora;2023T2;8,64
K Actividades financieras y de seguros;Otros costes por hora;2023T1;8,72
K Actividades financieras y de seguros;Otros costes por hora;2022T4;8,94
K Actividades financieras y de seguros;Otros costes por hora;2022T3;9,96
K Actividades financieras y de seguros;Otros costes por hora;2022T2;8,38
K Actividades financieras y de seguros;Otros costes por hora;2022T1;9,39
K Actividades financieras y de seguros;Otros costes por hora;2021T4;9,3
K Actividades financieras y de seguros;Otros costes por hora;2021T3;10,26
K Actividades financieras y de seguros;Otros costes por hora;2021T2;9,31
K Actividades financieras y de seguros;Otros costes por hora;2021T1;8,41
K Actividades financieras y de seguros;Otros costes por hora;2020T4;9,07
K Actividades financieras y de seguros;Otros costes por hora;2020T3;10,28
K Actividades financieras y de seguros;Otros costes por hora;2020T2;8,14
K Actividades financieras y de seguros;Otros costes por hora;2020T1;8,08
K Actividades financieras y de seguros;Otros costes por hora;2019T4;9,19
K Actividades financieras y de seguros;Otros costes por hora;2019T3;10,76
K Actividades financieras y de seguros;Otros costes por hora;2019T2;8,07
K Actividades financieras y de seguros;Otros costes por hora;2019T1;8,22
K Actividades financieras y de seguros;Otros costes por hora;2018T4;8,24
K Actividades financieras y de seguros;Otros costes por hora;2018T3;9,9
K Actividades financieras y de seguros;Otros costes por hora;2018T2;8,16
K Actividades financieras y de seguros;Otros costes por hora;2018T1;8,58
K Actividades financieras y de seguros;Otros costes por hora;2017T4;8,66
K Actividades financieras y de seguros;Otros costes por hora;2017T3;10,08
K Actividades financieras y de seguros;Otros costes por hora;2017T2;8,01
K Actividades financieras y de seguros;Otros costes por hora;2017T1;8,21
K Actividades financieras y de seguros;Otros costes por hora;2016T4;8,26
K Actividades financieras y de seguros;Otros costes por hora;2016T3;9,73
K Actividades financieras y de seguros;Otros costes por hora;2016T2;7,84
K Actividades financieras y de seguros;Otros costes por hora;2016T1;8,49
K Actividades financieras y de seguros;Otros costes por hora;2015T4;7,98
K Actividades financieras y de seguros;Otros costes por hora;2015T3;10,74
K Actividades financieras y de seguros;Otros costes por hora;2015T2;8,17
K Actividades financieras y de seguros;Otros costes por hora;2015T1;8,62
K Actividades financieras y de seguros;Otros costes por hora;2014T4;8,02
K Actividades financieras y de seguros;Otros costes por hora;2014T3;9,82
K Actividades financieras y de seguros;Otros costes por hora;2014T2;8,31
K Actividades financieras y de seguros;Otros costes por hora;2014T1;9,31
K Actividades financieras y de seguros;Otros costes por hora;2013T4;9,13
K Actividades financieras y de seguros;Otros costes por hora;2013T3;11,51
K Actividades financieras y de seguros;Otros costes por hora;2013T2;7,27
K Actividades financieras y de seguros;Otros costes por hora;2013T1;8,61
K Actividades financieras y de seguros;Otros costes por hora;2012T4;7,47
K Actividades financieras y de seguros;Otros costes por hora;2012T3;8,56
K Actividades financieras y de seguros;Otros costes por hora;2012T2;7,42
K Actividades financieras y de seguros;Otros costes por hora;2012T1;8,18
K Actividades financieras y de seguros;Otros costes por hora;2011T4;7,59
K Actividades financieras y de seguros;Otros costes por hora;2011T3;9,72
K Actividades financieras y de seguros;Otros costes por hora;2011T2;9,01
K Actividades financieras y de seguros;Otros costes por hora;2011T1;8,18
K Actividades financieras y de seguros;Otros costes por hora;2010T4;7,34
K Actividades financieras y de seguros;Otros costes por hora;2010T3;7,97
K Actividades financieras y de seguros;Otros costes por hora;2010T2;6,92
K Actividades financieras y de seguros;Otros costes por hora;2010T1;6,78
K Actividades financieras y de seguros;Otros costes por hora;2009T4;6,92
K Actividades financieras y de seguros;Otros costes por hora;2009T3;7,96
K Actividades financieras y de seguros;Otros costes por hora;2009T2;6,78
K Actividades financieras y de seguros;Otros costes por hora;2009T1;6,78
K Actividades financieras y de seguros;Otros costes por hora;2008T4;6,64
K Actividades financieras y de seguros;Otros costes por hora;2008T3;7,18
K Actividades financieras y de seguros;Otros costes por hora;2008T2;6,34
K Actividades financieras y de seguros;Otros costes por hora;2008T1;6,74
L Actividades inmobiliarias;Coste laboral total por hora;2024T4;24,12
L Actividades inmobiliarias;Coste laboral total por hora;2024T3;25,57
L Actividades inmobiliarias;Coste laboral total por hora;2024T2;22,01
L Actividades inmobiliarias;Coste laboral total por hora;2024T1;21,61
L Actividades inmobiliarias;Coste laboral total por hora;2023T4;23,46
L Actividades inmobiliarias;Coste laboral total por hora;2023T3;23,91
L Actividades inmobiliarias;Coste laboral total por hora;2023T2;22,41
L Actividades inmobiliarias;Coste laboral total por hora;2023T1;22,15
L Actividades inmobiliarias;Coste laboral total por hora;2022T4;22,42
L Actividades inmobiliarias;Coste laboral total por hora;2022T3;21,15
L Actividades inmobiliarias;Coste laboral total por hora;2022T2;22,18
L Actividades inmobiliarias;Coste laboral total por hora;2022T1;20,9
L Actividades inmobiliarias;Coste laboral total por hora;2021T4;21,63
L Actividades inmobiliarias;Coste laboral total por hora;2021T3;19,67
L Actividades inmobiliarias;Coste laboral total por hora;2021T2;20,65
L Actividades inmobiliarias;Coste laboral total por hora;2021T1;19,73
L Actividades inmobiliarias;Coste laboral total por hora;2020T4;21,39
L Actividades inmobiliarias;Coste laboral total por hora;2020T3;21,55
L Actividades inmobiliarias;Coste laboral total por hora;2020T2;23,39
L Actividades inmobiliarias;Coste laboral total por hora;2020T1;21,14
L Actividades inmobiliarias;Coste laboral total por hora;2019T4;19,7
L Actividades inmobiliarias;Coste laboral total por hora;2019T3;19,81
L Actividades inmobiliarias;Coste laboral total por hora;2019T2;18,96
L Actividades inmobiliarias;Coste laboral total por hora;2019T1;18,66
L Actividades inmobiliarias;Coste laboral total por hora;2018T4;18,62
L Actividades inmobiliarias;Coste laboral total por hora;2018T3;18,89
L Actividades inmobiliarias;Coste laboral total por hora;2018T2;17,25
L Actividades inmobiliarias;Coste laboral total por hora;2018T1;17,37
L Actividades inmobiliarias;Coste laboral total por hora;2017T4;18,41
L Actividades inmobiliarias;Coste laboral total por hora;2017T3;18,32
L Actividades inmobiliarias;Coste laboral total por hora;2017T2;17,5
L Actividades inmobiliarias;Coste laboral total por hora;2017T1;16,82
L Actividades inmobiliarias;Coste laboral total por hora;2016T4;18,18
L Actividades inmobiliarias;Coste laboral total por hora;2016T3;17,87
L Actividades inmobiliarias;Coste laboral total por hora;2016T2;16,89
L Actividades inmobiliarias;Coste laboral total por hora;2016T1;17,04
L Actividades inmobiliarias;Coste laboral total por hora;2015T4;17,48
L Actividades inmobiliarias;Coste laboral total por hora;2015T3;17,93
L Actividades inmobiliarias;Coste laboral total por hora;2015T2;16,75
L Actividades inmobiliarias;Coste laboral total por hora;2015T1;15,11
L Actividades inmobiliarias;Coste laboral total por hora;2014T4;17,21
L Actividades inmobiliarias;Coste laboral total por hora;2014T3;17
L Actividades inmobiliarias;Coste laboral total por hora;2014T2;16,11
L Actividades inmobiliarias;Coste laboral total por hora;2014T1;14,74
L Actividades inmobiliarias;Coste laboral total por hora;2013T4;17,19
L Actividades inmobiliarias;Coste laboral total por hora;2013T3;17,22
L Actividades inmobiliarias;Coste laboral total por hora;2013T2;16,3
L Actividades inmobiliarias;Coste laboral total por hora;2013T1;15,47
L Actividades inmobiliarias;Coste laboral total por hora;2012T4;18,27
L Actividades inmobiliarias;Coste laboral total por hora;2012T3;17,35
L Actividades inmobiliarias;Coste laboral total por hora;2012T2;16,25
L Actividades inmobiliarias;Coste laboral total por hora;2012T1;15,32
L Actividades inmobiliarias;Coste laboral total por hora;2011T4;19,12
L Actividades inmobiliarias;Coste laboral total por hora;2011T3;17,88
L Actividades inmobiliarias;Coste laboral total por hora;2011T2;16,58
L Actividades inmobiliarias;Coste laboral total por hora;2011T1;15,84
L Actividades inmobiliarias;Coste laboral total por hora;2010T4;18,37
L Actividades inmobiliarias;Coste laboral total por hora;2010T3;17,19
L Actividades inmobiliarias;Coste laboral total por hora;2010T2;16,99
L Actividades inmobiliarias;Coste laboral total por hora;2010T1;15,86
L Actividades inmobiliarias;Coste laboral total por hora;2009T4;17,35
L Actividades inmobiliarias;Coste laboral total por hora;2009T3;15,84
L Actividades inmobiliarias;Coste laboral total por hora;2009T2;16,08
L Actividades inmobiliarias;Coste laboral total por hora;2009T1;15,23
L Actividades inmobiliarias;Coste laboral total por hora;2008T4;17,05
L Actividades inmobiliarias;Coste laboral total por hora;2008T3;16,86
L Actividades inmobiliarias;Coste laboral total por hora;2008T2;15,58
L Actividades inmobiliarias;Coste laboral total por hora;2008T1;15,13
L Actividades inmobiliarias;Coste salarial total por hora;2024T4;18,44
L Actividades inmobiliarias;Coste salarial total por hora;2024T3;19,27
L Actividades inmobiliarias;Coste salarial total por hora;2024T2;16,77
L Actividades inmobiliarias;Coste salarial total por hora;2024T1;16,49
L Actividades inmobiliarias;Coste salarial total por hora;2023T4;18,05
L Actividades inmobiliarias;Coste salarial total por hora;2023T3;18,08
L Actividades inmobiliarias;Coste salarial total por hora;2023T2;17,24
L Actividades inmobiliarias;Coste salarial total por hora;2023T1;17,14
L Actividades inmobiliarias;Coste salarial total por hora;2022T4;17,49
L Actividades inmobiliarias;Coste salarial total por hora;2022T3;15,83
L Actividades inmobiliarias;Coste salarial total por hora;2022T2;16,37
L Actividades inmobiliarias;Coste salarial total por hora;2022T1;16
L Actividades inmobiliarias;Coste salarial total por hora;2021T4;16,74
L Actividades inmobiliarias;Coste salarial total por hora;2021T3;14,76
L Actividades inmobiliarias;Coste salarial total por hora;2021T2;15,82
L Actividades inmobiliarias;Coste salarial total por hora;2021T1;15
L Actividades inmobiliarias;Coste salarial total por hora;2020T4;16,36
L Actividades inmobiliarias;Coste salarial total por hora;2020T3;15,85
L Actividades inmobiliarias;Coste salarial total por hora;2020T2;17,73
L Actividades inmobiliarias;Coste salarial total por hora;2020T1;16,32
L Actividades inmobiliarias;Coste salarial total por hora;2019T4;15,17
L Actividades inmobiliarias;Coste salarial total por hora;2019T3;14,74
L Actividades inmobiliarias;Coste salarial total por hora;2019T2;14,54
L Actividades inmobiliarias;Coste salarial total por hora;2019T1;14,11
L Actividades inmobiliarias;Coste salarial total por hora;2018T4;13,94
L Actividades inmobiliarias;Coste salarial total por hora;2018T3;14,15
L Actividades inmobiliarias;Coste salarial total por hora;2018T2;12,88
L Actividades inmobiliarias;Coste salarial total por hora;2018T1;13,25
L Actividades inmobiliarias;Coste salarial total por hora;2017T4;14,08
L Actividades inmobiliarias;Coste salarial total por hora;2017T3;13,81
L Actividades inmobiliarias;Coste salarial total por hora;2017T2;13,58
L Actividades inmobiliarias;Coste salarial total por hora;2017T1;12,85
L Actividades inmobiliarias;Coste salarial total por hora;2016T4;13,97
L Actividades inmobiliarias;Coste salarial total por hora;2016T3;13,25
L Actividades inmobiliarias;Coste salarial total por hora;2016T2;12,74
L Actividades inmobiliarias;Coste salarial total por hora;2016T1;12,53
L Actividades inmobiliarias;Coste salarial total por hora;2015T4;13,53
L Actividades inmobiliarias;Coste salarial total por hora;2015T3;13,38
L Actividades inmobiliarias;Coste salarial total por hora;2015T2;12,51
L Actividades inmobiliarias;Coste salarial total por hora;2015T1;11,34
L Actividades inmobiliarias;Coste salarial total por hora;2014T4;13,19
L Actividades inmobiliarias;Coste salarial total por hora;2014T3;12,76
L Actividades inmobiliarias;Coste salarial total por hora;2014T2;12,15
L Actividades inmobiliarias;Coste salarial total por hora;2014T1;10,82
L Actividades inmobiliarias;Coste salarial total por hora;2013T4;13,07
L Actividades inmobiliarias;Coste salarial total por hora;2013T3;12,9
L Actividades inmobiliarias;Coste salarial total por hora;2013T2;12,08
L Actividades inmobiliarias;Coste salarial total por hora;2013T1;11,53
L Actividades inmobiliarias;Coste salarial total por hora;2012T4;14,07
L Actividades inmobiliarias;Coste salarial total por hora;2012T3;13,13
L Actividades inmobiliarias;Coste salarial total por hora;2012T2;12,41
L Actividades inmobiliarias;Coste salarial total por hora;2012T1;11,51
L Actividades inmobiliarias;Coste salarial total por hora;2011T4;14,34
L Actividades inmobiliarias;Coste salarial total por hora;2011T3;13,45
L Actividades inmobiliarias;Coste salarial total por hora;2011T2;12,75
L Actividades inmobiliarias;Coste salarial total por hora;2011T1;11,83
L Actividades inmobiliarias;Coste salarial total por hora;2010T4;14,19
L Actividades inmobiliarias;Coste salarial total por hora;2010T3;12,73
L Actividades inmobiliarias;Coste salarial total por hora;2010T2;12,4
L Actividades inmobiliarias;Coste salarial total por hora;2010T1;11,8
L Actividades inmobiliarias;Coste salarial total por hora;2009T4;13,07
L Actividades inmobiliarias;Coste salarial total por hora;2009T3;11,9
L Actividades inmobiliarias;Coste salarial total por hora;2009T2;11,78
L Actividades inmobiliarias;Coste salarial total por hora;2009T1;11,29
L Actividades inmobiliarias;Coste salarial total por hora;2008T4;12,88
L Actividades inmobiliarias;Coste salarial total por hora;2008T3;12,5
L Actividades inmobiliarias;Coste salarial total por hora;2008T2;11,79
L Actividades inmobiliarias;Coste salarial total por hora;2008T1;11,22
L Actividades inmobiliarias;Coste salarial ordinario por hora;2024T4;15,55
L Actividades inmobiliarias;Coste salarial ordinario por hora;2024T3;17
L Actividades inmobiliarias;Coste salarial ordinario por hora;2024T2;14,56
L Actividades inmobiliarias;Coste salarial ordinario por hora;2024T1;14,56
L Actividades inmobiliarias;Coste salarial ordinario por hora;2023T4;15,19
L Actividades inmobiliarias;Coste salarial ordinario por hora;2023T3;16,17
L Actividades inmobiliarias;Coste salarial ordinario por hora;2023T2;14,33
L Actividades inmobiliarias;Coste salarial ordinario por hora;2023T1;13,7
L Actividades inmobiliarias;Coste salarial ordinario por hora;2022T4;14,2
L Actividades inmobiliarias;Coste salarial ordinario por hora;2022T3;14,3
L Actividades inmobiliarias;Coste salarial ordinario por hora;2022T2;13,31
L Actividades inmobiliarias;Coste salarial ordinario por hora;2022T1;13,05
L Actividades inmobiliarias;Coste salarial ordinario por hora;2021T4;13,93
L Actividades inmobiliarias;Coste salarial ordinario por hora;2021T3;13,61
L Actividades inmobiliarias;Coste salarial ordinario por hora;2021T2;13,04
L Actividades inmobiliarias;Coste salarial ordinario por hora;2021T1;12,9
L Actividades inmobiliarias;Coste salarial ordinario por hora;2020T4;13,75
L Actividades inmobiliarias;Coste salarial ordinario por hora;2020T3;14,37
L Actividades inmobiliarias;Coste salarial ordinario por hora;2020T2;14,19
L Actividades inmobiliarias;Coste salarial ordinario por hora;2020T1;13,07
L Actividades inmobiliarias;Coste salarial ordinario por hora;2019T4;12,65
L Actividades inmobiliarias;Coste salarial ordinario por hora;2019T3;13,56
L Actividades inmobiliarias;Coste salarial ordinario por hora;2019T2;12,17
L Actividades inmobiliarias;Coste salarial ordinario por hora;2019T1;11,88
L Actividades inmobiliarias;Coste salarial ordinario por hora;2018T4;11,88
L Actividades inmobiliarias;Coste salarial ordinario por hora;2018T3;12,9
L Actividades inmobiliarias;Coste salarial ordinario por hora;2018T2;11,15
L Actividades inmobiliarias;Coste salarial ordinario por hora;2018T1;11,43
L Actividades inmobiliarias;Coste salarial ordinario por hora;2017T4;11,6
L Actividades inmobiliarias;Coste salarial ordinario por hora;2017T3;12,56
L Actividades inmobiliarias;Coste salarial ordinario por hora;2017T2;11,25
L Actividades inmobiliarias;Coste salarial ordinario por hora;2017T1;11,03
L Actividades inmobiliarias;Coste salarial ordinario por hora;2016T4;11,47
L Actividades inmobiliarias;Coste salarial ordinario por hora;2016T3;12,11
L Actividades inmobiliarias;Coste salarial ordinario por hora;2016T2;10,56
L Actividades inmobiliarias;Coste salarial ordinario por hora;2016T1;11,12
L Actividades inmobiliarias;Coste salarial ordinario por hora;2015T4;11,07
L Actividades inmobiliarias;Coste salarial ordinario por hora;2015T3;12,17
L Actividades inmobiliarias;Coste salarial ordinario por hora;2015T2;10,91
L Actividades inmobiliarias;Coste salarial ordinario por hora;2015T1;10,5
L Actividades inmobiliarias;Coste salarial ordinario por hora;2014T4;10,75
L Actividades inmobiliarias;Coste salarial ordinario por hora;2014T3;11,76
L Actividades inmobiliarias;Coste salarial ordinario por hora;2014T2;10,44
