Actividad económica CNAE-09;Clase de indicador;Periodo;Total
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2013T2;9.461,11
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2013T1;6.746,35
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2012T4;13.228,38
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2012T3;4.978,07
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2012T2;11.749,75
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2012T1;13.782,86
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2011T4;6.946,13
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2011T3;4.573,55
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2011T2;11.477,04
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2011T1;10.707,69
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2010T4;5.547,01
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2010T3;5.417,54
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2010T2;7.451,1
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2010T1;5.838,62
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2009T4;6.745,24
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2009T3;6.559,99
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2009T2;9.234,29
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2009T1;7.587,77
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2008T4;6.656,37
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2008T3;9.421
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2008T2;2.051,11
H Transporte y almacenamiento;Coste indemnización por trabajador despedido;2008T1;8.523,15
I Hostelería;Percepciones por día de IT;2024T4;10,44
I Hostelería;Percepciones por día de IT;2024T3;9,26
I Hostelería;Percepciones por día de IT;2024T2;9,63
I Hostelería;Percepciones por día de IT;2024T1;9,73
I Hostelería;Percepciones por día de IT;2023T4;8,79
I Hostelería;Percepciones por día de IT;2023T3;9,14
I Hostelería;Percepciones por día de IT;2023T2;9,46
I Hostelería;Percepciones por día de IT;2023T1;9,14
I Hostelería;Percepciones por día de IT;2022T4;8,25
I Hostelería;Percepciones por día de IT;2022T3;9,21
I Hostelería;Percepciones por día de IT;2022T2;10,05
I Hostelería;Percepciones por día de IT;2022T1;7,12
I Hostelería;Percepciones por día de IT;2021T4;9,3
I Hostelería;Percepciones por día de IT;2021T3;14,04
I Hostelería;Percepciones por día de IT;2021T2;12,45
I Hostelería;Percepciones por día de IT;2021T1;11,34
I Hostelería;Percepciones por día de IT;2020T4;9,05
I Hostelería;Percepciones por día de IT;2020T3;11,67
I Hostelería;Percepciones por día de IT;2020T2;14,74
I Hostelería;Percepciones por día de IT;2020T1;9,79
I Hostelería;Percepciones por día de IT;2019T4;9,62
I Hostelería;Percepciones por día de IT;2019T3;10
I Hostelería;Percepciones por día de IT;2019T2;9,45
I Hostelería;Percepciones por día de IT;2019T1;8,15
I Hostelería;Percepciones por día de IT;2018T4;9,05
I Hostelería;Percepciones por día de IT;2018T3;9,56
I Hostelería;Percepciones por día de IT;2018T2;9,66
I Hostelería;Percepciones por día de IT;2018T1;9,13
I Hostelería;Percepciones por día de IT;2017T4;9,03
I Hostelería;Percepciones por día de IT;2017T3;9,16
I Hostelería;Percepciones por día de IT;2017T2;10,55
I Hostelería;Percepciones por día de IT;2017T1;10,27
I Hostelería;Percepciones por día de IT;2016T4;8,12
I Hostelería;Percepciones por día de IT;2016T3;8,97
I Hostelería;Percepciones por día de IT;2016T2;11,19
I Hostelería;Percepciones por día de IT;2016T1;8,26
I Hostelería;Percepciones por día de IT;2015T4;9,02
I Hostelería;Percepciones por día de IT;2015T3;8,6
I Hostelería;Percepciones por día de IT;2015T2;10,16
I Hostelería;Percepciones por día de IT;2015T1;8,58
I Hostelería;Percepciones por día de IT;2014T4;10,54
I Hostelería;Percepciones por día de IT;2014T3;9,96
I Hostelería;Percepciones por día de IT;2014T2;11,22
I Hostelería;Percepciones por día de IT;2014T1;11,28
I Hostelería;Percepciones por día de IT;2013T4;10,77
I Hostelería;Percepciones por día de IT;2013T3;9,77
I Hostelería;Percepciones por día de IT;2013T2;10,5
I Hostelería;Percepciones por día de IT;2013T1;11,58
I Hostelería;Percepciones por día de IT;2012T4;10,41
I Hostelería;Percepciones por día de IT;2012T3;11,15
I Hostelería;Percepciones por día de IT;2012T2;9,95
I Hostelería;Percepciones por día de IT;2012T1;9,93
I Hostelería;Percepciones por día de IT;2011T4;11,58
I Hostelería;Percepciones por día de IT;2011T3;9,9
I Hostelería;Percepciones por día de IT;2011T2;9,68
I Hostelería;Percepciones por día de IT;2011T1;11,57
I Hostelería;Percepciones por día de IT;2010T4;10,52
I Hostelería;Percepciones por día de IT;2010T3;9,96
I Hostelería;Percepciones por día de IT;2010T2;9,16
I Hostelería;Percepciones por día de IT;2010T1;10,34
I Hostelería;Percepciones por día de IT;2009T4;10,12
I Hostelería;Percepciones por día de IT;2009T3;10,43
I Hostelería;Percepciones por día de IT;2009T2;10,4
I Hostelería;Percepciones por día de IT;2009T1;9,84
I Hostelería;Percepciones por día de IT;2008T4;9,48
I Hostelería;Percepciones por día de IT;2008T3;9,81
I Hostelería;Percepciones por día de IT;2008T2;10,1
I Hostelería;Percepciones por día de IT;2008T1;9,62
I Hostelería;Coste indemnización por trabajador despedido;2024T4;3.188,7
I Hostelería;Coste indemnización por trabajador despedido;2024T3;2.936,1
I Hostelería;Coste indemnización por trabajador despedido;2024T2;2.215,4
I Hostelería;Coste indemnización por trabajador despedido;2024T1;2.205,35
I Hostelería;Coste indemnización por trabajador despedido;2023T4;4.425,66
I Hostelería;Coste indemnización por trabajador despedido;2023T3;1.662,65
I Hostelería;Coste indemnización por trabajador despedido;2023T2;5.024,38
I Hostelería;Coste indemnización por trabajador despedido;2023T1;2.898,67
I Hostelería;Coste indemnización por trabajador despedido;2022T4;1.972,03
I Hostelería;Coste indemnización por trabajador despedido;2022T3;3.062,93
I Hostelería;Coste indemnización por trabajador despedido;2022T2;2.435,93
I Hostelería;Coste indemnización por trabajador despedido;2022T1;1.324,96
I Hostelería;Coste indemnización por trabajador despedido;2021T4;2.885,48
I Hostelería;Coste indemnización por trabajador despedido;2021T3;10.044,45
I Hostelería;Coste indemnización por trabajador despedido;2021T2;1.262,17
I Hostelería;Coste indemnización por trabajador despedido;2021T1;3.296,16
I Hostelería;Coste indemnización por trabajador despedido;2020T4;3.878,95
I Hostelería;Coste indemnización por trabajador despedido;2020T3;1.237,65
I Hostelería;Coste indemnización por trabajador despedido;2020T2;1.507,15
I Hostelería;Coste indemnización por trabajador despedido;2020T1;1.628,21
I Hostelería;Coste indemnización por trabajador despedido;2019T4;2.463,24
I Hostelería;Coste indemnización por trabajador despedido;2019T3;2.230,11
I Hostelería;Coste indemnización por trabajador despedido;2019T2;3.020,13
I Hostelería;Coste indemnización por trabajador despedido;2019T1;2.214,12
I Hostelería;Coste indemnización por trabajador despedido;2018T4;1.123,06
I Hostelería;Coste indemnización por trabajador despedido;2018T3;1.516,47
I Hostelería;Coste indemnización por trabajador despedido;2018T2;116,84
I Hostelería;Coste indemnización por trabajador despedido;2018T1;2.252,8
I Hostelería;Coste indemnización por trabajador despedido;2017T4;2.232,08
I Hostelería;Coste indemnización por trabajador despedido;2017T3;1.231,32
I Hostelería;Coste indemnización por trabajador despedido;2017T2;4.247,99
I Hostelería;Coste indemnización por trabajador despedido;2017T1;2.214,38
I Hostelería;Coste indemnización por trabajador despedido;2016T4;3.182,98
I Hostelería;Coste indemnización por trabajador despedido;2016T3;1.538,31
I Hostelería;Coste indemnización por trabajador despedido;2016T2;2.910,59
I Hostelería;Coste indemnización por trabajador despedido;2016T1;1.738,08
I Hostelería;Coste indemnización por trabajador despedido;2015T4;3.023,44
I Hostelería;Coste indemnización por trabajador despedido;2015T3;1.993,37
I Hostelería;Coste indemnización por trabajador despedido;2015T2;3.577,75
I Hostelería;Coste indemnización por trabajador despedido;2015T1;3.672,29
I Hostelería;Coste indemnización por trabajador despedido;2014T4;1.122,07
I Hostelería;Coste indemnización por trabajador despedido;2014T3;2.475,86
I Hostelería;Coste indemnización por trabajador despedido;2014T2;3.685,71
I Hostelería;Coste indemnización por trabajador despedido;2014T1;5.715,4
I Hostelería;Coste indemnización por trabajador despedido;2013T4;5.778,24
I Hostelería;Coste indemnización por trabajador despedido;2013T3;5.016,12
I Hostelería;Coste indemnización por trabajador despedido;2013T2;1.972,42
I Hostelería;Coste indemnización por trabajador despedido;2013T1;4.218,25
I Hostelería;Coste indemnización por trabajador despedido;2012T4;2.259,15
I Hostelería;Coste indemnización por trabajador despedido;2012T3;1.810,21
I Hostelería;Coste indemnización por trabajador despedido;2012T2;2.375,19
I Hostelería;Coste indemnización por trabajador despedido;2012T1;4.557,81
I Hostelería;Coste indemnización por trabajador despedido;2011T4;4.553,04
I Hostelería;Coste indemnización por trabajador despedido;2011T3;2.881,69
I Hostelería;Coste indemnización por trabajador despedido;2011T2;4.251,73
I Hostelería;Coste indemnización por trabajador despedido;2011T1;2.683,75
I Hostelería;Coste indemnización por trabajador despedido;2010T4;3.306,21
I Hostelería;Coste indemnización por trabajador despedido;2010T3;2.349,67
I Hostelería;Coste indemnización por trabajador despedido;2010T2;4.133,13
I Hostelería;Coste indemnización por trabajador despedido;2010T1;2.341,07
I Hostelería;Coste indemnización por trabajador despedido;2009T4;4.227,52
I Hostelería;Coste indemnización por trabajador despedido;2009T3;2.395,99
I Hostelería;Coste indemnización por trabajador despedido;2009T2;3.685,29
I Hostelería;Coste indemnización por trabajador despedido;2009T1;4.412,84
I Hostelería;Coste indemnización por trabajador despedido;2008T4;4.092,89
I Hostelería;Coste indemnización por trabajador despedido;2008T3;2.451,73
I Hostelería;Coste indemnización por trabajador despedido;2008T2;4.675,74
I Hostelería;Coste indemnización por trabajador despedido;2008T1;3.136,4
J Información y comunicaciones;Percepciones por día de IT;2024T4;28,17
J Información y comunicaciones;Percepciones por día de IT;2024T3;25,12
J Información y comunicaciones;Percepciones por día de IT;2024T2;25,48
J Información y comunicaciones;Percepciones por día de IT;2024T1;27,23
J Información y comunicaciones;Percepciones por día de IT;2023T4;28,12
J Información y comunicaciones;Percepciones por día de IT;2023T3;24,32
J Información y comunicaciones;Percepciones por día de IT;2023T2;25,57
J Información y comunicaciones;Percepciones por día de IT;2023T1;25,86
J Información y comunicaciones;Percepciones por día de IT;2022T4;26,67
J Información y comunicaciones;Percepciones por día de IT;2022T3;23,74
J Información y comunicaciones;Percepciones por día de IT;2022T2;24,82
J Información y comunicaciones;Percepciones por día de IT;2022T1;20,04
J Información y comunicaciones;Percepciones por día de IT;2021T4;23,48
J Información y comunicaciones;Percepciones por día de IT;2021T3;22,17
J Información y comunicaciones;Percepciones por día de IT;2021T2;25,97
J Información y comunicaciones;Percepciones por día de IT;2021T1;24,07
J Información y comunicaciones;Percepciones por día de IT;2020T4;22,22
J Información y comunicaciones;Percepciones por día de IT;2020T3;21,14
J Información y comunicaciones;Percepciones por día de IT;2020T2;22,27
J Información y comunicaciones;Percepciones por día de IT;2020T1;27,04
J Información y comunicaciones;Percepciones por día de IT;2019T4;25,02
J Información y comunicaciones;Percepciones por día de IT;2019T3;22,46
J Información y comunicaciones;Percepciones por día de IT;2019T2;25,91
J Información y comunicaciones;Percepciones por día de IT;2019T1;30,97
J Información y comunicaciones;Percepciones por día de IT;2018T4;26,96
J Información y comunicaciones;Percepciones por día de IT;2018T3;24,92
J Información y comunicaciones;Percepciones por día de IT;2018T2;24,04
J Información y comunicaciones;Percepciones por día de IT;2018T1;29,33
J Información y comunicaciones;Percepciones por día de IT;2017T4;25,03
J Información y comunicaciones;Percepciones por día de IT;2017T3;24,95
J Información y comunicaciones;Percepciones por día de IT;2017T2;24,07
J Información y comunicaciones;Percepciones por día de IT;2017T1;26,35
J Información y comunicaciones;Percepciones por día de IT;2016T4;28,94
J Información y comunicaciones;Percepciones por día de IT;2016T3;20,96
J Información y comunicaciones;Percepciones por día de IT;2016T2;37,91
J Información y comunicaciones;Percepciones por día de IT;2016T1;24,3
J Información y comunicaciones;Percepciones por día de IT;2015T4;25,46
J Información y comunicaciones;Percepciones por día de IT;2015T3;21,92
J Información y comunicaciones;Percepciones por día de IT;2015T2;22,56
J Información y comunicaciones;Percepciones por día de IT;2015T1;28,94
J Información y comunicaciones;Percepciones por día de IT;2014T4;23,05
J Información y comunicaciones;Percepciones por día de IT;2014T3;21,78
J Información y comunicaciones;Percepciones por día de IT;2014T2;26,19
J Información y comunicaciones;Percepciones por día de IT;2014T1;29,14
J Información y comunicaciones;Percepciones por día de IT;2013T4;43,06
J Información y comunicaciones;Percepciones por día de IT;2013T3;33,66
J Información y comunicaciones;Percepciones por día de IT;2013T2;32,34
J Información y comunicaciones;Percepciones por día de IT;2013T1;30,98
J Información y comunicaciones;Percepciones por día de IT;2012T4;30,97
J Información y comunicaciones;Percepciones por día de IT;2012T3;26,52
J Información y comunicaciones;Percepciones por día de IT;2012T2;30,01
J Información y comunicaciones;Percepciones por día de IT;2012T1;34,01
J Información y comunicaciones;Percepciones por día de IT;2011T4;33,32
J Información y comunicaciones;Percepciones por día de IT;2011T3;28,22
J Información y comunicaciones;Percepciones por día de IT;2011T2;31,62
J Información y comunicaciones;Percepciones por día de IT;2011T1;32,12
J Información y comunicaciones;Percepciones por día de IT;2010T4;27,96
J Información y comunicaciones;Percepciones por día de IT;2010T3;29,11
J Información y comunicaciones;Percepciones por día de IT;2010T2;31,62
J Información y comunicaciones;Percepciones por día de IT;2010T1;28,95
J Información y comunicaciones;Percepciones por día de IT;2009T4;31,88
J Información y comunicaciones;Percepciones por día de IT;2009T3;26,92
J Información y comunicaciones;Percepciones por día de IT;2009T2;33,3
J Información y comunicaciones;Percepciones por día de IT;2009T1;32,45
J Información y comunicaciones;Percepciones por día de IT;2008T4;32,54
J Información y comunicaciones;Percepciones por día de IT;2008T3;30,79
J Información y comunicaciones;Percepciones por día de IT;2008T2;30,96
J Información y comunicaciones;Percepciones por día de IT;2008T1;33,81
J Información y comunicaciones;Coste indemnización por trabajador despedido;2024T4;16.048,54
J Información y comunicaciones;Coste indemnización por trabajador despedido;2024T3;24.913,82
J Información y comunicaciones;Coste indemnización por trabajador despedido;2024T2;23.945,61
J Información y comunicaciones;Coste indemnización por trabajador despedido;2024T1;15.031,54
J Información y comunicaciones;Coste indemnización por trabajador despedido;2023T4;13.654,14
J Información y comunicaciones;Coste indemnización por trabajador despedido;2023T3;12.193,19
J Información y comunicaciones;Coste indemnización por trabajador despedido;2023T2;17.544,54
J Información y comunicaciones;Coste indemnización por trabajador despedido;2023T1;28.764
J Información y comunicaciones;Coste indemnización por trabajador despedido;2022T4;12.949,19
J Información y comunicaciones;Coste indemnización por trabajador despedido;2022T3;9.936,82
J Información y comunicaciones;Coste indemnización por trabajador despedido;2022T2;24.072,07
J Información y comunicaciones;Coste indemnización por trabajador despedido;2022T1;15.949,15
J Información y comunicaciones;Coste indemnización por trabajador despedido;2021T4;18.306,07
J Información y comunicaciones;Coste indemnización por trabajador despedido;2021T3;24.897,9
J Información y comunicaciones;Coste indemnización por trabajador despedido;2021T2;17.397,55
J Información y comunicaciones;Coste indemnización por trabajador despedido;2021T1;28.179,54
J Información y comunicaciones;Coste indemnización por trabajador despedido;2020T4;15.292,07
J Información y comunicaciones;Coste indemnización por trabajador despedido;2020T3;11.394,62
J Información y comunicaciones;Coste indemnización por trabajador despedido;2020T2;19.880,67
J Información y comunicaciones;Coste indemnización por trabajador despedido;2020T1;10.893,3
J Información y comunicaciones;Coste indemnización por trabajador despedido;2019T4;12.464,61
J Información y comunicaciones;Coste indemnización por trabajador despedido;2019T3;22.859,41
J Información y comunicaciones;Coste indemnización por trabajador despedido;2019T2;20.177,73
J Información y comunicaciones;Coste indemnización por trabajador despedido;2019T1;18.333,38
J Información y comunicaciones;Coste indemnización por trabajador despedido;2018T4;12.070,63
J Información y comunicaciones;Coste indemnización por trabajador despedido;2018T3;18.386,49
J Información y comunicaciones;Coste indemnización por trabajador despedido;2018T2;17.161,34
J Información y comunicaciones;Coste indemnización por trabajador despedido;2018T1;15.593,27
J Información y comunicaciones;Coste indemnización por trabajador despedido;2017T4;18.550,37
J Información y comunicaciones;Coste indemnización por trabajador despedido;2017T3;23.534,1
J Información y comunicaciones;Coste indemnización por trabajador despedido;2017T2;21.250,22
J Información y comunicaciones;Coste indemnización por trabajador despedido;2017T1;26.870,79
J Información y comunicaciones;Coste indemnización por trabajador despedido;2016T4;12.358,93
J Información y comunicaciones;Coste indemnización por trabajador despedido;2016T3;13.904,56
J Información y comunicaciones;Coste indemnización por trabajador despedido;2016T2;20.625,69
J Información y comunicaciones;Coste indemnización por trabajador despedido;2016T1;34.570,3
J Información y comunicaciones;Coste indemnización por trabajador despedido;2015T4;30.987,24
J Información y comunicaciones;Coste indemnización por trabajador despedido;2015T3;22.701,61
J Información y comunicaciones;Coste indemnización por trabajador despedido;2015T2;13.988,62
J Información y comunicaciones;Coste indemnización por trabajador despedido;2015T1;14.782,71
J Información y comunicaciones;Coste indemnización por trabajador despedido;2014T4;15.605,78
J Información y comunicaciones;Coste indemnización por trabajador despedido;2014T3;22.358,45
J Información y comunicaciones;Coste indemnización por trabajador despedido;2014T2;19.240,85
J Información y comunicaciones;Coste indemnización por trabajador despedido;2014T1;24.240,93
J Información y comunicaciones;Coste indemnización por trabajador despedido;2013T4;23.022,74
J Información y comunicaciones;Coste indemnización por trabajador despedido;2013T3;18.819,91
J Información y comunicaciones;Coste indemnización por trabajador despedido;2013T2;21.742
J Información y comunicaciones;Coste indemnización por trabajador despedido;2013T1;15.981,79
J Información y comunicaciones;Coste indemnización por trabajador despedido;2012T4;19.215,18
J Información y comunicaciones;Coste indemnización por trabajador despedido;2012T3;15.190,65
J Información y comunicaciones;Coste indemnización por trabajador despedido;2012T2;21.371,26
J Información y comunicaciones;Coste indemnización por trabajador despedido;2012T1;17.965,62
J Información y comunicaciones;Coste indemnización por trabajador despedido;2011T4;20.350,71
J Información y comunicaciones;Coste indemnización por trabajador despedido;2011T3;17.645,65
J Información y comunicaciones;Coste indemnización por trabajador despedido;2011T2;13.961,23
J Información y comunicaciones;Coste indemnización por trabajador despedido;2011T1;25.136,05
J Información y comunicaciones;Coste indemnización por trabajador despedido;2010T4;28.940,36
J Información y comunicaciones;Coste indemnización por trabajador despedido;2010T3;15.420,16
J Información y comunicaciones;Coste indemnización por trabajador despedido;2010T2;20.193,89
J Información y comunicaciones;Coste indemnización por trabajador despedido;2010T1;24.378,42
J Información y comunicaciones;Coste indemnización por trabajador despedido;2009T4;16.390,83
J Información y comunicaciones;Coste indemnización por trabajador despedido;2009T3;13.632,12
J Información y comunicaciones;Coste indemnización por trabajador despedido;2009T2;17.222,07
J Información y comunicaciones;Coste indemnización por trabajador despedido;2009T1;15.274,49
J Información y comunicaciones;Coste indemnización por trabajador despedido;2008T4;27.791,79
J Información y comunicaciones;Coste indemnización por trabajador despedido;2008T3;19.853,22
J Información y comunicaciones;Coste indemnización por trabajador despedido;2008T2;11.025,91
J Información y comunicaciones;Coste indemnización por trabajador despedido;2008T1;11.127,63
K Actividades financieras y de seguros;Percepciones por día de IT;2024T4;30,25
K Actividades financieras y de seguros;Percepciones por día de IT;2024T3;27,08
K Actividades financieras y de seguros;Percepciones por día de IT;2024T2;31,18
K Actividades financieras y de seguros;Percepciones por día de IT;2024T1;31,53
K Actividades financieras y de seguros;Percepciones por día de IT;2023T4;30,11
K Actividades financieras y de seguros;Percepciones por día de IT;2023T3;27,4
K Actividades financieras y de seguros;Percepciones por día de IT;2023T2;29,74
K Actividades financieras y de seguros;Percepciones por día de IT;2023T1;32,02
K Actividades financieras y de seguros;Percepciones por día de IT;2022T4;31,76
K Actividades financieras y de seguros;Percepciones por día de IT;2022T3;26,22
K Actividades financieras y de seguros;Percepciones por día de IT;2022T2;31,86
K Actividades financieras y de seguros;Percepciones por día de IT;2022T1;28,62
K Actividades financieras y de seguros;Percepciones por día de IT;2021T4;29,52
K Actividades financieras y de seguros;Percepciones por día de IT;2021T3;24,39
K Actividades financieras y de seguros;Percepciones por día de IT;2021T2;30,52
K Actividades financieras y de seguros;Percepciones por día de IT;2021T1;29,08
K Actividades financieras y de seguros;Percepciones por día de IT;2020T4;26,87
K Actividades financieras y de seguros;Percepciones por día de IT;2020T3;24,47
K Actividades financieras y de seguros;Percepciones por día de IT;2020T2;22,47
K Actividades financieras y de seguros;Percepciones por día de IT;2020T1;32,93
K Actividades financieras y de seguros;Percepciones por día de IT;2019T4;29,32
K Actividades financieras y de seguros;Percepciones por día de IT;2019T3;26,8
K Actividades financieras y de seguros;Percepciones por día de IT;2019T2;33,86
K Actividades financieras y de seguros;Percepciones por día de IT;2019T1;38,27
K Actividades financieras y de seguros;Percepciones por día de IT;2018T4;35,59
K Actividades financieras y de seguros;Percepciones por día de IT;2018T3;33,78
K Actividades financieras y de seguros;Percepciones por día de IT;2018T2;36,76
K Actividades financieras y de seguros;Percepciones por día de IT;2018T1;41,17
K Actividades financieras y de seguros;Percepciones por día de IT;2017T4;36,53
K Actividades financieras y de seguros;Percepciones por día de IT;2017T3;35,39
K Actividades financieras y de seguros;Percepciones por día de IT;2017T2;38,56
K Actividades financieras y de seguros;Percepciones por día de IT;2017T1;42,44
K Actividades financieras y de seguros;Percepciones por día de IT;2016T4;43,09
K Actividades financieras y de seguros;Percepciones por día de IT;2016T3;41,86
K Actividades financieras y de seguros;Percepciones por día de IT;2016T2;44,43
K Actividades financieras y de seguros;Percepciones por día de IT;2016T1;47,15
K Actividades financieras y de seguros;Percepciones por día de IT;2015T4;51,99
K Actividades financieras y de seguros;Percepciones por día de IT;2015T3;51,16
K Actividades financieras y de seguros;Percepciones por día de IT;2015T2;49,79
K Actividades financieras y de seguros;Percepciones por día de IT;2015T1;54,57
K Actividades financieras y de seguros;Percepciones por día de IT;2014T4;51,22
K Actividades financieras y de seguros;Percepciones por día de IT;2014T3;50,13
K Actividades financieras y de seguros;Percepciones por día de IT;2014T2;53,46
K Actividades financieras y de seguros;Percepciones por día de IT;2014T1;55,9
K Actividades financieras y de seguros;Percepciones por día de IT;2013T4;50,7
K Actividades financieras y de seguros;Percepciones por día de IT;2013T3;56,52
K Actividades financieras y de seguros;Percepciones por día de IT;2013T2;52,22
K Actividades financieras y de seguros;Percepciones por día de IT;2013T1;56,73
K Actividades financieras y de seguros;Percepciones por día de IT;2012T4;52,87
K Actividades financieras y de seguros;Percepciones por día de IT;2012T3;49,81
K Actividades financieras y de seguros;Percepciones por día de IT;2012T2;51,09
K Actividades financieras y de seguros;Percepciones por día de IT;2012T1;49,91
K Actividades financieras y de seguros;Percepciones por día de IT;2011T4;47,11
K Actividades financieras y de seguros;Percepciones por día de IT;2011T3;48,65
K Actividades financieras y de seguros;Percepciones por día de IT;2011T2;51,99
K Actividades financieras y de seguros;Percepciones por día de IT;2011T1;53,54
K Actividades financieras y de seguros;Percepciones por día de IT;2010T4;46,52
K Actividades financieras y de seguros;Percepciones por día de IT;2010T3;45,56
K Actividades financieras y de seguros;Percepciones por día de IT;2010T2;48,36
K Actividades financieras y de seguros;Percepciones por día de IT;2010T1;47,08
K Actividades financieras y de seguros;Percepciones por día de IT;2009T4;46,88
K Actividades financieras y de seguros;Percepciones por día de IT;2009T3;45,64
K Actividades financieras y de seguros;Percepciones por día de IT;2009T2;45,95
K Actividades financieras y de seguros;Percepciones por día de IT;2009T1;45,41
K Actividades financieras y de seguros;Percepciones por día de IT;2008T4;41,62
K Actividades financieras y de seguros;Percepciones por día de IT;2008T3;39,38
K Actividades financieras y de seguros;Percepciones por día de IT;2008T2;41,91
K Actividades financieras y de seguros;Percepciones por día de IT;2008T1;43,92
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2024T4;40.736,96
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2024T3;24.702,13
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2024T2;25.315,93
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2024T1;19.444,99
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2023T4;23.202,51
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2023T3;10.277,27
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2023T2;12.040,98
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2023T1;42.073,31
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2022T4;70.919,92
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2022T3;40.726,89
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2022T2;51.948,01
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2022T1;78.659,83
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2021T4;63.393,24
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2021T3;31.419,35
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2021T2;47.539,62
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2021T1;38.436,98
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2020T4;139.455,7
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2020T3;36.976,35
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2020T2;47.555,98
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2020T1;39.046,69
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2019T4;41.021,58
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2019T3;22.037,11
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2019T2;25.470,27
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2019T1;40.914,71
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2018T4;51.714,18
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2018T3;58.888,6
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2018T2;96.929,66
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2018T1;71.782,74
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2017T4;76.432,41
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2017T3;112.155,6
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2017T2;45.028,24
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2017T1;28.487,64
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2016T4;17.082,46
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2016T3;26.575,25
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2016T2;55.798,77
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2016T1;50.503,11
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2015T4;49.766,47
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2015T3;131.319,9
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2015T2;76.835,39
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2015T1;54.313,08
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2014T4;60.726,12
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2014T3;71.000,39
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2014T2;62.679,02
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2014T1;78.005,54
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2013T4;68.268,4
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2013T3;99.621,86
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2013T2;41.839,71
