Secciones de la CNAE-09;Componentes del coste;Periodo;Total
K Actividades financieras y de seguros;Coste por percepciones no salariales;2019T3;247,27
K Actividades financieras y de seguros;Coste por percepciones no salariales;2019T2;98,68
K Actividades financieras y de seguros;Coste por percepciones no salariales;2019T1;176,72
K Actividades financieras y de seguros;Coste por percepciones no salariales;2018T4;168,48
K Actividades financieras y de seguros;Coste por percepciones no salariales;2018T3;235,04
K Actividades financieras y de seguros;Coste por percepciones no salariales;2018T2;210,2
K Actividades financieras y de seguros;Coste por percepciones no salariales;2018T1;232,14
K Actividades financieras y de seguros;Coste por percepciones no salariales;2017T4;225,26
K Actividades financieras y de seguros;Coste por percepciones no salariales;2017T3;260,51
K Actividades financieras y de seguros;Coste por percepciones no salariales;2017T2;170,64
K Actividades financieras y de seguros;Coste por percepciones no salariales;2017T1;235,29
K Actividades financieras y de seguros;Coste por percepciones no salariales;2016T4;197,81
K Actividades financieras y de seguros;Coste por percepciones no salariales;2016T3;237,13
K Actividades financieras y de seguros;Coste por percepciones no salariales;2016T2;213,89
K Actividades financieras y de seguros;Coste por percepciones no salariales;2016T1;247,78
K Actividades financieras y de seguros;Coste por percepciones no salariales;2015T4;186,52
K Actividades financieras y de seguros;Coste por percepciones no salariales;2015T3;384,69
K Actividades financieras y de seguros;Coste por percepciones no salariales;2015T2;215,55
K Actividades financieras y de seguros;Coste por percepciones no salariales;2015T1;304,11
K Actividades financieras y de seguros;Coste por percepciones no salariales;2014T4;192,16
K Actividades financieras y de seguros;Coste por percepciones no salariales;2014T3;254,54
K Actividades financieras y de seguros;Coste por percepciones no salariales;2014T2;239,43
K Actividades financieras y de seguros;Coste por percepciones no salariales;2014T1;440,19
K Actividades financieras y de seguros;Coste por percepciones no salariales;2013T4;364,81
K Actividades financieras y de seguros;Coste por percepciones no salariales;2013T3;507,46
K Actividades financieras y de seguros;Coste por percepciones no salariales;2013T2;167,94
K Actividades financieras y de seguros;Coste por percepciones no salariales;2013T1;337,42
K Actividades financieras y de seguros;Coste por percepciones no salariales;2012T4;165,79
K Actividades financieras y de seguros;Coste por percepciones no salariales;2012T3;205,91
K Actividades financieras y de seguros;Coste por percepciones no salariales;2012T2;223,53
K Actividades financieras y de seguros;Coste por percepciones no salariales;2012T1;365,91
K Actividades financieras y de seguros;Coste por percepciones no salariales;2011T4;201,44
K Actividades financieras y de seguros;Coste por percepciones no salariales;2011T3;375,19
K Actividades financieras y de seguros;Coste por percepciones no salariales;2011T2;439,81
K Actividades financieras y de seguros;Coste por percepciones no salariales;2011T1;374,19
K Actividades financieras y de seguros;Coste por percepciones no salariales;2010T4;175,73
K Actividades financieras y de seguros;Coste por percepciones no salariales;2010T3;179,58
K Actividades financieras y de seguros;Coste por percepciones no salariales;2010T2;157,49
K Actividades financieras y de seguros;Coste por percepciones no salariales;2010T1;155,66
K Actividades financieras y de seguros;Coste por percepciones no salariales;2009T4;139,26
K Actividades financieras y de seguros;Coste por percepciones no salariales;2009T3;172,92
K Actividades financieras y de seguros;Coste por percepciones no salariales;2009T2;142,88
K Actividades financieras y de seguros;Coste por percepciones no salariales;2009T1;171,03
K Actividades financieras y de seguros;Coste por percepciones no salariales;2008T4;141,11
K Actividades financieras y de seguros;Coste por percepciones no salariales;2008T3;126,16
K Actividades financieras y de seguros;Coste por percepciones no salariales;2008T2;133,43
K Actividades financieras y de seguros;Coste por percepciones no salariales;2008T1;163,34
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2024T4;1.198,93
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2024T3;1.184,02
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2024T2;1.196,12
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2024T1;1.180,7
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2023T4;1.143,31
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2023T3;1.131,32
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2023T2;1.129,01
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2023T1;1.119,02
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2022T4;1.056
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2022T3;1.047,24
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2022T2;1.046,58
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2022T1;1.061,49
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2021T4;1.046,97
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2021T3;1.033,66
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2021T2;1.036,17
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2021T1;1.042,5
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2020T4;1.044,65
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2020T3;1.023,03
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2020T2;1.030,19
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2020T1;1.039,61
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2019T4;1.042,63
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2019T3;1.030,69
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2019T2;1.036,7
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2019T1;1.027,74
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2018T4;976,05
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2018T3;965,19
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2018T2;968,3
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2018T1;976,17
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2017T4;963,96
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2017T3;954,06
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2017T2;960,98
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2017T1;960,69
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2016T4;941,14
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2016T3;930,71
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2016T2;937,6
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2016T1;935,49
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2015T4;933,34
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2015T3;926,69
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2015T2;930,32
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2015T1;933,95
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2014T4;926,91
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2014T3;919,1
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2014T2;921,24
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2014T1;915,03
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2013T4;893,34
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2013T3;884,14
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2013T2;886,68
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2013T1;882,01
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2012T4;864,21
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2012T3;862,26
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2012T2;859,46
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2012T1;861,07
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2011T4;858,41
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2011T3;852,14
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2011T2;857,17
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2011T1;856,76
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2010T4;851,37
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2010T3;844,54
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2010T2;845,37
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2010T1;842,18
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2009T4;836,57
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2009T3;827,62
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2009T2;827,37
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2009T1;828,8
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2008T4;806,51
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2008T3;798,94
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2008T2;807,4
K Actividades financieras y de seguros;Coste por cotizaciones obligatorias;2008T1;810,64
K Actividades financieras y de seguros;Coste por contingencias comunes;2024T4;864,13
K Actividades financieras y de seguros;Coste por contingencias comunes;2024T3;853,45
K Actividades financieras y de seguros;Coste por contingencias comunes;2024T2;861,92
K Actividades financieras y de seguros;Coste por contingencias comunes;2024T1;851,19
K Actividades financieras y de seguros;Coste por contingencias comunes;2023T4;826,43
K Actividades financieras y de seguros;Coste por contingencias comunes;2023T3;817,63
K Actividades financieras y de seguros;Coste por contingencias comunes;2023T2;815,8
K Actividades financieras y de seguros;Coste por contingencias comunes;2023T1;808,99
K Actividades financieras y de seguros;Coste por contingencias comunes;2022T4;775,3
K Actividades financieras y de seguros;Coste por contingencias comunes;2022T3;768,99
K Actividades financieras y de seguros;Coste por contingencias comunes;2022T2;768,48
K Actividades financieras y de seguros;Coste por contingencias comunes;2022T1;779,3
K Actividades financieras y de seguros;Coste por contingencias comunes;2021T4;768,64
K Actividades financieras y de seguros;Coste por contingencias comunes;2021T3;759,06
K Actividades financieras y de seguros;Coste por contingencias comunes;2021T2;760,99
K Actividades financieras y de seguros;Coste por contingencias comunes;2021T1;765,75
K Actividades financieras y de seguros;Coste por contingencias comunes;2020T4;767,12
K Actividades financieras y de seguros;Coste por contingencias comunes;2020T3;751,31
K Actividades financieras y de seguros;Coste por contingencias comunes;2020T2;757
K Actividades financieras y de seguros;Coste por contingencias comunes;2020T1;763,5
K Actividades financieras y de seguros;Coste por contingencias comunes;2019T4;765,42
K Actividades financieras y de seguros;Coste por contingencias comunes;2019T3;756,83
K Actividades financieras y de seguros;Coste por contingencias comunes;2019T2;761,28
K Actividades financieras y de seguros;Coste por contingencias comunes;2019T1;757,43
K Actividades financieras y de seguros;Coste por contingencias comunes;2018T4;728,93
K Actividades financieras y de seguros;Coste por contingencias comunes;2018T3;720,92
K Actividades financieras y de seguros;Coste por contingencias comunes;2018T2;723,34
K Actividades financieras y de seguros;Coste por contingencias comunes;2018T1;729,26
K Actividades financieras y de seguros;Coste por contingencias comunes;2017T4;719,82
K Actividades financieras y de seguros;Coste por contingencias comunes;2017T3;712,53
K Actividades financieras y de seguros;Coste por contingencias comunes;2017T2;717,8
K Actividades financieras y de seguros;Coste por contingencias comunes;2017T1;717,46
K Actividades financieras y de seguros;Coste por contingencias comunes;2016T4;704,97
K Actividades financieras y de seguros;Coste por contingencias comunes;2016T3;697
K Actividades financieras y de seguros;Coste por contingencias comunes;2016T2;702,25
K Actividades financieras y de seguros;Coste por contingencias comunes;2016T1;701,56
K Actividades financieras y de seguros;Coste por contingencias comunes;2015T4;702,78
K Actividades financieras y de seguros;Coste por contingencias comunes;2015T3;698,02
K Actividades financieras y de seguros;Coste por contingencias comunes;2015T2;700,48
K Actividades financieras y de seguros;Coste por contingencias comunes;2015T1;703,43
K Actividades financieras y de seguros;Coste por contingencias comunes;2014T4;698,49
K Actividades financieras y de seguros;Coste por contingencias comunes;2014T3;692,57
K Actividades financieras y de seguros;Coste por contingencias comunes;2014T2;693,97
K Actividades financieras y de seguros;Coste por contingencias comunes;2014T1;689,44
K Actividades financieras y de seguros;Coste por contingencias comunes;2013T4;673,67
K Actividades financieras y de seguros;Coste por contingencias comunes;2013T3;666,82
K Actividades financieras y de seguros;Coste por contingencias comunes;2013T2;668,61
K Actividades financieras y de seguros;Coste por contingencias comunes;2013T1;667,71
K Actividades financieras y de seguros;Coste por contingencias comunes;2012T4;651,02
K Actividades financieras y de seguros;Coste por contingencias comunes;2012T3;648,71
K Actividades financieras y de seguros;Coste por contingencias comunes;2012T2;646,01
K Actividades financieras y de seguros;Coste por contingencias comunes;2012T1;647,15
K Actividades financieras y de seguros;Coste por contingencias comunes;2011T4;643,93
K Actividades financieras y de seguros;Coste por contingencias comunes;2011T3;641,37
K Actividades financieras y de seguros;Coste por contingencias comunes;2011T2;645,1
K Actividades financieras y de seguros;Coste por contingencias comunes;2011T1;644,66
K Actividades financieras y de seguros;Coste por contingencias comunes;2010T4;640,61
K Actividades financieras y de seguros;Coste por contingencias comunes;2010T3;635,79
K Actividades financieras y de seguros;Coste por contingencias comunes;2010T2;636,31
K Actividades financieras y de seguros;Coste por contingencias comunes;2010T1;633,41
K Actividades financieras y de seguros;Coste por contingencias comunes;2009T4;628,39
K Actividades financieras y de seguros;Coste por contingencias comunes;2009T3;621,92
K Actividades financieras y de seguros;Coste por contingencias comunes;2009T2;621,77
K Actividades financieras y de seguros;Coste por contingencias comunes;2009T1;623,43
K Actividades financieras y de seguros;Coste por contingencias comunes;2008T4;606,09
K Actividades financieras y de seguros;Coste por contingencias comunes;2008T3;600,64
K Actividades financieras y de seguros;Coste por contingencias comunes;2008T2;602,68
K Actividades financieras y de seguros;Coste por contingencias comunes;2008T1;605,44
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2024T4;258,28
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2024T3;254,99
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2024T2;257,33
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2024T1;254,27
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2023T4;246,97
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2023T3;244,31
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2023T2;243,66
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2023T1;241,6
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2022T4;231,48
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2022T3;229,53
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2022T2;229,3
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2022T1;232,8
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2021T4;229,45
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2021T3;226,52
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2021T2;226,79
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2021T1;228,3
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2020T4;228,89
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2020T3;224,36
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2020T2;225,33
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2020T1;227,86
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2019T4;229,03
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2019T3;226,55
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2019T2;227,85
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2019T1;226,65
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2018T4;218,14
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2018T3;215,86
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2018T2;216,38
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2018T1;218,13
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2017T4;215,45
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2017T3;213,15
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2017T2;214,74
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2017T1;214,66
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2016T4;211,23
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2016T3;208,77
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2016T2;210,22
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2016T1;209,97
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2015T4;210,57
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2015T3;209,06
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2015T2;209,87
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2015T1;210,67
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2014T4;209,05
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2014T3;207,47
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2014T2;207,8
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2014T1;206,51
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2013T4;201,66
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2013T3;199,55
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2013T2;199,91
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2013T1;195,57
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2012T4;194,82
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2012T3;194,2
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2012T2;193,49
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2012T1;193,77
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2011T4;192,8
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2011T3;192,27
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2011T2;193,33
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2011T1;193,09
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2010T4;191,84
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2010T3;190,48
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2010T2;190,57
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2010T1;189,73
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2009T4;188,36
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2009T3;186,35
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2009T2;186,46
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2009T1;186,97
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2008T4;181,76
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2008T3;180,49
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2008T2;186,49
K Actividades financieras y de seguros;Coste por desempleo,  Fogasa y F. Profesional;2008T1;187,29
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2024T4;76,52
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2024T3;75,58
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2024T2;76,87
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2024T1;75,24
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2023T4;69,91
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2023T3;69,38
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2023T2;69,55
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2023T1;68,43
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2022T4;49,22
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2022T3;48,72
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2022T2;48,8
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2022T1;49,39
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2021T4;48,88
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2021T3;48,08
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2021T2;48,39
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2021T1;48,45
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2020T4;48,64
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2020T3;47,36
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2020T2;47,86
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2020T1;48,25
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2019T4;48,18
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2019T3;47,31
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2019T2;47,57
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2019T1;43,66
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2018T4;28,98
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2018T3;28,41
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2018T2;28,58
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2018T1;28,78
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2017T4;28,69
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2017T3;28,38
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2017T2;28,44
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2017T1;28,57
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2016T4;24,94
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2016T3;24,94
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2016T2;25,13
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2016T1;23,96
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2015T4;19,99
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2015T3;19,61
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2015T2;19,97
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2015T1;19,85
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2014T4;19,37
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2014T3;19,06
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2014T2;19,47
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2014T1;19,08
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2013T4;18,01
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2013T3;17,77
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2013T2;18,16
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2013T1;18,73
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2012T4;18,37
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2012T3;19,35
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2012T2;19,96
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2012T1;20,15
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2011T4;21,68
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2011T3;18,5
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2011T2;18,74
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2011T1;19,01
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2010T4;18,92
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2010T3;18,27
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2010T2;18,49
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2010T1;19,04
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2009T4;19,82
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2009T3;19,35
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2009T2;19,14
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2009T1;18,4
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2008T4;18,66
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2008T3;17,81
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2008T2;18,23
K Actividades financieras y de seguros;Coste por otras cotizaciones obligatorias;2008T1;17,91
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2024T4;24,59
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2024T3;12,49
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2024T2;12,01
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2024T1;9,9
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2023T4;25
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2023T3;13,79
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2023T2;10,39
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2023T1;7,91
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2022T4;22,97
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2022T3;8,17
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2022T2;6,92
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2022T1;4,39
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2021T4;16,82
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2021T3;6,03
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2021T2;5,44
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2021T1;3,91
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2020T4;16,35
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2020T3;6,12
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2020T2;6,56
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2020T1;4,97
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2019T4;28,45
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2019T3;11,02
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2019T2;8,88
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2019T1;5,23
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2018T4;32,96
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2018T3;13,99
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2018T2;8,31
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2018T1;6
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2017T4;30,78
K Actividades financieras y de seguros;Subvenciones y bonificaciones de la S.Social;2017T3;9,59
