Actividad económica CNAE-09;Periodo;Total
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;2009T2;35,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;2009T1;29,81
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;2008T4;29,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;2008T3;27,62
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;2008T2;30,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;2008T1;27,15
36 Captación, depuración y distribución de agua;2024T4;29,61
36 Captación, depuración y distribución de agua;2024T3;26,19
36 Captación, depuración y distribución de agua;2024T2;26,03
36 Captación, depuración y distribución de agua;2024T1;26,35
36 Captación, depuración y distribución de agua;2023T4;27,9
36 Captación, depuración y distribución de agua;2023T3;25,63
36 Captación, depuración y distribución de agua;2023T2;26,01
36 Captación, depuración y distribución de agua;2023T1;25,75
36 Captación, depuración y distribución de agua;2022T4;26,03
36 Captación, depuración y distribución de agua;2022T3;25,39
36 Captación, depuración y distribución de agua;2022T2;24,77
36 Captación, depuración y distribución de agua;2022T1;24,43
36 Captación, depuración y distribución de agua;2021T4;23,72
36 Captación, depuración y distribución de agua;2021T3;23,48
36 Captación, depuración y distribución de agua;2021T2;24,23
36 Captación, depuración y distribución de agua;2021T1;22,26
36 Captación, depuración y distribución de agua;2020T4;26,59
36 Captación, depuración y distribución de agua;2020T3;24,74
36 Captación, depuración y distribución de agua;2020T2;24,13
36 Captación, depuración y distribución de agua;2020T1;23,36
36 Captación, depuración y distribución de agua;2019T4;23,78
36 Captación, depuración y distribución de agua;2019T3;23,39
36 Captación, depuración y distribución de agua;2019T2;23,71
36 Captación, depuración y distribución de agua;2019T1;22,89
36 Captación, depuración y distribución de agua;2018T4;23,76
36 Captación, depuración y distribución de agua;2018T3;21,94
36 Captación, depuración y distribución de agua;2018T2;21,8
36 Captación, depuración y distribución de agua;2018T1;22,08
36 Captación, depuración y distribución de agua;2017T4;22,36
36 Captación, depuración y distribución de agua;2017T3;21,88
36 Captación, depuración y distribución de agua;2017T2;21,43
36 Captación, depuración y distribución de agua;2017T1;21,22
36 Captación, depuración y distribución de agua;2016T4;21,3
36 Captación, depuración y distribución de agua;2016T3;19,41
36 Captación, depuración y distribución de agua;2016T2;20,21
36 Captación, depuración y distribución de agua;2016T1;20,44
36 Captación, depuración y distribución de agua;2015T4;22,7
36 Captación, depuración y distribución de agua;2015T3;21,18
36 Captación, depuración y distribución de agua;2015T2;21,22
36 Captación, depuración y distribución de agua;2015T1;22,78
36 Captación, depuración y distribución de agua;2014T4;22,03
36 Captación, depuración y distribución de agua;2014T3;21,29
36 Captación, depuración y distribución de agua;2014T2;21,81
36 Captación, depuración y distribución de agua;2014T1;20,54
36 Captación, depuración y distribución de agua;2013T4;20,58
36 Captación, depuración y distribución de agua;2013T3;19,94
36 Captación, depuración y distribución de agua;2013T2;20,49
36 Captación, depuración y distribución de agua;2013T1;20,41
36 Captación, depuración y distribución de agua;2012T4;19,55
36 Captación, depuración y distribución de agua;2012T3;20,11
36 Captación, depuración y distribución de agua;2012T2;21,45
36 Captación, depuración y distribución de agua;2012T1;20,58
36 Captación, depuración y distribución de agua;2011T4;19,18
36 Captación, depuración y distribución de agua;2011T3;19,34
36 Captación, depuración y distribución de agua;2011T2;18,59
36 Captación, depuración y distribución de agua;2011T1;18,9
36 Captación, depuración y distribución de agua;2010T4;18,36
36 Captación, depuración y distribución de agua;2010T3;18,1
36 Captación, depuración y distribución de agua;2010T2;18,83
36 Captación, depuración y distribución de agua;2010T1;19
36 Captación, depuración y distribución de agua;2009T4;18,52
36 Captación, depuración y distribución de agua;2009T3;19,11
36 Captación, depuración y distribución de agua;2009T2;18,79
36 Captación, depuración y distribución de agua;2009T1;19,1
36 Captación, depuración y distribución de agua;2008T4;18,43
36 Captación, depuración y distribución de agua;2008T3;18,93
36 Captación, depuración y distribución de agua;2008T2;17,44
36 Captación, depuración y distribución de agua;2008T1;17,65
37 Recogida y tratamiento de aguas residuales;2024T4;20,78
37 Recogida y tratamiento de aguas residuales;2024T3;21,35
37 Recogida y tratamiento de aguas residuales;2024T2;22,76
37 Recogida y tratamiento de aguas residuales;2024T1;25,46
37 Recogida y tratamiento de aguas residuales;2023T4;23,2
37 Recogida y tratamiento de aguas residuales;2023T3;23,71
37 Recogida y tratamiento de aguas residuales;2023T2;23,01
37 Recogida y tratamiento de aguas residuales;2023T1;22,76
37 Recogida y tratamiento de aguas residuales;2022T4;21,54
37 Recogida y tratamiento de aguas residuales;2022T3;20,68
37 Recogida y tratamiento de aguas residuales;2022T2;20,78
37 Recogida y tratamiento de aguas residuales;2022T1;22,05
37 Recogida y tratamiento de aguas residuales;2021T4;21,36
37 Recogida y tratamiento de aguas residuales;2021T3;20,91
37 Recogida y tratamiento de aguas residuales;2021T2;20,07
37 Recogida y tratamiento de aguas residuales;2021T1;21,53
37 Recogida y tratamiento de aguas residuales;2020T4;19,14
37 Recogida y tratamiento de aguas residuales;2020T3;19,16
37 Recogida y tratamiento de aguas residuales;2020T2;20,9
37 Recogida y tratamiento de aguas residuales;2020T1;20,43
37 Recogida y tratamiento de aguas residuales;2019T4;19,38
37 Recogida y tratamiento de aguas residuales;2019T3;18,89
37 Recogida y tratamiento de aguas residuales;2019T2;18,77
37 Recogida y tratamiento de aguas residuales;2019T1;19,52
37 Recogida y tratamiento de aguas residuales;2018T4;18,71
37 Recogida y tratamiento de aguas residuales;2018T3;18,91
37 Recogida y tratamiento de aguas residuales;2018T2;20,52
37 Recogida y tratamiento de aguas residuales;2018T1;20,09
37 Recogida y tratamiento de aguas residuales;2017T4;18,95
37 Recogida y tratamiento de aguas residuales;2017T3;18,61
37 Recogida y tratamiento de aguas residuales;2017T2;18,55
37 Recogida y tratamiento de aguas residuales;2017T1;18,39
37 Recogida y tratamiento de aguas residuales;2016T4;19,63
37 Recogida y tratamiento de aguas residuales;2016T3;19,19
37 Recogida y tratamiento de aguas residuales;2016T2;17,81
37 Recogida y tratamiento de aguas residuales;2016T1;18,43
37 Recogida y tratamiento de aguas residuales;2015T4;19,52
37 Recogida y tratamiento de aguas residuales;2015T3;19,69
37 Recogida y tratamiento de aguas residuales;2015T2;18,72
37 Recogida y tratamiento de aguas residuales;2015T1;18,68
37 Recogida y tratamiento de aguas residuales;2014T4;19,05
37 Recogida y tratamiento de aguas residuales;2014T3;17,4
37 Recogida y tratamiento de aguas residuales;2014T2;17,55
37 Recogida y tratamiento de aguas residuales;2014T1;17,6
37 Recogida y tratamiento de aguas residuales;2013T4;16,91
37 Recogida y tratamiento de aguas residuales;2013T3;17,53
37 Recogida y tratamiento de aguas residuales;2013T2;17,46
37 Recogida y tratamiento de aguas residuales;2013T1;16,15
37 Recogida y tratamiento de aguas residuales;2012T4;16,82
37 Recogida y tratamiento de aguas residuales;2012T3;17,37
37 Recogida y tratamiento de aguas residuales;2012T2;17,47
37 Recogida y tratamiento de aguas residuales;2012T1;16,96
37 Recogida y tratamiento de aguas residuales;2011T4;16,3
37 Recogida y tratamiento de aguas residuales;2011T3;15,99
37 Recogida y tratamiento de aguas residuales;2011T2;15,8
37 Recogida y tratamiento de aguas residuales;2011T1;16
37 Recogida y tratamiento de aguas residuales;2010T4;15,42
37 Recogida y tratamiento de aguas residuales;2010T3;15,52
37 Recogida y tratamiento de aguas residuales;2010T2;15,71
37 Recogida y tratamiento de aguas residuales;2010T1;15,29
37 Recogida y tratamiento de aguas residuales;2009T4;15,9
37 Recogida y tratamiento de aguas residuales;2009T3;15,61
37 Recogida y tratamiento de aguas residuales;2009T2;15,43
37 Recogida y tratamiento de aguas residuales;2009T1;15,32
37 Recogida y tratamiento de aguas residuales;2008T4;17,32
37 Recogida y tratamiento de aguas residuales;2008T3;20,24
37 Recogida y tratamiento de aguas residuales;2008T2;16,66
37 Recogida y tratamiento de aguas residuales;2008T1;15,11
38 Recogida, tratamiento y eliminación de residuos, valorización;2024T4;20,52
38 Recogida, tratamiento y eliminación de residuos, valorización;2024T3;20,32
38 Recogida, tratamiento y eliminación de residuos, valorización;2024T2;22,06
38 Recogida, tratamiento y eliminación de residuos, valorización;2024T1;20,51
38 Recogida, tratamiento y eliminación de residuos, valorización;2023T4;20,77
38 Recogida, tratamiento y eliminación de residuos, valorización;2023T3;21,43
38 Recogida, tratamiento y eliminación de residuos, valorización;2023T2;21,3
38 Recogida, tratamiento y eliminación de residuos, valorización;2023T1;19,32
38 Recogida, tratamiento y eliminación de residuos, valorización;2022T4;19,27
38 Recogida, tratamiento y eliminación de residuos, valorización;2022T3;19,48
38 Recogida, tratamiento y eliminación de residuos, valorización;2022T2;18,92
38 Recogida, tratamiento y eliminación de residuos, valorización;2022T1;20,11
38 Recogida, tratamiento y eliminación de residuos, valorización;2021T4;18,73
38 Recogida, tratamiento y eliminación de residuos, valorización;2021T3;18,9
38 Recogida, tratamiento y eliminación de residuos, valorización;2021T2;18,8
38 Recogida, tratamiento y eliminación de residuos, valorización;2021T1;18,91
38 Recogida, tratamiento y eliminación de residuos, valorización;2020T4;18,46
38 Recogida, tratamiento y eliminación de residuos, valorización;2020T3;18,39
38 Recogida, tratamiento y eliminación de residuos, valorización;2020T2;17,41
38 Recogida, tratamiento y eliminación de residuos, valorización;2020T1;17,91
38 Recogida, tratamiento y eliminación de residuos, valorización;2019T4;19,87
38 Recogida, tratamiento y eliminación de residuos, valorización;2019T3;17,79
38 Recogida, tratamiento y eliminación de residuos, valorización;2019T2;18,04
38 Recogida, tratamiento y eliminación de residuos, valorización;2019T1;18,8
38 Recogida, tratamiento y eliminación de residuos, valorización;2018T4;17,74
38 Recogida, tratamiento y eliminación de residuos, valorización;2018T3;17,63
38 Recogida, tratamiento y eliminación de residuos, valorización;2018T2;18,62
38 Recogida, tratamiento y eliminación de residuos, valorización;2018T1;18,72
38 Recogida, tratamiento y eliminación de residuos, valorización;2017T4;17,58
38 Recogida, tratamiento y eliminación de residuos, valorización;2017T3;17,17
38 Recogida, tratamiento y eliminación de residuos, valorización;2017T2;17,04
38 Recogida, tratamiento y eliminación de residuos, valorización;2017T1;16,94
38 Recogida, tratamiento y eliminación de residuos, valorización;2016T4;16,94
38 Recogida, tratamiento y eliminación de residuos, valorización;2016T3;17,48
38 Recogida, tratamiento y eliminación de residuos, valorización;2016T2;19,33
38 Recogida, tratamiento y eliminación de residuos, valorización;2016T1;18,01
38 Recogida, tratamiento y eliminación de residuos, valorización;2015T4;18,6
38 Recogida, tratamiento y eliminación de residuos, valorización;2015T3;18,55
38 Recogida, tratamiento y eliminación de residuos, valorización;2015T2;19,25
38 Recogida, tratamiento y eliminación de residuos, valorización;2015T1;17,54
38 Recogida, tratamiento y eliminación de residuos, valorización;2014T4;17,61
38 Recogida, tratamiento y eliminación de residuos, valorización;2014T3;19,05
38 Recogida, tratamiento y eliminación de residuos, valorización;2014T2;18,03
38 Recogida, tratamiento y eliminación de residuos, valorización;2014T1;18,29
38 Recogida, tratamiento y eliminación de residuos, valorización;2013T4;17,47
38 Recogida, tratamiento y eliminación de residuos, valorización;2013T3;15,7
38 Recogida, tratamiento y eliminación de residuos, valorización;2013T2;17,17
38 Recogida, tratamiento y eliminación de residuos, valorización;2013T1;17,28
38 Recogida, tratamiento y eliminación de residuos, valorización;2012T4;17,1
38 Recogida, tratamiento y eliminación de residuos, valorización;2012T3;16,11
38 Recogida, tratamiento y eliminación de residuos, valorización;2012T2;17,92
38 Recogida, tratamiento y eliminación de residuos, valorización;2012T1;16,69
38 Recogida, tratamiento y eliminación de residuos, valorización;2011T4;18,5
38 Recogida, tratamiento y eliminación de residuos, valorización;2011T3;16,66
38 Recogida, tratamiento y eliminación de residuos, valorización;2011T2;17,15
38 Recogida, tratamiento y eliminación de residuos, valorización;2011T1;16,65
38 Recogida, tratamiento y eliminación de residuos, valorización;2010T4;17
38 Recogida, tratamiento y eliminación de residuos, valorización;2010T3;15,15
38 Recogida, tratamiento y eliminación de residuos, valorización;2010T2;16,22
38 Recogida, tratamiento y eliminación de residuos, valorización;2010T1;15,35
38 Recogida, tratamiento y eliminación de residuos, valorización;2009T4;14,58
38 Recogida, tratamiento y eliminación de residuos, valorización;2009T3;14,21
38 Recogida, tratamiento y eliminación de residuos, valorización;2009T2;15
38 Recogida, tratamiento y eliminación de residuos, valorización;2009T1;13,81
38 Recogida, tratamiento y eliminación de residuos, valorización;2008T4;15,16
38 Recogida, tratamiento y eliminación de residuos, valorización;2008T3;14,09
38 Recogida, tratamiento y eliminación de residuos, valorización;2008T2;13,5
38 Recogida, tratamiento y eliminación de residuos, valorización;2008T1;13,3
39 Actividades de descontaminación y otros servicios de gestión de residuos;2024T4;21,53
39 Actividades de descontaminación y otros servicios de gestión de residuos;2024T3;27,02
39 Actividades de descontaminación y otros servicios de gestión de residuos;2024T2;27,27
39 Actividades de descontaminación y otros servicios de gestión de residuos;2024T1;21,63
39 Actividades de descontaminación y otros servicios de gestión de residuos;2023T4;22,85
39 Actividades de descontaminación y otros servicios de gestión de residuos;2023T3;20,42
39 Actividades de descontaminación y otros servicios de gestión de residuos;2023T2;24,38
39 Actividades de descontaminación y otros servicios de gestión de residuos;2023T1;20,79
39 Actividades de descontaminación y otros servicios de gestión de residuos;2022T4;21
39 Actividades de descontaminación y otros servicios de gestión de residuos;2022T3;17,35
39 Actividades de descontaminación y otros servicios de gestión de residuos;2022T2;20,71
39 Actividades de descontaminación y otros servicios de gestión de residuos;2022T1;16,94
39 Actividades de descontaminación y otros servicios de gestión de residuos;2021T4;16,38
39 Actividades de descontaminación y otros servicios de gestión de residuos;2021T3;15,64
39 Actividades de descontaminación y otros servicios de gestión de residuos;2021T2;17,08
39 Actividades de descontaminación y otros servicios de gestión de residuos;2021T1;16,85
39 Actividades de descontaminación y otros servicios de gestión de residuos;2020T4;16,11
39 Actividades de descontaminación y otros servicios de gestión de residuos;2020T3;20
39 Actividades de descontaminación y otros servicios de gestión de residuos;2020T2;15,15
39 Actividades de descontaminación y otros servicios de gestión de residuos;2020T1;30,75
39 Actividades de descontaminación y otros servicios de gestión de residuos;2019T4;11,5
39 Actividades de descontaminación y otros servicios de gestión de residuos;2019T3;12,2
39 Actividades de descontaminación y otros servicios de gestión de residuos;2019T2;13,87
39 Actividades de descontaminación y otros servicios de gestión de residuos;2019T1;14,13
39 Actividades de descontaminación y otros servicios de gestión de residuos;2018T4;13,34
39 Actividades de descontaminación y otros servicios de gestión de residuos;2018T3;11,92
39 Actividades de descontaminación y otros servicios de gestión de residuos;2018T2;11,47
39 Actividades de descontaminación y otros servicios de gestión de residuos;2018T1;12,92
39 Actividades de descontaminación y otros servicios de gestión de residuos;2017T4;14,67
39 Actividades de descontaminación y otros servicios de gestión de residuos;2017T3;20,3
39 Actividades de descontaminación y otros servicios de gestión de residuos;2017T2;14,94
39 Actividades de descontaminación y otros servicios de gestión de residuos;2017T1;17,48
39 Actividades de descontaminación y otros servicios de gestión de residuos;2016T4;17,74
39 Actividades de descontaminación y otros servicios de gestión de residuos;2016T3;16,84
39 Actividades de descontaminación y otros servicios de gestión de residuos;2016T2;16,9
39 Actividades de descontaminación y otros servicios de gestión de residuos;2016T1;23,92
39 Actividades de descontaminación y otros servicios de gestión de residuos;2015T4;15,78
39 Actividades de descontaminación y otros servicios de gestión de residuos;2015T3;14,83
39 Actividades de descontaminación y otros servicios de gestión de residuos;2015T2;19,77
39 Actividades de descontaminación y otros servicios de gestión de residuos;2015T1;16,94
39 Actividades de descontaminación y otros servicios de gestión de residuos;2014T4;15,9
39 Actividades de descontaminación y otros servicios de gestión de residuos;2014T3;15,82
39 Actividades de descontaminación y otros servicios de gestión de residuos;2014T2;16,63
39 Actividades de descontaminación y otros servicios de gestión de residuos;2014T1;19,48
39 Actividades de descontaminación y otros servicios de gestión de residuos;2013T4;15,49
39 Actividades de descontaminación y otros servicios de gestión de residuos;2013T3;9,26
39 Actividades de descontaminación y otros servicios de gestión de residuos;2013T2;19,88
39 Actividades de descontaminación y otros servicios de gestión de residuos;2013T1;19,29
39 Actividades de descontaminación y otros servicios de gestión de residuos;2012T4;19,69
39 Actividades de descontaminación y otros servicios de gestión de residuos;2012T3;16,86
39 Actividades de descontaminación y otros servicios de gestión de residuos;2012T2;21,61
39 Actividades de descontaminación y otros servicios de gestión de residuos;2012T1;20,72
39 Actividades de descontaminación y otros servicios de gestión de residuos;2011T4;22,97
39 Actividades de descontaminación y otros servicios de gestión de residuos;2011T3;14,65
39 Actividades de descontaminación y otros servicios de gestión de residuos;2011T2;16,62
39 Actividades de descontaminación y otros servicios de gestión de residuos;2011T1;15,37
39 Actividades de descontaminación y otros servicios de gestión de residuos;2010T4;20,94
39 Actividades de descontaminación y otros servicios de gestión de residuos;2010T3;25,14
39 Actividades de descontaminación y otros servicios de gestión de residuos;2010T2;22,79
39 Actividades de descontaminación y otros servicios de gestión de residuos;2010T1;21,74
39 Actividades de descontaminación y otros servicios de gestión de residuos;2009T4;14,37
39 Actividades de descontaminación y otros servicios de gestión de residuos;2009T3;14,74
39 Actividades de descontaminación y otros servicios de gestión de residuos;2009T2;14
39 Actividades de descontaminación y otros servicios de gestión de residuos;2009T1;0
39 Actividades de descontaminación y otros servicios de gestión de residuos;2008T4;18,7
39 Actividades de descontaminación y otros servicios de gestión de residuos;2008T3;17,52
39 Actividades de descontaminación y otros servicios de gestión de residuos;2008T2;17,76
39 Actividades de descontaminación y otros servicios de gestión de residuos;2008T1;19,25
41 Construcción de edificios;2024T4;21,37
41 Construcción de edificios;2024T3;21,83
41 Construcción de edificios;2024T2;21,02
41 Construcción de edificios;2024T1;20,68
41 Construcción de edificios;2023T4;22,14
41 Construcción de edificios;2023T3;23,54
41 Construcción de edificios;2023T2;20,74
41 Construcción de edificios;2023T1;20,09
41 Construcción de edificios;2022T4;19,53
41 Construcción de edificios;2022T3;20,7
41 Construcción de edificios;2022T2;20
41 Construcción de edificios;2022T1;19,56
41 Construcción de edificios;2021T4;19,59
41 Construcción de edificios;2021T3;19,12
41 Construcción de edificios;2021T2;19,71
41 Construcción de edificios;2021T1;19,44
41 Construcción de edificios;2020T4;20,3
41 Construcción de edificios;2020T3;19,07
41 Construcción de edificios;2020T2;19,08
41 Construcción de edificios;2020T1;19,32
41 Construcción de edificios;2019T4;19,55
41 Construcción de edificios;2019T3;19,17
41 Construcción de edificios;2019T2;16,28
41 Construcción de edificios;2019T1;17,82
41 Construcción de edificios;2018T4;17,87
41 Construcción de edificios;2018T3;17,85
41 Construcción de edificios;2018T2;20,25
41 Construcción de edificios;2018T1;17,29
41 Construcción de edificios;2017T4;18,46
41 Construcción de edificios;2017T3;16,12
41 Construcción de edificios;2017T2;17,35
41 Construcción de edificios;2017T1;17,35
41 Construcción de edificios;2016T4;19,07
41 Construcción de edificios;2016T3;19,65
41 Construcción de edificios;2016T2;19,23
41 Construcción de edificios;2016T1;19,7
41 Construcción de edificios;2015T4;21
41 Construcción de edificios;2015T3;19,47
41 Construcción de edificios;2015T2;20,84
41 Construcción de edificios;2015T1;19,06
41 Construcción de edificios;2014T4;18,42
41 Construcción de edificios;2014T3;18,43
41 Construcción de edificios;2014T2;18,58
41 Construcción de edificios;2014T1;20,32
41 Construcción de edificios;2013T4;18,86
41 Construcción de edificios;2013T3;20,23
41 Construcción de edificios;2013T2;19,45
41 Construcción de edificios;2013T1;17,21
41 Construcción de edificios;2012T4;19,14
41 Construcción de edificios;2012T3;17,87
41 Construcción de edificios;2012T2;12,26
41 Construcción de edificios;2012T1;17,52
41 Construcción de edificios;2011T4;16,16
41 Construcción de edificios;2011T3;16,47
41 Construcción de edificios;2011T2;17
41 Construcción de edificios;2011T1;16,47
41 Construcción de edificios;2010T4;19,38
41 Construcción de edificios;2010T3;16,54
41 Construcción de edificios;2010T2;17,56
41 Construcción de edificios;2010T1;17,86
41 Construcción de edificios;2009T4;18,94
41 Construcción de edificios;2009T3;17,24
41 Construcción de edificios;2009T2;17,58
41 Construcción de edificios;2009T1;17,74
41 Construcción de edificios;2008T4;14,24
41 Construcción de edificios;2008T3;13,69
41 Construcción de edificios;2008T2;13,26
41 Construcción de edificios;2008T1;15,29
42 Ingeniería civil;2024T4;19,66
42 Ingeniería civil;2024T3;20,3
42 Ingeniería civil;2024T2;20,51
42 Ingeniería civil;2024T1;21,4
42 Ingeniería civil;2023T4;21,01
42 Ingeniería civil;2023T3;20,65
42 Ingeniería civil;2023T2;22,5
42 Ingeniería civil;2023T1;21,15
42 Ingeniería civil;2022T4;20,17
42 Ingeniería civil;2022T3;20,17
42 Ingeniería civil;2022T2;20,65
42 Ingeniería civil;2022T1;20,03
42 Ingeniería civil;2021T4;21,07
42 Ingeniería civil;2021T3;20,13
42 Ingeniería civil;2021T2;20,23
42 Ingeniería civil;2021T1;21,09
42 Ingeniería civil;2020T4;20,12
42 Ingeniería civil;2020T3;19,26
42 Ingeniería civil;2020T2;18,97
42 Ingeniería civil;2020T1;19,57
42 Ingeniería civil;2019T4;20,05
42 Ingeniería civil;2019T3;19,85
42 Ingeniería civil;2019T2;16,74
42 Ingeniería civil;2019T1;18,43
42 Ingeniería civil;2018T4;17,95
42 Ingeniería civil;2018T3;17,42
42 Ingeniería civil;2018T2;17,07
42 Ingeniería civil;2018T1;17,87
42 Ingeniería civil;2017T4;17,02
42 Ingeniería civil;2017T3;16,73
42 Ingeniería civil;2017T2;16,69
42 Ingeniería civil;2017T1;16,62
42 Ingeniería civil;2016T4;16,93
42 Ingeniería civil;2016T3;16,61
42 Ingeniería civil;2016T2;16,33
42 Ingeniería civil;2016T1;16,85
42 Ingeniería civil;2015T4;16,12
42 Ingeniería civil;2015T3;15,96
42 Ingeniería civil;2015T2;15,95
42 Ingeniería civil;2015T1;17,13
42 Ingeniería civil;2014T4;17,16
42 Ingeniería civil;2014T3;15,6
42 Ingeniería civil;2014T2;17,36
42 Ingeniería civil;2014T1;17,09
42 Ingeniería civil;2013T4;16,97
42 Ingeniería civil;2013T3;17,03
42 Ingeniería civil;2013T2;15,1
42 Ingeniería civil;2013T1;14,6
42 Ingeniería civil;2012T4;17,54
42 Ingeniería civil;2012T3;16,57
42 Ingeniería civil;2012T2;17,24
42 Ingeniería civil;2012T1;17,01
42 Ingeniería civil;2011T4;16,21
42 Ingeniería civil;2011T3;16,42
42 Ingeniería civil;2011T2;15,99
42 Ingeniería civil;2011T1;17,07
42 Ingeniería civil;2010T4;16,75
42 Ingeniería civil;2010T3;16,42
42 Ingeniería civil;2010T2;17,62
42 Ingeniería civil;2010T1;17,46
42 Ingeniería civil;2009T4;17,21
42 Ingeniería civil;2009T3;17,1
42 Ingeniería civil;2009T2;16,53
42 Ingeniería civil;2009T1;18,57
42 Ingeniería civil;2008T4;17,39
42 Ingeniería civil;2008T3;16,37
42 Ingeniería civil;2008T2;13,34
42 Ingeniería civil;2008T1;19
43 Actividades de construcción especializada;2024T4;23,52
43 Actividades de construcción especializada;2024T3;22,25
43 Actividades de construcción especializada;2024T2;22,49
43 Actividades de construcción especializada;2024T1;22,3
43 Actividades de construcción especializada;2023T4;22,41
43 Actividades de construcción especializada;2023T3;21,75
43 Actividades de construcción especializada;2023T2;21,12
43 Actividades de construcción especializada;2023T1;21,71
43 Actividades de construcción especializada;2022T4;20,41
43 Actividades de construcción especializada;2022T3;20,56
43 Actividades de construcción especializada;2022T2;20,3
43 Actividades de construcción especializada;2022T1;20,35
43 Actividades de construcción especializada;2021T4;18,06
43 Actividades de construcción especializada;2021T3;18,18
43 Actividades de construcción especializada;2021T2;19,39
43 Actividades de construcción especializada;2021T1;19,26
43 Actividades de construcción especializada;2020T4;20,18
43 Actividades de construcción especializada;2020T3;18,88
43 Actividades de construcción especializada;2020T2;16,8
43 Actividades de construcción especializada;2020T1;19,06
43 Actividades de construcción especializada;2019T4;18,41
43 Actividades de construcción especializada;2019T3;17,76
43 Actividades de construcción especializada;2019T2;19,42
43 Actividades de construcción especializada;2019T1;18,97
43 Actividades de construcción especializada;2018T4;18,28
43 Actividades de construcción especializada;2018T3;18,19
43 Actividades de construcción especializada;2018T2;18,49
43 Actividades de construcción especializada;2018T1;18,3
43 Actividades de construcción especializada;2017T4;18,59
43 Actividades de construcción especializada;2017T3;18,28
43 Actividades de construcción especializada;2017T2;17,71
43 Actividades de construcción especializada;2017T1;17,55
43 Actividades de construcción especializada;2016T4;17,88
43 Actividades de construcción especializada;2016T3;17,55
43 Actividades de construcción especializada;2016T2;18,32
43 Actividades de construcción especializada;2016T1;17,82
43 Actividades de construcción especializada;2015T4;18,19
43 Actividades de construcción especializada;2015T3;18,47
43 Actividades de construcción especializada;2015T2;18,08
43 Actividades de construcción especializada;2015T1;20,21
43 Actividades de construcción especializada;2014T4;18,06
43 Actividades de construcción especializada;2014T3;18,29
43 Actividades de construcción especializada;2014T2;18,94
43 Actividades de construcción especializada;2014T1;18,68
43 Actividades de construcción especializada;2013T4;19,55
43 Actividades de construcción especializada;2013T3;17,67
43 Actividades de construcción especializada;2013T2;17
43 Actividades de construcción especializada;2013T1;18,24
43 Actividades de construcción especializada;2012T4;17,09
43 Actividades de construcción especializada;2012T3;17,2
43 Actividades de construcción especializada;2012T2;17,13
43 Actividades de construcción especializada;2012T1;18,36
43 Actividades de construcción especializada;2011T4;18,3
43 Actividades de construcción especializada;2011T3;15,73
43 Actividades de construcción especializada;2011T2;16,32
43 Actividades de construcción especializada;2011T1;16,73
43 Actividades de construcción especializada;2010T4;16,78
43 Actividades de construcción especializada;2010T3;17,36
43 Actividades de construcción especializada;2010T2;17,28
43 Actividades de construcción especializada;2010T1;16,28
43 Actividades de construcción especializada;2009T4;16,14
43 Actividades de construcción especializada;2009T3;16,12
43 Actividades de construcción especializada;2009T2;15,69
43 Actividades de construcción especializada;2009T1;15,64
43 Actividades de construcción especializada;2008T4;15,5
43 Actividades de construcción especializada;2008T3;15,2
43 Actividades de construcción especializada;2008T2;16,89
43 Actividades de construcción especializada;2008T1;15,35
45 Venta y reparación de vehículos de motor y motocicletas;2024T4;20,22
45 Venta y reparación de vehículos de motor y motocicletas;2024T3;19,71
45 Venta y reparación de vehículos de motor y motocicletas;2024T2;17,62
45 Venta y reparación de vehículos de motor y motocicletas;2024T1;19,11
45 Venta y reparación de vehículos de motor y motocicletas;2023T4;20,13
45 Venta y reparación de vehículos de motor y motocicletas;2023T3;18,95
45 Venta y reparación de vehículos de motor y motocicletas;2023T2;18,8
45 Venta y reparación de vehículos de motor y motocicletas;2023T1;19,21
45 Venta y reparación de vehículos de motor y motocicletas;2022T4;19,47
45 Venta y reparación de vehículos de motor y motocicletas;2022T3;17,6
45 Venta y reparación de vehículos de motor y motocicletas;2022T2;17,11
45 Venta y reparación de vehículos de motor y motocicletas;2022T1;18,2
45 Venta y reparación de vehículos de motor y motocicletas;2021T4;19,79
45 Venta y reparación de vehículos de motor y motocicletas;2021T3;18,37
45 Venta y reparación de vehículos de motor y motocicletas;2021T2;18
45 Venta y reparación de vehículos de motor y motocicletas;2021T1;19,38
45 Venta y reparación de vehículos de motor y motocicletas;2020T4;18,67
45 Venta y reparación de vehículos de motor y motocicletas;2020T3;16,23
45 Venta y reparación de vehículos de motor y motocicletas;2020T2;19,8
45 Venta y reparación de vehículos de motor y motocicletas;2020T1;19,12
45 Venta y reparación de vehículos de motor y motocicletas;2019T4;18,59
45 Venta y reparación de vehículos de motor y motocicletas;2019T3;17,88
45 Venta y reparación de vehículos de motor y motocicletas;2019T2;18,95
45 Venta y reparación de vehículos de motor y motocicletas;2019T1;19,26
45 Venta y reparación de vehículos de motor y motocicletas;2018T4;18,16
45 Venta y reparación de vehículos de motor y motocicletas;2018T3;19,32
45 Venta y reparación de vehículos de motor y motocicletas;2018T2;17,42
