Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
06 Cantabria;Construcción;Coste laboral total;2019T4;2.930,45
06 Cantabria;Construcción;Coste laboral total;2019T3;2.683,72
06 Cantabria;Construcción;Coste laboral total;2019T2;2.704,86
06 Cantabria;Construcción;Coste laboral total;2019T1;2.460,96
06 Cantabria;Construcción;Coste laboral total;2018T4;2.684,21
06 Cantabria;Construcción;Coste laboral total;2018T3;2.442,03
06 Cantabria;Construcción;Coste laboral total;2018T2;2.509,2
06 Cantabria;Construcción;Coste laboral total;2018T1;2.417,99
06 Cantabria;Construcción;Coste laboral total;2017T4;2.457,72
06 Cantabria;Construcción;Coste laboral total;2017T3;2.465
06 Cantabria;Construcción;Coste laboral total;2017T2;2.371,14
06 Cantabria;Construcción;Coste laboral total;2017T1;2.320,21
06 Cantabria;Construcción;Coste laboral total;2016T4;2.593,87
06 Cantabria;Construcción;Coste laboral total;2016T3;2.354,92
06 Cantabria;Construcción;Coste laboral total;2016T2;2.526,4
06 Cantabria;Construcción;Coste laboral total;2016T1;2.337,85
06 Cantabria;Construcción;Coste laboral total;2015T4;2.730,59
06 Cantabria;Construcción;Coste laboral total;2015T3;2.507,09
06 Cantabria;Construcción;Coste laboral total;2015T2;2.515,33
06 Cantabria;Construcción;Coste laboral total;2015T1;2.426,65
06 Cantabria;Construcción;Coste laboral total;2014T4;2.741,53
06 Cantabria;Construcción;Coste laboral total;2014T3;2.527,63
06 Cantabria;Construcción;Coste laboral total;2014T2;2.593,94
06 Cantabria;Construcción;Coste laboral total;2014T1;2.450,02
06 Cantabria;Construcción;Coste laboral total;2013T4;2.677,26
06 Cantabria;Construcción;Coste laboral total;2013T3;2.497,72
06 Cantabria;Construcción;Coste laboral total;2013T2;2.530,75
06 Cantabria;Construcción;Coste laboral total;2013T1;2.418,79
06 Cantabria;Construcción;Coste laboral total;2012T4;2.651,44
06 Cantabria;Construcción;Coste laboral total;2012T3;2.450,16
06 Cantabria;Construcción;Coste laboral total;2012T2;2.457,73
06 Cantabria;Construcción;Coste laboral total;2012T1;2.245,51
06 Cantabria;Construcción;Coste laboral total;2011T4;2.839,44
06 Cantabria;Construcción;Coste laboral total;2011T3;2.496,01
06 Cantabria;Construcción;Coste laboral total;2011T2;2.657,44
06 Cantabria;Construcción;Coste laboral total;2011T1;2.338,62
06 Cantabria;Construcción;Coste laboral total;2010T4;2.616,97
06 Cantabria;Construcción;Coste laboral total;2010T3;2.562,88
06 Cantabria;Construcción;Coste laboral total;2010T2;2.481,58
06 Cantabria;Construcción;Coste laboral total;2010T1;2.423,01
06 Cantabria;Construcción;Coste laboral total;2009T4;2.700,9
06 Cantabria;Construcción;Coste laboral total;2009T3;2.392,41
06 Cantabria;Construcción;Coste laboral total;2009T2;2.432,33
06 Cantabria;Construcción;Coste laboral total;2009T1;2.255,21
06 Cantabria;Construcción;Coste laboral total;2008T4;2.752,21
06 Cantabria;Construcción;Coste laboral total;2008T3;2.355,84
06 Cantabria;Construcción;Coste laboral total;2008T2;2.353,67
06 Cantabria;Construcción;Coste laboral total;2008T1;2.227,48
06 Cantabria;Construcción;Coste salarial total;2024T4;2.360,03
06 Cantabria;Construcción;Coste salarial total;2024T3;2.021,16
06 Cantabria;Construcción;Coste salarial total;2024T2;2.096,22
06 Cantabria;Construcción;Coste salarial total;2024T1;1.895,62
06 Cantabria;Construcción;Coste salarial total;2023T4;2.195,26
06 Cantabria;Construcción;Coste salarial total;2023T3;1.929,88
06 Cantabria;Construcción;Coste salarial total;2023T2;2.022,96
06 Cantabria;Construcción;Coste salarial total;2023T1;1.852,86
06 Cantabria;Construcción;Coste salarial total;2022T4;2.250,21
06 Cantabria;Construcción;Coste salarial total;2022T3;1.973,79
06 Cantabria;Construcción;Coste salarial total;2022T2;1.994,71
06 Cantabria;Construcción;Coste salarial total;2022T1;1.774,14
06 Cantabria;Construcción;Coste salarial total;2021T4;2.060,46
06 Cantabria;Construcción;Coste salarial total;2021T3;1.798,57
06 Cantabria;Construcción;Coste salarial total;2021T2;1.857,14
06 Cantabria;Construcción;Coste salarial total;2021T1;1.702,23
06 Cantabria;Construcción;Coste salarial total;2020T4;2.051,66
06 Cantabria;Construcción;Coste salarial total;2020T3;1.768,47
06 Cantabria;Construcción;Coste salarial total;2020T2;1.663,37
06 Cantabria;Construcción;Coste salarial total;2020T1;1.675,8
06 Cantabria;Construcción;Coste salarial total;2019T4;2.145,65
06 Cantabria;Construcción;Coste salarial total;2019T3;1.818,89
06 Cantabria;Construcción;Coste salarial total;2019T2;1.921,15
06 Cantabria;Construcción;Coste salarial total;2019T1;1.698,45
06 Cantabria;Construcción;Coste salarial total;2018T4;1.908,02
06 Cantabria;Construcción;Coste salarial total;2018T3;1.712,46
06 Cantabria;Construcción;Coste salarial total;2018T2;1.798,9
06 Cantabria;Construcción;Coste salarial total;2018T1;1.656,21
06 Cantabria;Construcción;Coste salarial total;2017T4;1.763,08
06 Cantabria;Construcción;Coste salarial total;2017T3;1.706,55
06 Cantabria;Construcción;Coste salarial total;2017T2;1.652,26
06 Cantabria;Construcción;Coste salarial total;2017T1;1.601,14
06 Cantabria;Construcción;Coste salarial total;2016T4;1.865,1
06 Cantabria;Construcción;Coste salarial total;2016T3;1.636,3
06 Cantabria;Construcción;Coste salarial total;2016T2;1.736,06
06 Cantabria;Construcción;Coste salarial total;2016T1;1.575,88
06 Cantabria;Construcción;Coste salarial total;2015T4;1.891,98
06 Cantabria;Construcción;Coste salarial total;2015T3;1.755,64
06 Cantabria;Construcción;Coste salarial total;2015T2;1.781,88
06 Cantabria;Construcción;Coste salarial total;2015T1;1.654,73
06 Cantabria;Construcción;Coste salarial total;2014T4;1.893,11
06 Cantabria;Construcción;Coste salarial total;2014T3;1.775,59
06 Cantabria;Construcción;Coste salarial total;2014T2;1.756,15
06 Cantabria;Construcción;Coste salarial total;2014T1;1.599,02
06 Cantabria;Construcción;Coste salarial total;2013T4;1.940,97
06 Cantabria;Construcción;Coste salarial total;2013T3;1.729,72
06 Cantabria;Construcción;Coste salarial total;2013T2;1.767,62
06 Cantabria;Construcción;Coste salarial total;2013T1;1.598,98
06 Cantabria;Construcción;Coste salarial total;2012T4;1.921,32
06 Cantabria;Construcción;Coste salarial total;2012T3;1.694,81
06 Cantabria;Construcción;Coste salarial total;2012T2;1.700,94
06 Cantabria;Construcción;Coste salarial total;2012T1;1.535,43
06 Cantabria;Construcción;Coste salarial total;2011T4;1.915,74
06 Cantabria;Construcción;Coste salarial total;2011T3;1.680,26
06 Cantabria;Construcción;Coste salarial total;2011T2;1.894,73
06 Cantabria;Construcción;Coste salarial total;2011T1;1.613,24
06 Cantabria;Construcción;Coste salarial total;2010T4;1.902,8
06 Cantabria;Construcción;Coste salarial total;2010T3;1.710,93
06 Cantabria;Construcción;Coste salarial total;2010T2;1.764,21
06 Cantabria;Construcción;Coste salarial total;2010T1;1.637,64
06 Cantabria;Construcción;Coste salarial total;2009T4;1.934,45
06 Cantabria;Construcción;Coste salarial total;2009T3;1.667,82
06 Cantabria;Construcción;Coste salarial total;2009T2;1.707,2
06 Cantabria;Construcción;Coste salarial total;2009T1;1.533,57
06 Cantabria;Construcción;Coste salarial total;2008T4;1.822,62
06 Cantabria;Construcción;Coste salarial total;2008T3;1.621,13
06 Cantabria;Construcción;Coste salarial total;2008T2;1.659,75
06 Cantabria;Construcción;Coste salarial total;2008T1;1.529,18
06 Cantabria;Construcción;Coste salarial ordinario;2024T4;1.841
06 Cantabria;Construcción;Coste salarial ordinario;2024T3;1.871,27
06 Cantabria;Construcción;Coste salarial ordinario;2024T2;1.838,56
06 Cantabria;Construcción;Coste salarial ordinario;2024T1;1.812,08
06 Cantabria;Construcción;Coste salarial ordinario;2023T4;1.803,51
06 Cantabria;Construcción;Coste salarial ordinario;2023T3;1.801,63
06 Cantabria;Construcción;Coste salarial ordinario;2023T2;1.796,11
06 Cantabria;Construcción;Coste salarial ordinario;2023T1;1.769,54
06 Cantabria;Construcción;Coste salarial ordinario;2022T4;1.777,94
06 Cantabria;Construcción;Coste salarial ordinario;2022T3;1.775,35
06 Cantabria;Construcción;Coste salarial ordinario;2022T2;1.744,87
06 Cantabria;Construcción;Coste salarial ordinario;2022T1;1.710,89
06 Cantabria;Construcción;Coste salarial ordinario;2021T4;1.648,9
06 Cantabria;Construcción;Coste salarial ordinario;2021T3;1.639,65
06 Cantabria;Construcción;Coste salarial ordinario;2021T2;1.657,93
06 Cantabria;Construcción;Coste salarial ordinario;2021T1;1.631,01
06 Cantabria;Construcción;Coste salarial ordinario;2020T4;1.571,64
06 Cantabria;Construcción;Coste salarial ordinario;2020T3;1.585,57
06 Cantabria;Construcción;Coste salarial ordinario;2020T2;1.419,8
06 Cantabria;Construcción;Coste salarial ordinario;2020T1;1.571,44
06 Cantabria;Construcción;Coste salarial ordinario;2019T4;1.647,2
06 Cantabria;Construcción;Coste salarial ordinario;2019T3;1.630,55
06 Cantabria;Construcción;Coste salarial ordinario;2019T2;1.644,58
06 Cantabria;Construcción;Coste salarial ordinario;2019T1;1.638,83
06 Cantabria;Construcción;Coste salarial ordinario;2018T4;1.544,59
06 Cantabria;Construcción;Coste salarial ordinario;2018T3;1.534,43
06 Cantabria;Construcción;Coste salarial ordinario;2018T2;1.559,66
06 Cantabria;Construcción;Coste salarial ordinario;2018T1;1.550,74
06 Cantabria;Construcción;Coste salarial ordinario;2017T4;1.509,82
06 Cantabria;Construcción;Coste salarial ordinario;2017T3;1.521,07
06 Cantabria;Construcción;Coste salarial ordinario;2017T2;1.481,45
06 Cantabria;Construcción;Coste salarial ordinario;2017T1;1.526,22
06 Cantabria;Construcción;Coste salarial ordinario;2016T4;1.533,52
06 Cantabria;Construcción;Coste salarial ordinario;2016T3;1.526,26
06 Cantabria;Construcción;Coste salarial ordinario;2016T2;1.527,99
06 Cantabria;Construcción;Coste salarial ordinario;2016T1;1.503,21
06 Cantabria;Construcción;Coste salarial ordinario;2015T4;1.579,72
06 Cantabria;Construcción;Coste salarial ordinario;2015T3;1.598,7
06 Cantabria;Construcción;Coste salarial ordinario;2015T2;1.603,57
06 Cantabria;Construcción;Coste salarial ordinario;2015T1;1.599,92
06 Cantabria;Construcción;Coste salarial ordinario;2014T4;1.608,91
06 Cantabria;Construcción;Coste salarial ordinario;2014T3;1.594,87
06 Cantabria;Construcción;Coste salarial ordinario;2014T2;1.595,82
06 Cantabria;Construcción;Coste salarial ordinario;2014T1;1.556,94
06 Cantabria;Construcción;Coste salarial ordinario;2013T4;1.552,56
06 Cantabria;Construcción;Coste salarial ordinario;2013T3;1.561,39
06 Cantabria;Construcción;Coste salarial ordinario;2013T2;1.555,24
06 Cantabria;Construcción;Coste salarial ordinario;2013T1;1.541,94
06 Cantabria;Construcción;Coste salarial ordinario;2012T4;1.542,25
06 Cantabria;Construcción;Coste salarial ordinario;2012T3;1.539,94
06 Cantabria;Construcción;Coste salarial ordinario;2012T2;1.481,74
06 Cantabria;Construcción;Coste salarial ordinario;2012T1;1.502,73
06 Cantabria;Construcción;Coste salarial ordinario;2011T4;1.499,1
06 Cantabria;Construcción;Coste salarial ordinario;2011T3;1.524,85
06 Cantabria;Construcción;Coste salarial ordinario;2011T2;1.568,96
06 Cantabria;Construcción;Coste salarial ordinario;2011T1;1.537,08
06 Cantabria;Construcción;Coste salarial ordinario;2010T4;1.544,73
06 Cantabria;Construcción;Coste salarial ordinario;2010T3;1.572,73
06 Cantabria;Construcción;Coste salarial ordinario;2010T2;1.564,15
06 Cantabria;Construcción;Coste salarial ordinario;2010T1;1.581,22
06 Cantabria;Construcción;Coste salarial ordinario;2009T4;1.568,7
06 Cantabria;Construcción;Coste salarial ordinario;2009T3;1.549,72
06 Cantabria;Construcción;Coste salarial ordinario;2009T2;1.534,92
06 Cantabria;Construcción;Coste salarial ordinario;2009T1;1.463,92
06 Cantabria;Construcción;Coste salarial ordinario;2008T4;1.503,88
06 Cantabria;Construcción;Coste salarial ordinario;2008T3;1.486,44
06 Cantabria;Construcción;Coste salarial ordinario;2008T2;1.479,75
06 Cantabria;Construcción;Coste salarial ordinario;2008T1;1.470,91
06 Cantabria;Construcción;Otros costes;2024T4;914,22
06 Cantabria;Construcción;Otros costes;2024T3;888,72
06 Cantabria;Construcción;Otros costes;2024T2;872,59
06 Cantabria;Construcción;Otros costes;2024T1;865,79
06 Cantabria;Construcción;Otros costes;2023T4;805,62
06 Cantabria;Construcción;Otros costes;2023T3;826,27
06 Cantabria;Construcción;Otros costes;2023T2;820,28
06 Cantabria;Construcción;Otros costes;2023T1;804,98
06 Cantabria;Construcción;Otros costes;2022T4;802,25
06 Cantabria;Construcción;Otros costes;2022T3;797,1
06 Cantabria;Construcción;Otros costes;2022T2;786,77
06 Cantabria;Construcción;Otros costes;2022T1;781,25
06 Cantabria;Construcción;Otros costes;2021T4;785,62
06 Cantabria;Construcción;Otros costes;2021T3;763,92
06 Cantabria;Construcción;Otros costes;2021T2;778,84
06 Cantabria;Construcción;Otros costes;2021T1;756,22
06 Cantabria;Construcción;Otros costes;2020T4;765,85
06 Cantabria;Construcción;Otros costes;2020T3;751,9
06 Cantabria;Construcción;Otros costes;2020T2;684,57
06 Cantabria;Construcción;Otros costes;2020T1;840,81
06 Cantabria;Construcción;Otros costes;2019T4;784,8
06 Cantabria;Construcción;Otros costes;2019T3;864,83
06 Cantabria;Construcción;Otros costes;2019T2;783,71
06 Cantabria;Construcción;Otros costes;2019T1;762,51
06 Cantabria;Construcción;Otros costes;2018T4;776,19
06 Cantabria;Construcción;Otros costes;2018T3;729,57
06 Cantabria;Construcción;Otros costes;2018T2;710,3
06 Cantabria;Construcción;Otros costes;2018T1;761,78
06 Cantabria;Construcción;Otros costes;2017T4;694,64
06 Cantabria;Construcción;Otros costes;2017T3;758,45
06 Cantabria;Construcción;Otros costes;2017T2;718,88
06 Cantabria;Construcción;Otros costes;2017T1;719,07
06 Cantabria;Construcción;Otros costes;2016T4;728,77
06 Cantabria;Construcción;Otros costes;2016T3;718,62
06 Cantabria;Construcción;Otros costes;2016T2;790,34
06 Cantabria;Construcción;Otros costes;2016T1;761,97
06 Cantabria;Construcción;Otros costes;2015T4;838,61
06 Cantabria;Construcción;Otros costes;2015T3;751,45
06 Cantabria;Construcción;Otros costes;2015T2;733,45
06 Cantabria;Construcción;Otros costes;2015T1;771,92
06 Cantabria;Construcción;Otros costes;2014T4;848,42
06 Cantabria;Construcción;Otros costes;2014T3;752,04
06 Cantabria;Construcción;Otros costes;2014T2;837,79
06 Cantabria;Construcción;Otros costes;2014T1;851
06 Cantabria;Construcción;Otros costes;2013T4;736,29
06 Cantabria;Construcción;Otros costes;2013T3;768
06 Cantabria;Construcción;Otros costes;2013T2;763,13
06 Cantabria;Construcción;Otros costes;2013T1;819,81
06 Cantabria;Construcción;Otros costes;2012T4;730,12
06 Cantabria;Construcción;Otros costes;2012T3;755,35
06 Cantabria;Construcción;Otros costes;2012T2;756,79
06 Cantabria;Construcción;Otros costes;2012T1;710,08
06 Cantabria;Construcción;Otros costes;2011T4;923,7
06 Cantabria;Construcción;Otros costes;2011T3;815,75
06 Cantabria;Construcción;Otros costes;2011T2;762,71
06 Cantabria;Construcción;Otros costes;2011T1;725,38
06 Cantabria;Construcción;Otros costes;2010T4;714,17
06 Cantabria;Construcción;Otros costes;2010T3;851,95
06 Cantabria;Construcción;Otros costes;2010T2;717,37
06 Cantabria;Construcción;Otros costes;2010T1;785,37
06 Cantabria;Construcción;Otros costes;2009T4;766,45
06 Cantabria;Construcción;Otros costes;2009T3;724,59
06 Cantabria;Construcción;Otros costes;2009T2;725,13
06 Cantabria;Construcción;Otros costes;2009T1;721,64
06 Cantabria;Construcción;Otros costes;2008T4;929,59
06 Cantabria;Construcción;Otros costes;2008T3;734,71
06 Cantabria;Construcción;Otros costes;2008T2;693,92
06 Cantabria;Construcción;Otros costes;2008T1;698,3
06 Cantabria;Construcción;Coste por percepciones no salariales;2024T4;110,83
06 Cantabria;Construcción;Coste por percepciones no salariales;2024T3;72,13
06 Cantabria;Construcción;Coste por percepciones no salariales;2024T2;71,84
06 Cantabria;Construcción;Coste por percepciones no salariales;2024T1;83,55
06 Cantabria;Construcción;Coste por percepciones no salariales;2023T4;40,46
06 Cantabria;Construcción;Coste por percepciones no salariales;2023T3;57,43
06 Cantabria;Construcción;Coste por percepciones no salariales;2023T2;51,44
06 Cantabria;Construcción;Coste por percepciones no salariales;2023T1;49,99
06 Cantabria;Construcción;Coste por percepciones no salariales;2022T4;64,45
06 Cantabria;Construcción;Coste por percepciones no salariales;2022T3;53,48
06 Cantabria;Construcción;Coste por percepciones no salariales;2022T2;57,68
06 Cantabria;Construcción;Coste por percepciones no salariales;2022T1;56,73
06 Cantabria;Construcción;Coste por percepciones no salariales;2021T4;92,47
06 Cantabria;Construcción;Coste por percepciones no salariales;2021T3;66,26
06 Cantabria;Construcción;Coste por percepciones no salariales;2021T2;69,3
06 Cantabria;Construcción;Coste por percepciones no salariales;2021T1;59,93
06 Cantabria;Construcción;Coste por percepciones no salariales;2020T4;81,07
06 Cantabria;Construcción;Coste por percepciones no salariales;2020T3;75,52
06 Cantabria;Construcción;Coste por percepciones no salariales;2020T2;61,74
06 Cantabria;Construcción;Coste por percepciones no salariales;2020T1;153,85
06 Cantabria;Construcción;Coste por percepciones no salariales;2019T4;90,53
06 Cantabria;Construcción;Coste por percepciones no salariales;2019T3;162,82
06 Cantabria;Construcción;Coste por percepciones no salariales;2019T2;81,29
06 Cantabria;Construcción;Coste por percepciones no salariales;2019T1;66,28
06 Cantabria;Construcción;Coste por percepciones no salariales;2018T4;113,95
06 Cantabria;Construcción;Coste por percepciones no salariales;2018T3;73,46
06 Cantabria;Construcción;Coste por percepciones no salariales;2018T2;55,58
06 Cantabria;Construcción;Coste por percepciones no salariales;2018T1;107,44
06 Cantabria;Construcción;Coste por percepciones no salariales;2017T4;62,64
06 Cantabria;Construcción;Coste por percepciones no salariales;2017T3;117,51
06 Cantabria;Construcción;Coste por percepciones no salariales;2017T2;92,2
06 Cantabria;Construcción;Coste por percepciones no salariales;2017T1;75,78
06 Cantabria;Construcción;Coste por percepciones no salariales;2016T4;85,41
06 Cantabria;Construcción;Coste por percepciones no salariales;2016T3;72,1
06 Cantabria;Construcción;Coste por percepciones no salariales;2016T2;152,74
06 Cantabria;Construcción;Coste por percepciones no salariales;2016T1;116,59
06 Cantabria;Construcción;Coste por percepciones no salariales;2015T4;200,71
06 Cantabria;Construcción;Coste por percepciones no salariales;2015T3;92,83
06 Cantabria;Construcción;Coste por percepciones no salariales;2015T2;81,08
06 Cantabria;Construcción;Coste por percepciones no salariales;2015T1;128,54
06 Cantabria;Construcción;Coste por percepciones no salariales;2014T4;208,27
06 Cantabria;Construcción;Coste por percepciones no salariales;2014T3;106,28
06 Cantabria;Construcción;Coste por percepciones no salariales;2014T2;191,02
06 Cantabria;Construcción;Coste por percepciones no salariales;2014T1;217,2
06 Cantabria;Construcción;Coste por percepciones no salariales;2013T4;103,91
06 Cantabria;Construcción;Coste por percepciones no salariales;2013T3;136,52
06 Cantabria;Construcción;Coste por percepciones no salariales;2013T2;134,3
06 Cantabria;Construcción;Coste por percepciones no salariales;2013T1;197,59
06 Cantabria;Construcción;Coste por percepciones no salariales;2012T4;123,86
06 Cantabria;Construcción;Coste por percepciones no salariales;2012T3;139,3
06 Cantabria;Construcción;Coste por percepciones no salariales;2012T2;146,76
06 Cantabria;Construcción;Coste por percepciones no salariales;2012T1;98,87
06 Cantabria;Construcción;Coste por percepciones no salariales;2011T4;307,5
06 Cantabria;Construcción;Coste por percepciones no salariales;2011T3;193,07
06 Cantabria;Construcción;Coste por percepciones no salariales;2011T2;133,35
06 Cantabria;Construcción;Coste por percepciones no salariales;2011T1;112,79
06 Cantabria;Construcción;Coste por percepciones no salariales;2010T4;99,46
06 Cantabria;Construcción;Coste por percepciones no salariales;2010T3;222,17
06 Cantabria;Construcción;Coste por percepciones no salariales;2010T2;89,26
06 Cantabria;Construcción;Coste por percepciones no salariales;2010T1;155,59
06 Cantabria;Construcción;Coste por percepciones no salariales;2009T4;151,39
06 Cantabria;Construcción;Coste por percepciones no salariales;2009T3;98,42
06 Cantabria;Construcción;Coste por percepciones no salariales;2009T2;104,51
06 Cantabria;Construcción;Coste por percepciones no salariales;2009T1;132,26
06 Cantabria;Construcción;Coste por percepciones no salariales;2008T4;332,18
06 Cantabria;Construcción;Coste por percepciones no salariales;2008T3;135,4
06 Cantabria;Construcción;Coste por percepciones no salariales;2008T2;102,13
06 Cantabria;Construcción;Coste por percepciones no salariales;2008T1;110,47
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2024T4;821,49
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2024T3;828,05
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2024T2;813,78
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2024T1;794,68
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2023T4;780,45
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2023T3;779,89
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2023T2;782,3
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2023T1;771,31
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2022T4;760,78
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2022T3;759,85
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2022T2;741,42
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2022T1;732,43
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2021T4;713,14
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2021T3;712,14
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2021T2;718,23
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2021T1;706,61
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2020T4;706,16
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2020T3;686,41
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2020T2;633,78
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2020T1;696,93
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2019T4;708,07
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2019T3;707,02
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2019T2;709,21
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2019T1;702,79
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2018T4;674,82
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2018T3;668,09
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2018T2;668,9
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2018T1;661,48
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2017T4;644,28
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2017T3;650,12
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2017T2;637,12
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2017T1;651,66
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2016T4;661,31
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2016T3;658,18
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2016T2;655,65
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2016T1;656,35
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2015T4;665,24
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2015T3;668,97
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2015T2;662,98
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2015T1;656,65
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2014T4;655,26
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2014T3;657,23
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2014T2;658,27
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2014T1;642,49
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2013T4;644,05
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2013T3;640,65
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2013T2;636,53
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2013T1;629,74
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2012T4;630,37
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2012T3;629,76
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2012T2;627,85
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2012T1;628,84
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2011T4;632,84
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2011T3;638,69
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2011T2;646,37
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2011T1;630,55
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2010T4;639,96
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2010T3;649,86
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2010T2;644,96
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2010T1;646,71
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2009T4;637,82
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2009T3;641,9
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2009T2;637,52
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2009T1;603,96
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2008T4;619,77
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2008T3;615,58
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2008T2;608,72
06 Cantabria;Construcción;Coste por cotizaciones obligatorias;2008T1;603,34
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2024T4;18,1
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2024T3;11,46
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2024T2;13,03
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2024T1;12,43
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2023T4;15,3
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2023T3;11,05
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2023T2;13,46
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2023T1;16,32
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2022T4;22,98
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2022T3;16,23
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2022T2;12,33
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2022T1;7,91
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2021T4;19,98
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2021T3;14,48
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2021T2;8,68
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2021T1;10,32
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2020T4;21,38
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2020T3;10,03
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2020T2;10,95
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2020T1;9,96
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2019T4;13,8
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2019T3;5,01
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2019T2;6,79
